Test_Length,Threshold,Flip_ID,Mismatch,Max_Abs_Diff,Median_Diff,Mean_Diff,Sum_Abs_Diff,Geomean_Diff
20,1e-09,0,0,0.009227464519320138,0.0,0.0006140030851640066,0.034998175854348376,0.0006126830495112312
20,1e-09,1,1,0.16871265901048413,2.5113255578604194e-05,0.02692723403710055,1.5348523401147314,0.02600098610468371
20,1e-09,3,0,0.3570413303448286,0.0,0.024077278664441717,1.372404883873178,0.021747690422492028
20,1e-09,4,0,0.3134391513701751,3.115637741264385e-08,0.013448496019825854,0.7665642731300737,0.012604395042521865
20,1e-09,5,0,1.4305367127796214,0.0,0.06285685001860246,3.5828404510603398,0.04822802040436258
20,1e-09,7,2,0.5769735288429326,1.3586221073929502e-09,0.01640746426724681,0.9352254632330682,0.014219513809768936
20,1e-09,8,0,8.243581352508219,9.260934484938322e-10,0.34321559661016815,19.563289006779584,0.16982906126022224
20,1e-09,10,0,0.29768864809687046,0.0,0.008522057634803149,0.4857572851837795,0.007875738034136326
20,1e-09,11,0,17.04358682551995,0.0,1.3022931674317817,74.23071054361155,0.4248364730350993
20,1e-09,12,1,0.8705125679286724,0.006652511440657607,0.042925581963772774,2.446758171935048,0.037890795788578346
20,1e-09,13,3,6.7301422239621465,0.0,0.18582767049072535,10.592177217971345,0.09189886772166167
20,1e-09,14,0,5.011262894246025,0.0,0.3034829233172672,17.29852662908423,0.17631934778157632
20,1e-09,15,2,0.07802712461751544,0.0,0.003120290840371899,0.17785657790119824,0.0030508343927937442
20,1e-09,17,2,0.26115305749572076,0.0,0.01244195503763982,0.7091914371454697,0.011884176117918255
20,1e-09,18,0,6.970435794600364,0.0,0.17353713288793324,9.891616574612195,0.07899847861492981
20,1e-09,19,0,0.03795964494074298,0.0,0.0017052312908918876,0.0971981835808376,0.001683944843654528
20,1e-07,0,0,0.009233090772421421,0.0,0.0006129069079062614,0.0349356937506569,0.0006115867203546621
20,1e-07,1,1,0.2706913897356517,7.476605346777316e-05,0.029799278378881425,1.6985588675962413,0.02842995300800233
20,1e-07,3,0,0.48182487190998313,0.0,0.021572247842719237,1.2296181270349966,0.0193207178193171
20,1e-07,4,0,0.3093407672879185,1.6120939837289671e-09,0.013359556381682666,0.7614947137559119,0.012529926357829124
20,1e-07,5,0,0.6981714718302013,0.00242341818452457,0.044150683255296794,2.5165889455519173,0.03815297165898146
20,1e-07,7,0,0.5772741636747717,0.0,0.016413513824318392,0.9355702879861484,0.014223628927303222
20,1e-07,8,0,8.673342140904552,4.3713136153759463e-05,0.3397978147739297,19.36847544211399,0.16355208119365772
20,1e-07,10,0,0.2974054601368781,0.0,0.008524117735889531,0.4858747109457033,0.007878659805549137
20,1e-07,11,0,34.63813183092318,0.0,1.6655295082595254,94.93518197079295,0.5886254108455187
20,1e-07,12,0,0.9622465105383743,0.009466749012180238,0.045381773778882875,2.5867611053963238,0.03968197136963503
20,1e-07,13,0,0.37966459328560087,0.0,0.02691768400673492,1.5343079883838904,0.02438896917631128
20,1e-07,14,0,4.66653763402051,0.0,0.27087223442123265,15.439717362010262,0.16277335032803353
20,1e-07,15,0,0.07822032253013053,0.0,0.0036302512587767905,0.20692432175027706,0.0035555368820852085
20,1e-07,17,0,0.26818377325875686,7.996020381293476e-05,0.012558368819073022,0.7158270226871623,0.011975628150276751
20,1e-07,18,0,6.980555316132974,0.0,0.17384104696572025,9.908939677046055,0.0791572410039878
20,1e-07,19,0,0.0377206221373233,0.0,0.0017009612221549598,0.0969547896628327,0.0016799511239342646
20,1e-05,0,0,0.009228545834038359,0.0,0.0006135387980208449,0.03497171148718816,0.0006122188179837895
20,1e-05,1,0,6.7556491503924345,1.2957017512459382e-11,0.30837706867409326,17.577492914423317,0.1680136930228482
20,1e-05,3,0,0.3843772058140808,0.0,0.02242943762087116,1.2784779443896561,0.02075636415350779
20,1e-05,4,0,1.2385613922119605,0.0,0.03201851160541026,1.825055161508385,0.024394711919269785
20,1e-05,5,0,0.9884665275336691,2.668572086793716e-10,0.047365700388249304,2.6998449221302105,0.03945314692955404
20,1e-05,7,0,0.577131437312976,1.1557632445286108e-10,0.016410479263751134,0.9353973180338147,0.014221567882793495
20,1e-05,8,0,10.210371302916643,0.0,0.6650073056021708,37.905416419323736,0.2779542700781197
20,1e-05,10,0,0.29722139693939714,2.124073184275159e-05,0.008535086766337744,0.48649994568125143,0.007890451146549182
20,1e-05,11,0,17.016806699615312,2.2520807574655066e-09,0.8536255621568674,48.65665704294144,0.36175875774999944
20,1e-05,12,0,1.0233595861152098,0.007408260581233514,0.0462273889128316,2.6349611680314013,0.0399274624395074
20,1e-05,13,0,6.074931831654801,0.0,0.1760702465805657,10.036004055092244,0.08996294703029006
20,1e-05,14,0,17.817196769625046,0.013928886549221652,0.442479343143116,25.22132255915761,0.1602387653648556
20,1e-05,15,0,0.07802982990560875,0.0,0.003133182968866951,0.1785914292254162,0.003063756375766502
20,1e-05,17,0,0.26258194282882763,5.501006986395818e-05,0.012408004762142662,0.7072562714421318,0.01184703279173327
20,1e-05,18,0,7.022126391191387,0.0,0.1746844957324328,9.95701625674867,0.07926339510750635
20,1e-05,19,0,0.03775760905303092,0.0,0.0017003546564786393,0.09692021541928245,0.0016792997013841404
20,0.001,0,0,0.009407583375164865,0.0,0.0006261323829232214,0.03568954582662362,0.0006247602626152648
20,0.001,1,0,3.063403564054733,1.8967350622271265e-05,0.10625656115389848,6.056623985772213,0.07231254971749346
20,0.001,3,0,0.4670674948318739,0.0,0.02230592989749332,1.2714380041571194,0.019834617669538535
20,0.001,4,0,0.3127382127257716,0.0,0.013470988958869508,0.7678463706555619,0.012626983712249462
20,0.001,5,0,2.3268499618077705,2.8018083688962148e-05,0.07549356858594475,4.303133409398851,0.05243652372706453
20,0.001,7,0,0.5788854210348151,0.0,0.016440383493187674,0.9371018591116975,0.014239665014319725
20,0.001,8,0,46.1895481395894,0.0,1.5233157749369421,86.8289991714057,0.47189663857926
20,0.001,10,0,0.2985796027242906,0.0,0.008542651862096967,0.48693115613952714,0.007892494929205851
