Dataset,Row,Col,Run_No,Val_Size,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
cleve.csv,303,13,0,0.2,TrainA,0.5247933884297521,0.6229508196721312,0.6853853464126587,0.6680588722229004
cleve.csv,303,13,0,0.2,TrainB,0.8429752066115702,0.7868852459016393,0.40260040760040283,0.4764069616794586
cleve.csv,303,13,0,0.2,TrainD,0.5247933884297521,0.6229508196721312,0.6944608688354492,0.6706764101982117
cleve.csv,303,13,1,0.2,TrainA,0.8512396694214877,0.7868852459016393,0.4165858328342438,0.468467652797699
cleve.csv,303,13,1,0.2,TrainB,0.8512396694214877,0.7868852459016393,0.4134007692337036,0.4683127999305725
cleve.csv,303,13,1,0.2,TrainD,0.8181818181818182,0.8032786885245902,0.42948588728904724,0.46989041566848755
cleve.csv,303,13,2,0.2,TrainA,0.8388429752066116,0.8360655737704918,0.4236029088497162,0.4411813020706177
cleve.csv,303,13,2,0.2,TrainB,0.8347107438016529,0.8524590163934426,0.4201986789703369,0.43849119544029236
cleve.csv,303,13,2,0.2,TrainD,0.8223140495867769,0.819672131147541,0.4477383494377136,0.4552411735057831
cleve.csv,303,13,3,0.2,TrainA,0.8471074380165289,0.8032786885245902,0.4145441949367523,0.4664544463157654
cleve.csv,303,13,3,0.2,TrainB,0.8471074380165289,0.7868852459016393,0.41010165214538574,0.4647845923900604
cleve.csv,303,13,4,0.2,TrainA,0.8553719008264463,0.7049180327868853,0.4069006145000458,0.5630527138710022
cleve.csv,303,13,4,0.2,TrainB,0.8553719008264463,0.7049180327868853,0.4006461203098297,0.5638992190361023
cleve.csv,303,13,4,0.2,TrainD,0.8429752066115702,0.7213114754098361,0.43428537249565125,0.5710450410842896
cleve.csv,303,13,5,0.2,TrainA,0.859504132231405,0.7704918032786885,0.41544726490974426,0.4890952706336975
cleve.csv,303,13,5,0.2,TrainB,0.8677685950413223,0.7704918032786885,0.40811944007873535,0.4870114028453827
cleve.csv,303,13,5,0.2,TrainD,0.859504132231405,0.7704918032786885,0.4116893410682678,0.481926828622818
cleve.csv,303,13,6,0.2,TrainA,0.8264462809917356,0.8032786885245902,0.42614972591400146,0.463153600692749
cleve.csv,303,13,6,0.2,TrainB,0.8471074380165289,0.8032786885245902,0.41194450855255127,0.45924288034439087
cleve.csv,303,13,6,0.2,TrainD,0.8347107438016529,0.8032786885245902,0.43272486329078674,0.46339669823646545
