Dataset,Row,Col,Run_No,Val_Size,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
AP_Colon_Prostate.csv,355,10935,0,0.2,TrainA,0.8169014084507042,0.8169014084507042,0.56355220079422,0.5571564435958862
AP_Colon_Prostate.csv,355,10935,0,0.2,TrainB,0.9929577464788732,0.9436619718309859,0.09064395725727081,0.27348095178604126
AP_Colon_Prostate.csv,355,10935,0,0.2,TrainD,1.0,0.7887323943661971,0.1572199910879135,10.146819114685059
AP_Colon_Prostate.csv,355,10935,1,0.2,TrainA,0.9964788732394366,0.9859154929577465,0.04581276699900627,0.07692937552928925
AP_Colon_Prostate.csv,355,10935,1,0.2,TrainB,1.0,0.9859154929577465,0.011816148646175861,0.06792398542165756
AP_Colon_Prostate.csv,355,10935,1,0.2,TrainD,1.0,0.9859154929577465,0.009986350312829018,0.07459796965122223
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainA,0.9929577464788732,1.0,0.018021730706095695,0.01963428035378456
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainB,0.9929577464788732,0.9859154929577465,0.011555096134543419,0.027830149978399277
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainD,0.9929577464788732,0.971830985915493,0.015846196562051773,0.046511679887771606
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainA,0.9929577464788732,0.9859154929577465,0.05585808679461479,0.09328024089336395
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainB,0.9929577464788732,0.9859154929577465,0.042276572436094284,0.07753881067037582
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainD,1.0,0.8169014084507042,0.08407192677259445,11.445916175842285
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainA,0.9894366197183099,0.971830985915493,0.052896223962306976,0.15653644502162933
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainB,0.9964788732394366,0.9859154929577465,0.01009275671094656,0.19116327166557312
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainD,0.9894366197183099,0.971830985915493,0.013908341526985168,0.15389640629291534
AP_Colon_Prostate.csv,355,10935,5,0.2,TrainA,1.0,0.9859154929577465,0.022896748036146164,0.06503582000732422
AP_Colon_Prostate.csv,355,10935,5,0.2,TrainB,1.0,0.9859154929577465,0.0070618619211018085,0.06484996527433395
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainA,1.0,0.9859154929577465,0.026626070961356163,0.06634142994880676
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainB,1.0,0.9859154929577465,0.008198297582566738,0.05232160910964012
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainD,1.0,0.9859154929577465,0.005849181208759546,0.04364445060491562
AP_Colon_Prostate.csv,355,10935,7,0.2,TrainA,1.0,0.9295774647887324,0.02988847903907299,0.2377612143754959
AP_Colon_Prostate.csv,355,10935,7,0.2,TrainB,1.0,0.9436619718309859,0.009003302082419395,0.21300777792930603
AP_Colon_Prostate.csv,355,10935,7,0.2,TrainD,1.0,0.9295774647887324,0.011245427653193474,0.2753724753856659
AP_Colon_Prostate.csv,355,10935,8,0.2,TrainA,0.9929577464788732,0.9859154929577465,0.026678061112761497,0.09111998975276947
AP_Colon_Prostate.csv,355,10935,8,0.2,TrainB,0.9929577464788732,0.9859154929577465,0.015586823225021362,0.10237947106361389
