Dataset,Row,Col,Accuracy_A,Accuracy_B,Accuracy_D,Loss_A,Loss_B,Loss_D,Validation_Accuracy_A,Validation_Accuracy_B,Validation_Accuracy_D,Validation_Loss_A,Validation_Loss_B,Validation_Loss_D,Delta_Training_Accuracy,Delta_Validation_Accuracy,Delta_Training_Loss,Delta_Validation_Loss,Training_Accuracy_Win_Count,Training_Accuracy_Lose_Count,Training_Accuracy_Same_Count,Count,Training_Loss_Win_Count,Training_Loss_Lose_Count,Greater,Validation_Accuracy_Win_Count,Validation_Accuracy_Lose_Count,Validation_Accuracy_Same_Count,Validation_Loss_Win_Count,Validation_Loss_Lose_Count,ARI
kc1-top5.csv,145,94,0.873563218,0.962643678,0.971264368,0.428122292,0.12784865,0.142231658,0.770114943,0.908045977,0.931034483,0.514772564,0.260156214,0.232218395,Increased,Increased,Increased,Decreased,2,1,0,3,1,2,FALSE,2,0,1,2,1,0
lowbwt.csv,189,9,0.857142857,0.858088931,0.850520341,0.35465748,0.340787798,0.368776934,0.789473684,0.789473684,0.823308271,0.427920273,0.428140223,0.394712861,Decreased,Increased,Increased,Decreased,1,5,1,7,1,6,FALSE,5,1,1,6,1,0
lungcancer_GSE31210.csv,226,23,0.898333333,0.894444444,0.890555556,0.273180804,0.236721733,0.272701196,0.873913043,0.869565217,0.858695652,0.341706151,0.334501719,0.350330062,Decreased,Decreased,Increased,Increased,3,6,1,10,2,8,FALSE,3,4,3,2,8,0
machine_cpu.csv,209,6,0.953592814,0.954341317,0.931886228,0.18235288,0.158783946,0.192336055,0.9375,0.9375,0.919642857,0.204523934,0.182203314,0.205342603,Decreased,Decreased,Increased,Increased,0,6,2,8,1,7,FALSE,1,5,2,2,6,0
mc2.csv,161,39,0.699652778,0.770833333,0.765625,0.564885146,0.518250048,0.526121977,0.666666667,0.676767677,0.730639731,0.625632349,0.618301613,0.56978188,Decreased,Increased,Increased,Decreased,4,5,0,9,3,6,FALSE,4,1,4,7,2,0
molecular_biology_promoters.csv,106,57,0.824404762,0.967261905,0.839285714,0.399720259,0.212543617,0.375820447,0.642045455,0.721590909,0.693181818,0.600947507,0.552385233,0.591550712,Decreased,Decreased,Increased,Increased,1,7,0,8,1,7,FALSE,1,4,3,3,5,0
mu284.csv,284,10,0.976994616,0.987763093,0.979441997,0.147294403,0.088702112,0.10421908,0.968810916,0.988304094,0.980506823,0.155158385,0.09424698,0.110573914,Decreased,Decreased,Increased,Increased,2,7,0,9,3,6,FALSE,2,4,3,3,6,0
mux6.csv,128,6,0.705882353,0.742296919,0.656862745,0.5880303,0.546427403,0.608801986,0.604395604,0.637362637,0.576923077,0.635012167,0.610690096,0.681469892,Decreased,Decreased,Increased,Increased,0,7,0,7,2,5,FALSE,2,4,1,3,4,0
newton_hema.csv,140,3,0.639508929,0.747767857,0.676339286,0.629382588,0.557545938,0.623700902,0.629464286,0.78125,0.65625,0.623353295,0.540369626,0.614688896,Decreased,Decreased,Increased,Increased,2,6,0,8,1,7,FALSE,1,7,0,1,7,0
parkinsons.csv,195,22,0.911858974,0.915064103,0.891025641,0.232817058,0.213042982,0.273015797,0.846153846,0.858974359,0.871794872,0.3087378,0.295765974,0.316345874,Decreased,Increased,Increased,Increased,0,4,0,4,0,4,FALSE,3,1,0,1,3,0
planning-relax.csv,182,12,0.675862069,0.714285714,0.701477833,0.610430377,0.573311755,0.60013525,0.667953668,0.702702703,0.722007722,0.635655769,0.612812425,0.632594126,Decreased,Increased,Increased,Increased,1,3,3,7,0,7,FALSE,2,1,4,3,4,0
prnn_crabs.csv,200,7,0.958333333,0.997916667,0.997916667,0.131624281,0.009525418,0.018550009,0.941666667,1,1,0.138596545,0.009285851,0.01556494,Same,Same,Increased,Increased,1,1,4,6,2,4,FALSE,0,0,6,3,3,0
prnn_synth.csv,250,2,0.8575,0.854375,0.855,0.341479406,0.325927414,0.352857061,0.84,0.8525,0.845,0.387446672,0.379960814,0.39310715,Increased,Decreased,Increased,Increased,5,2,1,8,1,7,FALSE,3,3,2,2,6,0
rabe_266.csv,120,2,0.89375,0.972916667,0.883333333,0.230555722,0.101274794,0.294301257,0.866666667,0.975,0.858333333,0.262738159,0.13450038,0.345992106,Decreased,Decreased,Increased,Increased,0,5,0,5,0,5,FALSE,0,5,0,0,5,0
tae.csv,151,5,0.636904762,0.729761905,0.673809524,0.632518598,0.579169554,0.61507575,0.617511521,0.677419355,0.686635945,0.644478159,0.596804534,0.611285959,Decreased,Increased,Increased,Increased,0,7,0,7,1,6,FALSE,1,3,3,3,4,0
tecator.csv,240,124,0.985863095,0.990327381,0.92485119,0.070678669,0.046423551,0.22104132,0.952380952,0.952380952,0.87202381,0.140031375,0.131448427,0.284329365,Decreased,Decreased,Increased,Increased,0,7,0,7,0,7,FALSE,0,7,0,0,7,0
transplant.csv,131,3,0.990384615,0.989182692,0.872596154,0.100646196,0.069618156,0.325662347,0.990740741,0.990740741,0.861111111,0.114982492,0.08115642,0.296769755,Decreased,Decreased,Increased,Increased,1,7,0,8,0,8,FALSE,0,5,3,0,8,0
triazines.csv,186,60,0.809309309,0.844594595,0.76951952,0.46328183,0.40686665,0.470707503,0.745614035,0.760233918,0.754385965,0.538900051,0.530393978,0.567494594,Decreased,Decreased,Increased,Increased,0,9,0,9,0,9,FALSE,4,3,2,2,7,0
veteran.csv,137,7,0.622706422,0.717889908,0.763761468,0.646894164,0.540944051,0.517980728,0.616071429,0.651785714,0.705357143,0.671479531,0.616699494,0.586632349,Increased,Increased,Decreased,Decreased,8,0,0,8,5,3,TRUE,6,0,2,7,1,0
vinnie.csv,380,2,0.846710526,0.843421053,0.840131579,0.359795117,0.356571448,0.358355814,0.855263158,0.842105263,0.865789474,0.339106315,0.341024488,0.329676968,Decreased,Increased,Increased,Decreased,2,3,0,5,3,2,TRUE,3,1,1,4,1,0
visualizing_environmental.csv,111,3,0.643939394,0.718434343,0.708333333,0.647150702,0.588313043,0.591879825,0.541062802,0.637681159,0.61352657,0.679159615,0.62135358,0.637433562,Decreased,Decreased,Increased,Increased,4,4,1,9,5,4,TRUE,2,3,4,4,5,0
visualizing_livestock.csv,130,2,0.752136752,0.807692308,0.807692308,0.513821622,0.438655118,0.458114604,0.735042735,0.799145299,0.803418803,0.555104537,0.480481012,0.490527037,Same,Increased,Increased,Increased,1,2,6,9,3,6,FALSE,1,0,8,4,5,0
wisconsin.csv,194,32,0.614336918,0.715412186,0.640860215,0.649772757,0.59556716,0.629322198,0.544159544,0.601139601,0.603988604,0.687534624,0.661323289,0.652478933,Decreased,Increased,Increased,Decreased,1,7,1,9,2,7,FALSE,4,4,1,3,6,0
,,,,,,,,,,,,,,,,,,,,,,7.018181818,,,,,,,,,
