Dataset,Row,Col,Run_No,Val_Size,Type,Tr_Acc,Val_Acc,Tr_loss,Val_loss
AP_Colon_Prostate.csv,355,10935,0,0.2,TrainA,1.0,0.9436619718309859,0.09651176631450653,0.2702166736125946
AP_Colon_Prostate.csv,355,10935,0,0.2,TrainB,1.0,0.9436619718309859,0.04094960540533066,0.27609482407569885
AP_Colon_Prostate.csv,355,10935,1,0.2,TrainA,1.0,0.9859154929577465,0.024393243715167046,0.06774553656578064
AP_Colon_Prostate.csv,355,10935,1,0.2,TrainB,1.0,0.9859154929577465,0.016657371073961258,0.07611355930566788
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainA,1.0,0.9859154929577465,0.01811767928302288,0.05061358958482742
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainB,1.0,0.971830985915493,0.008047615177929401,0.05687201768159866
AP_Colon_Prostate.csv,355,10935,2,0.2,TrainD,1.0,0.9859154929577465,0.0048836576752364635,0.053124990314245224
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainA,1.0,0.971830985915493,0.022015081718564034,0.1626112163066864
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainB,1.0,0.971830985915493,0.0040840525180101395,0.18870006501674652
AP_Colon_Prostate.csv,355,10935,3,0.2,TrainD,1.0,0.971830985915493,0.02048403024673462,0.21471813321113586
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainA,0.9964788732394366,0.971830985915493,0.05291307345032692,0.16268709301948547
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainB,0.9964788732394366,0.971830985915493,0.029033979400992393,0.13643474876880646
AP_Colon_Prostate.csv,355,10935,4,0.2,TrainD,0.9964788732394366,0.971830985915493,0.019672397524118423,0.15646995604038239
AP_Colon_Prostate.csv,355,10935,5,0.2,TrainA,1.0,0.9859154929577465,0.02125198021531105,0.032475072890520096
AP_Colon_Prostate.csv,355,10935,5,0.2,TrainB,1.0,0.9859154929577465,0.007367352489382029,0.019602399319410324
AP_Colon_Prostate.csv,355,10935,5,0.2,TrainD,0.9929577464788732,0.38028169014084506,0.07654336839914322,49.72502136230469
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainA,1.0,0.971830985915493,0.02060128003358841,0.07171881198883057
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainB,1.0,0.971830985915493,0.012788725085556507,0.06710260361433029
AP_Colon_Prostate.csv,355,10935,6,0.2,TrainD,1.0,0.971830985915493,0.011382563970983028,0.08186051994562149
AP_Colon_Prostate.csv,355,10935,7,0.2,TrainA,1.0,0.9577464788732394,0.0383894219994545,0.20508000254631042
AP_Colon_Prostate.csv,355,10935,7,0.2,TrainB,1.0,0.9577464788732394,0.013123313896358013,0.22614352405071259
AP_Colon_Prostate.csv,355,10935,8,0.2,TrainA,0.9964788732394366,0.9859154929577465,0.028453027829527855,0.08717221766710281
AP_Colon_Prostate.csv,355,10935,8,0.2,TrainB,0.9964788732394366,0.9859154929577465,0.023695336654782295,0.07991413027048111
AP_Colon_Prostate.csv,355,10935,9,0.2,TrainA,1.0,0.971830985915493,0.02077762596309185,0.07602592557668686
AP_Colon_Prostate.csv,355,10935,9,0.2,TrainB,1.0,0.971830985915493,0.0075879995711147785,0.08854536712169647
AP_Colon_Prostate.csv,355,10935,9,0.2,TrainD,1.0,0.971830985915493,0.00678132101893425,0.07907120883464813
AP_Colon_Prostate.csv,355,10935,10,0.2,TrainA,1.0,0.971830985915493,0.030042756348848343,0.12066568434238434
AP_Colon_Prostate.csv,355,10935,10,0.2,TrainB,1.0,0.971830985915493,0.0122705502435565,0.09210987389087677
AP_Colon_Prostate.csv,355,10935,10,0.2,TrainD,1.0,0.971830985915493,0.01347495336085558,0.09754615277051926
AP_Colon_Prostate.csv,355,10935,11,0.2,TrainA,0.9964788732394366,0.9577464788732394,0.040567703545093536,0.09698671102523804
AP_Colon_Prostate.csv,355,10935,11,0.2,TrainB,1.0,0.971830985915493,0.013408606871962547,0.1111079752445221
AP_Colon_Prostate.csv,355,10935,12,0.2,TrainA,0.9894366197183099,0.971830985915493,0.05149342492222786,0.19243696331977844
AP_Colon_Prostate.csv,355,10935,12,0.2,TrainB,0.9929577464788732,0.971830985915493,0.02306581474840641,0.2515629231929779
AP_Colon_Prostate.csv,355,10935,13,0.2,TrainA,1.0,0.9436619718309859,0.04190988093614578,0.11356514692306519
AP_Colon_Prostate.csv,355,10935,13,0.2,TrainB,1.0,0.971830985915493,0.004424030426889658,0.06921215355396271
AP_Colon_Prostate.csv,355,10935,13,0.2,TrainD,1.0,0.9577464788732394,0.019048631191253662,0.12764208018779755
AP_Colon_Prostate.csv,355,10935,14,0.2,TrainA,1.0,0.9859154929577465,0.007569913286715746,0.03539200499653816
AP_Colon_Prostate.csv,355,10935,14,0.2,TrainB,1.0,0.9859154929577465,0.0025420032907277346,0.04373662918806076
AP_Colon_Prostate.csv,355,10935,15,0.2,TrainA,0.9859154929577465,0.9577464788732394,0.04961348697543144,0.21207210421562195
AP_Colon_Prostate.csv,355,10935,15,0.2,TrainB,1.0,0.9577464788732394,0.01873699389398098,0.24893097579479218
AP_Colon_Prostate.csv,355,10935,16,0.2,TrainA,1.0,0.971830985915493,0.021316543221473694,0.0866190493106842
AP_Colon_Prostate.csv,355,10935,16,0.2,TrainB,1.0,0.9436619718309859,0.004776104353368282,0.12431827187538147
AP_Colon_Prostate.csv,355,10935,17,0.2,TrainA,0.9929577464788732,0.9577464788732394,0.027565335854887962,0.13663512468338013
AP_Colon_Prostate.csv,355,10935,17,0.2,TrainB,0.9964788732394366,0.9577464788732394,0.015098601579666138,0.16895058751106262
AP_Colon_Prostate.csv,355,10935,17,0.2,TrainD,0.9929577464788732,0.9436619718309859,0.02197110280394554,0.21076840162277222
AP_Colon_Prostate.csv,355,10935,18,0.2,TrainA,1.0,0.9859154929577465,0.024542441591620445,0.0628642663359642
AP_Colon_Prostate.csv,355,10935,18,0.2,TrainB,1.0,0.9859154929577465,0.01155904307961464,0.060190051794052124
AP_Colon_Prostate.csv,355,10935,18,0.2,TrainD,1.0,0.9859154929577465,0.014831103384494781,0.08425112813711166
AP_Colon_Prostate.csv,355,10935,19,0.2,TrainA,1.0,0.971830985915493,0.021375514566898346,0.09213972091674805
AP_Colon_Prostate.csv,355,10935,19,0.2,TrainB,1.0,0.971830985915493,0.006624375004321337,0.09531562775373459
AP_Colon_Prostate.csv,355,10935,19,0.2,TrainD,1.0,0.971830985915493,0.004022359848022461,0.07741611450910568
AP_Endometrium_Colon.csv,347,10935,0,0.2,TrainA,1.0,0.9142857142857143,0.07798304408788681,0.25771060585975647
AP_Endometrium_Colon.csv,347,10935,0,0.2,TrainB,1.0,0.9285714285714286,0.04213069751858711,0.25963395833969116
AP_Endometrium_Colon.csv,347,10935,1,0.2,TrainA,1.0,0.9857142857142858,0.021406669169664383,0.08394226431846619
AP_Endometrium_Colon.csv,347,10935,1,0.2,TrainB,1.0,0.9714285714285714,0.01726643182337284,0.08325304836034775
AP_Endometrium_Colon.csv,347,10935,2,0.2,TrainA,1.0,0.9857142857142858,0.021343901753425598,0.08275725692510605
AP_Endometrium_Colon.csv,347,10935,2,0.2,TrainB,0.9963898916967509,0.9857142857142858,0.019998157396912575,0.06205454468727112
AP_Endometrium_Colon.csv,347,10935,3,0.2,TrainA,1.0,0.9571428571428572,0.015302293002605438,0.0856763944029808
AP_Endometrium_Colon.csv,347,10935,3,0.2,TrainB,1.0,0.9571428571428572,0.004379991441965103,0.09769855439662933
AP_Endometrium_Colon.csv,347,10935,4,0.2,TrainA,1.0,0.9714285714285714,0.016792044043540955,0.07877607643604279
AP_Endometrium_Colon.csv,347,10935,4,0.2,TrainB,1.0,0.9571428571428572,0.00423428462818265,0.1526930183172226
AP_Endometrium_Colon.csv,347,10935,5,0.2,TrainA,0.9963898916967509,0.9857142857142858,0.018661724403500557,0.05671726539731026
AP_Endometrium_Colon.csv,347,10935,5,0.2,TrainB,1.0,0.9857142857142858,0.005592269357293844,0.0440029501914978
AP_Endometrium_Colon.csv,347,10935,6,0.2,TrainA,1.0,0.9714285714285714,0.017672834917902946,0.07318979501724243
AP_Endometrium_Colon.csv,347,10935,6,0.2,TrainB,1.0,0.9714285714285714,0.014565790072083473,0.06426335871219635
AP_Endometrium_Colon.csv,347,10935,7,0.2,TrainA,1.0,0.9857142857142858,0.04110829532146454,0.0645783320069313
AP_Endometrium_Colon.csv,347,10935,7,0.2,TrainB,1.0,0.9857142857142858,0.0209258534014225,0.0993034616112709
AP_Endometrium_Colon.csv,347,10935,8,0.2,TrainA,1.0,1.0,0.011437779292464256,0.02156972885131836
AP_Endometrium_Colon.csv,347,10935,8,0.2,TrainB,1.0,0.9857142857142858,0.005978434346616268,0.03503384068608284
AP_Endometrium_Colon.csv,347,10935,8,0.2,TrainD,1.0,0.9857142857142858,0.002605260582640767,0.02374294213950634
AP_Endometrium_Colon.csv,347,10935,9,0.2,TrainA,1.0,0.9714285714285714,0.01849639043211937,0.09347813576459885
AP_Endometrium_Colon.csv,347,10935,9,0.2,TrainB,1.0,0.9714285714285714,0.007383820600807667,0.09369032829999924
AP_Endometrium_Colon.csv,347,10935,10,0.2,TrainA,1.0,0.9857142857142858,0.022794773802161217,0.09370940178632736
AP_Endometrium_Colon.csv,347,10935,10,0.2,TrainB,1.0,0.9857142857142858,0.002465831348672509,0.050769101828336716
AP_Endometrium_Colon.csv,347,10935,10,0.2,TrainD,1.0,0.9857142857142858,0.004202494863420725,0.07094532251358032
AP_Endometrium_Colon.csv,347,10935,11,0.2,TrainA,1.0,0.9714285714285714,0.024046489968895912,0.07452494651079178
AP_Endometrium_Colon.csv,347,10935,11,0.2,TrainB,1.0,0.9571428571428572,0.01405924092978239,0.07630935311317444
AP_Endometrium_Colon.csv,347,10935,12,0.2,TrainA,1.0,0.9571428571428572,0.017011212185025215,0.10331553220748901
AP_Endometrium_Colon.csv,347,10935,12,0.2,TrainB,1.0,0.9714285714285714,0.007700889836996794,0.12752702832221985
AP_Endometrium_Colon.csv,347,10935,13,0.2,TrainA,1.0,0.9285714285714286,0.05439681187272072,0.1873989701271057
AP_Endometrium_Colon.csv,347,10935,13,0.2,TrainB,1.0,0.9285714285714286,0.027411364018917084,0.17882411181926727
AP_Endometrium_Colon.csv,347,10935,13,0.2,TrainD,0.9530685920577617,0.42857142857142855,0.16575269401073456,47.41862487792969
AP_Endometrium_Colon.csv,347,10935,14,0.2,TrainA,1.0,0.9571428571428572,0.01838141307234764,0.15743248164653778
AP_Endometrium_Colon.csv,347,10935,14,0.2,TrainB,1.0,0.9571428571428572,0.007027997635304928,0.14780673384666443
AP_Endometrium_Colon.csv,347,10935,14,0.2,TrainD,1.0,0.9571428571428572,0.0032463001552969217,0.15284870564937592
AP_Endometrium_Colon.csv,347,10935,15,0.2,TrainA,1.0,0.9714285714285714,0.016776051372289658,0.07159063965082169
AP_Endometrium_Colon.csv,347,10935,15,0.2,TrainB,1.0,0.9857142857142858,0.004895304795354605,0.032676346600055695
AP_Endometrium_Colon.csv,347,10935,15,0.2,TrainD,1.0,0.9857142857142858,0.006757375318557024,0.02346835657954216
AP_Endometrium_Colon.csv,347,10935,16,0.2,TrainA,1.0,0.9428571428571428,0.041891034692525864,0.2204226702451706
AP_Endometrium_Colon.csv,347,10935,16,0.2,TrainB,1.0,0.9428571428571428,0.020675232633948326,0.2769879996776581
AP_Endometrium_Colon.csv,347,10935,17,0.2,TrainA,1.0,0.9571428571428572,0.024081626906991005,0.07550913095474243
AP_Endometrium_Colon.csv,347,10935,17,0.2,TrainB,1.0,0.9714285714285714,0.009118827059864998,0.0670139342546463
AP_Endometrium_Colon.csv,347,10935,18,0.2,TrainA,1.0,0.9714285714285714,0.031629860401153564,0.10785705596208572
AP_Endometrium_Colon.csv,347,10935,18,0.2,TrainB,1.0,1.0,0.003085824428126216,0.014612759463489056
AP_Endometrium_Colon.csv,347,10935,19,0.2,TrainA,0.8953068592057761,0.8428571428571429,0.534153163433075,0.5606628656387329
AP_Endometrium_Colon.csv,347,10935,19,0.2,TrainB,1.0,0.9571428571428572,0.1027555912733078,0.24152600765228271
AP_Endometrium_Kidney.csv,321,10935,0,0.2,TrainA,1.0,0.9846153846153847,0.013089013285934925,0.029016217216849327
AP_Endometrium_Kidney.csv,321,10935,0,0.2,TrainB,1.0,0.9846153846153847,0.0034776092506945133,0.021100427955389023
AP_Endometrium_Kidney.csv,321,10935,1,0.2,TrainA,1.0,1.0,0.008159982971847057,0.013523186556994915
AP_Endometrium_Kidney.csv,321,10935,1,0.2,TrainB,1.0,1.0,0.003017621813341975,0.007155709899961948
AP_Endometrium_Kidney.csv,321,10935,2,0.2,TrainA,1.0,0.9846153846153847,0.005516215693205595,0.040401093661785126
AP_Endometrium_Kidney.csv,321,10935,2,0.2,TrainB,1.0,1.0,0.0016818202566355467,0.005481379106640816
AP_Endometrium_Kidney.csv,321,10935,3,0.2,TrainA,1.0,0.9692307692307692,0.03023955039680004,0.10200528055429459
AP_Endometrium_Kidney.csv,321,10935,3,0.2,TrainB,1.0,0.9692307692307692,0.0096864253282547,0.0741739273071289
AP_Endometrium_Kidney.csv,321,10935,3,0.2,TrainD,1.0,0.9846153846153847,0.006157753989100456,0.07066912949085236
AP_Endometrium_Kidney.csv,321,10935,4,0.2,TrainA,1.0,1.0,0.005800487473607063,0.01291962806135416
AP_Endometrium_Kidney.csv,321,10935,4,0.2,TrainB,1.0,0.9846153846153847,0.0020059854723513126,0.035434480756521225
AP_Endometrium_Kidney.csv,321,10935,5,0.2,TrainA,1.0,1.0,0.004292035475373268,0.006202277261763811
AP_Endometrium_Kidney.csv,321,10935,5,0.2,TrainB,1.0,1.0,0.0016751304501667619,0.0051148682832717896
AP_Endometrium_Kidney.csv,321,10935,6,0.2,TrainA,1.0,0.9846153846153847,0.014899278059601784,0.04447208717465401
AP_Endometrium_Kidney.csv,321,10935,6,0.2,TrainB,1.0,0.9846153846153847,0.006716656964272261,0.09534040093421936
AP_Endometrium_Kidney.csv,321,10935,7,0.2,TrainA,1.0,0.9692307692307692,0.020442193374037743,0.09052421152591705
AP_Endometrium_Kidney.csv,321,10935,7,0.2,TrainB,1.0,0.9692307692307692,0.007087394595146179,0.09050685912370682
AP_Endometrium_Kidney.csv,321,10935,8,0.2,TrainA,1.0,0.9692307692307692,0.06412551552057266,0.14462530612945557
AP_Endometrium_Kidney.csv,321,10935,8,0.2,TrainB,1.0,0.9692307692307692,0.022512488067150116,0.11835619807243347
AP_Endometrium_Kidney.csv,321,10935,9,0.2,TrainA,1.0,0.9846153846153847,0.026483874768018723,0.07161794602870941
AP_Endometrium_Kidney.csv,321,10935,9,0.2,TrainB,1.0,0.9846153846153847,0.00954975001513958,0.036371152848005295
AP_Endometrium_Kidney.csv,321,10935,9,0.2,TrainD,1.0,0.9846153846153847,0.010151785798370838,0.054488930851221085
AP_Endometrium_Kidney.csv,321,10935,10,0.2,TrainA,1.0,1.0,0.0076033975929021835,0.013088585808873177
AP_Endometrium_Kidney.csv,321,10935,10,0.2,TrainB,1.0,0.9846153846153847,0.0047821588814258575,0.03278965502977371
AP_Endometrium_Kidney.csv,321,10935,11,0.2,TrainA,1.0,0.9384615384615385,0.03675618767738342,0.1466357707977295
AP_Endometrium_Kidney.csv,321,10935,11,0.2,TrainB,1.0,0.9846153846153847,0.008047450333833694,0.09086306393146515
AP_Endometrium_Kidney.csv,321,10935,12,0.2,TrainA,0.890625,0.7384615384615385,0.5410723686218262,0.5767390727996826
AP_Endometrium_Kidney.csv,321,10935,12,0.2,TrainB,0.984375,0.9384615384615385,0.036114152520895004,0.11762832850217819
AP_Endometrium_Kidney.csv,321,10935,13,0.2,TrainA,1.0,1.0,0.004129169508814812,0.006197076756507158
AP_Endometrium_Kidney.csv,321,10935,13,0.2,TrainB,1.0,1.0,0.0019370928639546037,0.008157771080732346
