Dataset,Sample_Size,Runs,Method,Time
CIFAR10,1000,Run1,RAF,30.55536913871765
CIFAR10,2000,Run1,RAF,56.76180696487427
CIFAR10,3000,Run1,RAF,86.08138036727905
CIFAR10,4000,Run1,RAF,117.8982105255127
CIFAR10,5000,Run1,RAF,154.14731574058533
CIFAR10,6000,Run1,RAF,316.39393305778503
CIFAR10,7000,Run1,RAF,441.43288016319275
CIFAR10,8000,Run1,RAF,513.3508768081665
CIFAR10,9000,Run1,RAF,669.3953800201416
CIFAR10,10000,Run1,RAF,835.421117067337
