Dataset,Run,Checkpoint,Training_Type,Method,CMC_Type,Input_Type,Misclassification_Count,S1_Train_loss,S1_Train_acc,S1_Val_loss,S1_Val_acc,S1_Test_loss,S1_Test_acc,S2_Train_loss,S2_Train_acc,S2_Val_loss,S2_Val_acc,S2_Test_loss,S2_Test_acc,S3_Train_loss,S3_Train_acc,S3_Val_loss,S3_Val_acc,S3_Test_loss,S3_Test_acc,Solve_Time
KMNIST,2,./checkpoints_AWP/KMNIST_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.000329573,100,0.016653048,99.5,0.079709681,98.05,0.00094163,99.98958333,0.018031223,99.45833333,0.090951712,97.78,1.96E-05,100,0.016837785,99.53333333,0.07909464,98.35,3651.02907
KMNIST,3,./checkpoints_AWP/KMNIST_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.000477915,99.99583333,0.016245984,99.59166667,0.076061041,98.22,0.001191462,99.98333333,0.018908685,99.50833333,0.07917271,98.12,0.000105957,99.99791667,0.015643506,99.60833333,0.073054579,98.5,3649.899035
KMNIST,4,./checkpoints_AWP/KMNIST_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,3.48E-05,100,0.021070003,99.45833333,0.076206968,98.37,0.002544938,99.94583333,0.027050831,99.34166667,0.087027119,98.11,4.91E-05,100,0.021301162,99.46666667,0.07757944,98.41,3637.600398
KMNIST,5,./checkpoints_AWP/KMNIST_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,3.75E-05,100,0.012876319,99.60833333,0.084263941,98.2,0.000370486,99.99791667,0.017301823,99.475,0.096252089,97.83,6.77E-06,100,0.012690006,99.59166667,0.079049465,98.46,3640.530908
SVHN,2,./checkpoints_AWP/SVHN_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.105668609,97.64013309,0.182407471,95.05153232,0.159903177,95.79748002,0.105757689,97.64183943,0.182453602,95.04470685,0.159588213,95.81668715,0.102545294,97.7715212,0.178320287,95.31090028,0.156864817,96.07790412,92.1147449
SVHN,4,./checkpoints_AWP/SVHN_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.119099535,97.19819128,0.173512041,95.22899461,0.151889591,96.12784266,0.119151378,97.19307226,0.173581809,95.22899461,0.151953428,96.12784266,0.088709741,98.11961437,0.161421712,95.50883899,0.140872138,96.47741242,54.81546164
SVHN,5,./checkpoints_AWP/SVHN_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.077089822,98.61957171,0.159408478,95.72725411,0.153514825,96.05869699,0.077154458,98.62127805,0.159468094,95.72725411,0.153709198,96.06253841,0.071205218,98.75266615,0.15947447,95.76820695,0.157928463,96.00875845,465.36128
EMNIST,1,./checkpoints_AWP/EMNIST_CO/Run1_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.067149273,97.45092147,0.125929862,95.58092949,0.13055578,95.29807692,0.067165022,97.45292468,0.125961528,95.58092949,0.130584644,95.30288462,0.064119548,97.49599359,0.127429646,95.45272436,0.131757693,95.37019231,497.0934801
EMNIST,2,./checkpoints_AWP/EMNIST_CO/Run2_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.078357657,97.16245994,0.130559578,95.34054487,0.1317052,95.23557692,0.078356428,97.16145833,0.13055728,95.34054487,0.131703769,95.23557692,0.057585907,97.63822115,0.13107178,95.44471154,0.13255391,95.32211538,234.3301628
EMNIST,3,./checkpoints_AWP/EMNIST_CO/Run3_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.069381065,97.47996795,0.129195819,95.20833333,0.132254919,95.3125,0.069391156,97.47395833,0.129198154,95.20032051,0.132268944,95.29807692,0.061605955,97.63221154,0.130192008,95.20432692,0.133473904,95.27403846,159.7619271
EMNIST,4,./checkpoints_AWP/EMNIST_CO/Run4_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.07892498,97.09835737,0.122827368,95.57291667,0.132670265,95.37980769,0.081283069,96.97516026,0.124933283,95.50080128,0.135286499,95.29326923,0.063073243,97.5,0.122567163,95.61698718,0.133960335,95.21634615,3629.461462
EMNIST,5,./checkpoints_AWP/EMNIST_CO/Run5_checkpoint_CMC_Any_1.pth,AWP,CMC,Any,t,1,0.067776634,97.45793269,0.128340809,95.38862179,0.130836326,95.3125,0.068095582,97.44591346,0.12870296,95.39663462,0.131267888,95.30288462,0.064476565,97.5,0.128647313,95.38461538,0.130849951,95.37019231,3630.708605
CIFAR10,1,./checkpoints_AWP/CIFAR10_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.21316867,94.1025,0.302453833,90.28,0.305771124,90.19,0.22862043,93.5525,0.309721503,90.05,0.32432129,89.72,0.214346174,94.2025,0.302262367,90.48,0.308560737,89.97,3648.925524
CIFAR10,2,./checkpoints_AWP/CIFAR10_CO/Run2_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.224068675,93.52,0.323874173,89.35,0.320643746,89.53,0.264208253,91.8925,0.357016487,88.33,0.357045067,88.33,0.213214781,93.91,0.322926116,89.1,0.308508551,90,3649.944522
CIFAR10,3,./checkpoints_AWP/CIFAR10_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.24098339,92.47,0.328830457,89.14,0.334604213,88.55,0.273171924,91.225,0.361602608,87.87,0.367752493,87.25,0.22538935,93.5625,0.301666638,90.2,0.31202693,89.78,3650.225553
MNIST,1,./checkpoints_AWP/MNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.001574883,99.96666667,0.044359678,98.80833333,0.054741183,98.64,0.015963182,99.525,0.063279921,98.39166667,0.068337871,98.35,0.001856292,99.9625,0.04403868,98.84166667,0.051916763,98.77,1256.975905
MNIST,4,./checkpoints_AWP/MNIST_CO/Run4_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.008950574,99.86458333,0.047357914,98.60833333,0.045072045,98.6,0.025446584,99.16875,0.070456572,97.85,0.067254428,97.87,0.006693951,99.9,0.050247578,98.625,0.04805261,98.58,3604.382885
MNIST,3,./checkpoints_AWP/MNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.008682582,99.81458333,0.044088624,98.73333333,0.036371888,98.84,0.02323889,99.20625,0.061555077,98.25,0.05574919,98.11,0.005717362,99.87916667,0.04361057,98.78333333,0.037680985,98.89,1619.010331
FashionMNIST,1,./checkpoints_AWP/FashionMNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.06517193,98.28958333,0.161971567,94.06666667,0.171698694,93.8,0.140861013,96.84166667,0.232861372,92.56666667,0.244432048,92.31,0.049539174,98.87708333,0.166925192,94.03333333,0.178670799,93.86,3632.937327
FashionMNIST,3,./checkpoints_AWP/FashionMNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.077234071,97.83125,0.163530402,94.21666667,0.176386515,93.63,0.258145398,94.35416667,0.315944867,91.19166667,0.324023048,90.91,0.029607491,99.47708333,0.160810299,94.475,0.175648612,94,3650.130383
FashionMNIST,4,./checkpoints_AWP/FashionMNIST_CO/Run4_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.066566537,98.2625,0.172823373,93.825,0.178569135,93.62,0.104088347,97.42916667,0.213069304,92.85833333,0.215749389,92.86,0.063446438,98.42291667,0.173077188,93.91666667,0.177105709,93.76,3649.024222
USPS,1,./checkpoints_AWP/USPS_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.003538535,99.94855967,0.022151456,99.38271605,0.120782647,97.15994021,0.065423517,98.61111111,0.087416344,97.5994513,0.178216032,95.96412556,0.00357904,99.93141289,0.019490524,99.38271605,0.123545053,97.1101146,3650.271342
USPS,2,./checkpoints_AWP/USPS_CO/Run2_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.004238162,99.91426612,0.026084201,99.38271605,0.103423831,97.15994021,0.123019696,98.26817558,0.12540313,97.73662551,0.217881662,95.31639263,0.003066846,99.94855967,0.021110581,99.45130316,0.120555709,97.30941704,3651.810383
USPS,3,./checkpoints_AWP/USPS_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.001806533,99.96570645,0.019289987,99.45130316,0.105916072,97.25959143,0.080014261,98.97119342,0.098076878,98.69684499,0.182641144,96.11360239,0.001816066,99.96570645,0.018048075,99.51989026,0.114896787,97.35924265,3650.750698
Food101,1,./checkpoints_AWP/Food101_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.268076077,94.2,0.855948202,71.8,0.617915331,80.12,0.372154456,92.73333333,0.948414966,69.13333333,0.720088581,77.88,0.125787212,97.63333333,0.868503092,70.8,0.629804146,79.48,3650.174875
Food101,2,./checkpoints_AWP/Food101_CO/Run2_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.252019004,95.2,1.192064964,60.2,0.995018465,67.08,0.256342963,94.91666667,1.199867161,60.26666667,1.00262152,67,0.206024382,95.95,1.20883117,62.33333333,0.979431529,67.88,3650.547066
Food101,3,./checkpoints_AWP/Food101_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.768376246,75.43333333,1.221998664,59.4,1.070342523,63.24,0.797899466,74.4,1.250780499,58.66666667,1.100104346,62.36,0.559760576,84.71666667,1.139428493,60.26666667,0.970910858,67.48,3650.556838
KMNIST,1,./checkpoints_AWP/KMNIST_CO/Run1_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,9.28E-05,100,0.019717523,99.6,0.06968884,98.48,0.012536277,99.53958333,0.034783021,99.09166667,0.099210799,97.7,0.00017695,100,0.01982589,99.64166667,0.074915869,98.21,3650.887995
KMNIST,2,./checkpoints_AWP/KMNIST_CO/Run2_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.000329573,100,0.016653048,99.5,0.079709681,98.05,0.048364598,98.58541667,0.070456292,98.14166667,0.158280007,95.57,4.57E-05,100,0.016179911,99.6,0.085020886,98.02,3651.410695
KMNIST,3,./checkpoints_AWP/KMNIST_CO/Run3_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.000477915,99.99583333,0.016245984,99.59166667,0.076061041,98.22,0.028668564,98.81458333,0.046353558,98.54166667,0.117489081,97.03,0.000116315,100,0.016109518,99.575,0.078851359,98.23,3650.855156
SVHN,4,./checkpoints_AWP/SVHN_CO/Run4_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.119099535,97.19819128,0.173512041,95.22899461,0.151889591,96.12784266,0.138208395,96.50541763,0.195445619,94.40993789,0.178325994,95.10602336,0.113462775,97.37735688,0.172198985,95.16756535,0.168250873,95.47864167,3625.910817
SVHN,2,./checkpoints_AWP/SVHN_CO/Run2_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.10566861,97.64013309,0.182407471,95.05153232,0.159903177,95.79748002,0.137458675,96.65045645,0.212778479,94.19152276,0.193678568,94.89474493,0.079662394,98.35167648,0.174122445,95.22899461,0.151648239,95.97418562,3625.834373
SVHN,5,./checkpoints_AWP/SVHN_CO/Run5_checkpoint_CMC_Correct_10.pth,AWP,CMC,Correct,t,10,0.077089822,98.61957171,0.159408478,95.72725411,0.153514825,96.05869699,0.094736746,98.03600375,0.177500668,95.20169272,0.172619586,95.44791026,0.055052163,98.94889515,0.154869383,95.87741451,0.140140426,96.25845114,3626.106514
CIFAR10,1,./checkpoints_AWP/CIFAR10_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.211918518,94.2375,0.302054535,90.47,0.308738713,90.33,0.221520999,93.93,0.316944324,89.6,0.317446204,89.83,0.20720437,94.2975,0.296764821,90.7,0.294472313,90.82,3650.555564
CIFAR10,2,./checkpoints_AWP/CIFAR10_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.225527821,93.36,0.32314201,89.44,0.320330698,89.75,0.234970499,93.055,0.338300569,89.22,0.32928801,89.21,0.202985851,94.28,0.316909447,89.61,0.30267917,89.97,3650.541512
CIFAR10,3,./checkpoints_AWP/CIFAR10_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.240700251,92.5675,0.320963271,89.65,0.333177436,88.83,0.240863767,92.5225,0.328812977,89.08,0.332506607,89.01,0.227950496,93.615,0.303326409,90.41,0.310229952,90.09,3649.862576
MNIST,1,./checkpoints_AWP/MNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.001574883,99.96666667,0.044359678,98.80833333,0.054741183,98.64,0.01882238,99.30625,0.074977614,97.88333333,0.083790281,97.69,0.001742605,99.97083333,0.044486547,98.725,0.053206396,98.7,2279.223615
MNIST,4,./checkpoints_AWP/MNIST_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.008950574,99.86458333,0.047357914,98.60833333,0.045072045,98.6,0.033486431,98.93125,0.079788067,97.58333333,0.078699331,97.56,0.003546549,99.95,0.048782696,98.60833333,0.043093202,98.83,3604.289668
MNIST,3,./checkpoints_AWP/MNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.008682581,99.81458333,0.044088624,98.73333333,0.036371888,98.84,0.023729065,99.18125,0.062067021,98.23333333,0.05632489,98.07,0.008559048,99.84583333,0.045259475,98.69166667,0.038500206,98.86,2876.238232
FashionMNIST,1,./checkpoints_AWP/FashionMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.06517193,98.28958333,0.161971567,94.06666667,0.171698694,93.8,0.065910941,98.22291667,0.165130587,93.99166667,0.174872543,93.72,0.048218552,99.00833333,0.16300537,93.93333333,0.173857112,93.74,3651.702545
FashionMNIST,4,./checkpoints_AWP/FashionMNIST_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.059056191,98.50416667,0.164311088,94.15833333,0.172285109,94.01,0.074183563,97.9375,0.177088049,93.80833333,0.186921792,93.38,0.018666314,99.75208333,0.168859789,94.35,0.186029514,94.18,3651.152479
FashionMNIST,3,./checkpoints_AWP/FashionMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.077234071,97.83125,0.163530402,94.21666667,0.176386515,93.63,0.087582689,97.31875,0.174865834,93.68333333,0.190674064,93.12,0.049314045,98.9875,0.159511837,94.45,0.17372107,93.93,3650.203403
USPS,1,./checkpoints_AWP/USPS_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.003538535,99.94855967,0.022151456,99.38271605,0.120782647,97.15994021,0.069980007,99.10836763,0.08951992,98.55967078,0.186191839,96.21325361,0.002644889,99.94855967,0.017880816,99.31412894,0.122827829,97.06028899,3650.698974
USPS,2,./checkpoints_AWP/USPS_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.004238162,99.91426612,0.026084201,99.38271605,0.103423831,97.15994021,0.106532932,99.19410151,0.111841227,98.69684499,0.200852586,96.31290483,0.003062337,99.93141289,0.025619596,99.24554184,0.122477758,97.06028899,3646.404941
USPS,3,./checkpoints_AWP/USPS_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.001806533,99.96570645,0.019289987,99.45130316,0.105916072,97.25959143,0.075317139,98.90260631,0.094735215,98.62825789,0.173745405,96.01395117,0.001617934,99.98285322,0.019195868,99.51989026,0.123237624,97.30941704,3649.739952
Food101,1,./checkpoints_AWP/Food101_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.268076078,94.2,0.855948202,71.8,0.617915331,80.12,0.268044734,94.08333333,0.860716473,71.93333333,0.624625435,79.84,0.19504488,95.68333333,0.879099445,71.33333333,0.648719483,78.92,3650.598081
Food101,2,./checkpoints_AWP/Food101_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.252019005,95.2,1.192064964,60.2,0.995018465,67.08,0.248105092,95.43333333,1.196678501,60.33333333,0.99137574,67.28,0.062642978,99.53333333,1.259900607,61.2,1.037102845,67.48,3650.327694
Food101,3,./checkpoints_AWP/Food101_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.768376235,75.43333333,1.221998664,59.4,1.070342523,63.24,0.764823118,75.66666667,1.218423972,59.66666667,1.066660524,63.44,0.537209514,85.48333333,1.197911143,59.33333333,0.990493622,66.72,3650.687106
office31,1,./checkpoints_AWP/office31_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.061024373,98.44703272,0.83165328,77.11111111,0.877060551,76.90941385,0.078990163,97.67054908,0.871278715,76.22222222,0.91077803,76.02131439,0.04756912,99.11259013,0.823744655,78.88888889,0.843129883,79.21847247,3758.606469
office31,2,./checkpoints_AWP/office31_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.180705198,95.61841375,0.881952743,76.88888889,0.879031532,75.13321492,0.191645125,95.00831947,0.888962231,76.88888889,0.895024854,74.95559503,0.036321292,99.50083195,0.851713884,78,0.775457743,79.39609236,3758.996987
office31,3,./checkpoints_AWP/office31_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.215121421,96.28397116,0.95352854,73.55555556,0.95091379,74.95559503,0.229340178,95.67387687,0.970132177,73.11111111,0.962835973,73.88987567,0.053091014,99.38990571,0.900079173,76,0.809922168,79.21847247,3757.418968
Caltech101,1,./checkpoints_AWP/Caltech101_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.034097725,98.88590088,0.395151034,89.23904689,0.39348902,90.31811895,0.337576079,94.25662697,0.776535171,82.85933897,0.726455652,83.44859382,0.047459371,98.67460622,0.412006209,89.46963874,0.419937626,89.90318119,3737.765214
Caltech101,2,./checkpoints_AWP/Caltech101_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.042158891,98.17518248,0.329132737,90.39200615,0.357643618,90.8252651,0.471387585,95.23626585,0.815008983,84.62720984,0.844965738,85.06224066,0.030328487,98.69381483,0.324806344,90.7763259,0.356317958,90.64084832,3735.244131
Caltech101,3,./checkpoints_AWP/Caltech101_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.054708852,98.44410296,0.353006957,90.4688701,0.374599932,90.22591056,0.172874928,95.81252401,0.612412623,82.09069946,0.610394359,82.38819733,0.033146453,98.27122551,0.336997777,90.85318985,0.364727366,90.22591056,3735.400514
KMNIST,1,./checkpoints_AWP/KMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,9.28E-05,100,0.019717523,99.6,0.06968884,98.48,0.020088201,99.0375,0.042773382,98.64166667,0.08987548,98.02,0.000195507,99.99791667,0.019805707,99.525,0.071786961,98.4,3649.89728
KMNIST,2,./checkpoints_AWP/KMNIST_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.000329573,100,0.016653048,99.5,0.079709681,98.05,0.014364724,99.53125,0.038003829,98.70833333,0.090614477,97.74,4.47E-05,100,0.016328459,99.54166667,0.065463262,98.55,3650.945967
KMNIST,3,./checkpoints_AWP/KMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.000477915,99.99583333,0.016245984,99.59166667,0.076061041,98.22,0.026460681,99.27083333,0.049874245,98.55833333,0.099453152,97.5,5.87E-05,100,0.015046937,99.61666667,0.081432206,98.32,3651.007983
EMNIST,1,./checkpoints_AWP/EMNIST_CO/Run1_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.067149274,97.45092147,0.125929862,95.58092949,0.13055578,95.29807692,0.067838001,97.39583333,0.126324985,95.51682692,0.1310567,95.26923077,0.060670418,97.59915865,0.128335167,95.54487179,0.131658258,95.33173077,3634.577957
EMNIST,2,./checkpoints_AWP/EMNIST_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.078357657,97.16245994,0.130559578,95.34054487,0.1317052,95.23557692,0.080559557,96.96614583,0.133297867,95.21634615,0.133853243,95.02884615,0.074286905,97.31670673,0.130380477,95.39262821,0.130611171,95.39423077,3634.968151
EMNIST,3,./checkpoints_AWP/EMNIST_CO/Run3_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.069381065,97.47996795,0.129195819,95.20833333,0.132254919,95.3125,0.070010941,97.42588141,0.129553038,95.22435897,0.132610395,95.31730769,0.064960921,97.57211538,0.128675655,95.3125,0.131537862,95.37980769,3635.350743
SVHN,4,./checkpoints_AWP/SVHN_CO/Run4_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.119099536,97.19819128,0.173512041,95.22899461,0.151889591,96.12784266,0.124862107,96.95930381,0.180242494,95.03788137,0.1580282,95.89351567,0.075883887,98.40969201,0.160308724,95.51566446,0.145056113,96.26229256,3624.479878
SVHN,2,./checkpoints_AWP/SVHN_CO/Run2_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.105668608,97.64013309,0.182407471,95.05153232,0.159903177,95.79748002,0.10848154,97.50191963,0.186491468,94.77851341,0.163237116,95.6899201,0.08236596,98.32608139,0.174193633,95.26312197,0.148193339,96.04333128,3626.548169
SVHN,5,./checkpoints_AWP/SVHN_CO/Run5_checkpoint_CMC_Any_10.pth,AWP,CMC,Any,t,10,0.077089823,98.61957171,0.159408478,95.72725411,0.153514825,96.05869699,0.079846376,98.5188977,0.162693322,95.58391919,0.155590649,95.99339275,0.048736927,99.10758468,0.153754257,95.84328715,0.152025216,95.92808851,3625.754085
CIFAR10,1,./checkpoints_AWP/CIFAR10_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.211170544,94.1125,0.301879999,90.34,0.305065785,90.34,0.211654743,94.2375,0.30022717,90.6,0.309218372,90.16,0.208825687,94.1925,0.299234013,90.26,0.293502859,90.68,1899.902064
CIFAR10,2,./checkpoints_AWP/CIFAR10_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.225794811,93.51,0.324110582,89.54,0.315363284,89.65,0.22612754,93.35,0.327186888,89.4,0.319300572,89.65,0.214230004,93.6475,0.323681292,88.94,0.316722018,89.48,2984.775876
CIFAR10,3,./checkpoints_AWP/CIFAR10_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.242252659,92.335,0.330361234,89.01,0.331610702,89.04,0.240829467,92.525,0.325544911,89.29,0.333703688,88.86,0.223009776,93.4425,0.30108197,90.21,0.316373491,89.51,1867.44415
MNIST,1,./checkpoints_AWP/MNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.001574883,99.96666667,0.044359678,98.80833333,0.054741183,98.64,0.001669327,99.9625,0.045459087,98.8,0.055228882,98.71,0.00166496,99.9625,0.044108421,98.84166667,0.057024826,98.66,44.26727057
MNIST,4,./checkpoints_AWP/MNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.008950574,99.86458333,0.047357914,98.60833333,0.045072045,98.6,0.009401463,99.85208333,0.047736578,98.60833333,0.045529692,98.53,0.007276151,99.86458333,0.048825632,98.55833333,0.046721397,98.7,46.84620047
MNIST,3,./checkpoints_AWP/MNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.008682582,99.81458333,0.044088624,98.73333333,0.036371888,98.84,0.00897204,99.8,0.044589204,98.70833333,0.036507883,98.86,0.007950934,99.84166667,0.043530879,98.65,0.037933748,98.79,88.87313414
FashionMNIST,1,./checkpoints_AWP/FashionMNIST_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.06517193,98.28958333,0.161971567,94.06666667,0.171698694,93.8,0.065173518,98.28333333,0.161967395,94.06666667,0.171693294,93.79,0.04699574,98.89791667,0.161307612,94.175,0.172979042,94.1,3259.489887
FashionMNIST,4,./checkpoints_AWP/FashionMNIST_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.066566536,98.2625,0.172823373,93.825,0.178569135,93.62,0.066612275,98.25625,0.17285831,93.81666667,0.178639631,93.62,0.046540721,98.86666667,0.167775767,93.875,0.175908859,93.93,3651.163051
FashionMNIST,3,./checkpoints_AWP/FashionMNIST_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.077234071,97.83125,0.163530402,94.21666667,0.176386515,93.63,0.079886843,97.7375,0.165248326,94.06666667,0.178288395,93.59,0.059588163,98.35208333,0.161154581,94.15833333,0.177621334,93.68,3650.456263
USPS,1,./checkpoints_AWP/USPS_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.003538535,99.94855967,0.022151456,99.38271605,0.120782647,97.15994021,0.004739809,99.93141289,0.021727967,99.38271605,0.121886555,97.1101146,0.00188849,99.96570645,0.018613709,99.51989026,0.119110695,97.20976582,3650.03426
USPS,2,./checkpoints_AWP/USPS_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.004238161,99.91426612,0.026084201,99.38271605,0.103423831,97.15994021,0.005605791,99.89711934,0.031557099,99.31412894,0.111416391,97.06028899,0.004354646,99.93141289,0.027359308,99.10836763,0.109201668,96.96063777,3651.076695
USPS,3,./checkpoints_AWP/USPS_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.001806533,99.96570645,0.019289987,99.45130316,0.105916072,97.25959143,0.001831539,99.94855967,0.019352535,99.45130316,0.105714398,97.25959143,0.002715646,99.96570645,0.019048316,99.58847737,0.121756681,97.1101146,3651.762744
Food101,1,./checkpoints_AWP/Food101_CO/Run1_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.268076078,94.2,0.855948202,71.8,0.617915331,80.12,0.268099655,94.18333333,0.855839466,71.86666667,0.617826591,80.12,0.272179336,94.56666667,0.857290095,71.86666667,0.658746472,79,1389.7443
Food101,2,./checkpoints_AWP/Food101_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.252019003,95.2,1.192064964,60.2,0.995018465,67.08,0.251951159,95.18333333,1.191945482,60.13333333,0.994919498,67.12,0.201741032,96.08333333,1.233991104,61.33333333,0.993057806,67.96,562.3350022
Food101,3,./checkpoints_AWP/Food101_CO/Run3_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.76837623,75.43333333,1.221998664,59.4,1.070342523,63.24,0.768592567,75.4,1.222135187,59.4,1.070533403,63.32,0.240937097,94.83333333,1.202186645,62.33333333,1.002485903,66.76,549.2428522
SVHN,2,./checkpoints_AWP/SVHN_CO/Run2_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.105672304,97.64183943,0.182411156,95.05153232,0.159906477,95.78979717,0.105579637,97.63330774,0.182470513,95.0310559,0.159779433,95.80132145,0.064375853,98.69976964,0.164667608,95.6794758,0.130427477,96.58497234,581.4851112
SVHN,4,./checkpoints_AWP/SVHN_CO/Run4_checkpoint_CMC_Correct_1.pth,AWP,CMC,Correct,t,1,0.119101451,97.19989762,0.173514696,95.22899461,0.151892475,96.12784266,0.119125651,97.19819128,0.173564226,95.22216914,0.151937763,96.12400123,0.073815816,98.55984984,0.150440217,95.93201829,0.137221667,96.4313153,2406.378531
