RunID,Candidate,W_offset_sum,b_offset_sum,Objective_value,n,Misclassified,Accuracy_Full,GlobalMisclassified
2,3,5.179367570853873,0.0,5.179367570853873,1000,1,99.9575,17
2,7,4.541434558854348,0.0,4.541434558854348,1000,1,99.995,2
2,11,5.267480078707607,0.0,5.267480078707607,1000,1,99.7675,93
2,15,5.476722347319902,0.0,5.476722347319902,1000,1,99.86749999999999,53
2,19,5.308420429700779,0.0,5.308420429700779,1000,1,99.8525,59
