RunID,Candidate,W_offset_sum,b_offset_sum,Objective_value,n,Misclassified,Accuracy_Full,GlobalMisclassified
2,1,4.987070527414515,0.0,4.987070527414515,1000,1,99.9825,7
2,5,5.261162884419431,0.0,5.261162884419431,1000,1,99.78,88
2,9,5.623026147121104,0.0,5.623026147121104,1000,1,99.765,94
2,13,4.95560350547974,0.0,4.95560350547974,1000,1,99.99249999999999,3
2,17,5.27197147307918,0.0,5.27197147307918,1000,1,99.905,38
