Test_Length,Threshold,Flip_ID,Mismatch,Max_Abs_Diff,Median_Diff,Mean_Diff,Sum_Abs_Diff,Geomean_Diff
25,1e-09,0,1,0.009229217239279703,0.0,0.000613382776614105,0.03496281826700399,0.0006120629853900716
25,1e-09,1,4,3.634663220290401,0.0,0.12603040948541966,7.183733340668921,0.08308092531616285
25,1e-09,3,0,0.4709527831396775,1.2943763496215143e-09,0.028905928052482193,1.647637898991485,0.026335186553693823
25,1e-09,4,2,0.30443488782861183,0.0,0.013301400628572069,0.7581798358286079,0.01249140406694993
25,1e-09,5,0,2.3198593728461674,6.29237821895369e-05,0.07481088719467206,4.264220570096308,0.05216730435985939
25,1e-09,7,0,0.577073893349418,0.0,0.016409559401567055,0.9353448858893221,0.014221023426443269
25,1e-09,10,0,0.2972564223797698,0.0,0.008521797482516165,0.48574245650342146,0.007876882239241656
25,1e-09,11,0,15.950765305839267,0.012825202274257293,1.066353926537927,60.78217381266184,0.4910668332585235
25,1e-09,12,2,0.35420601427387766,0.0055762952371092925,0.03441619323300856,1.961723014281488,0.03267004856499223
25,1e-09,13,0,0.4340367009967942,0.0,0.026488282387162842,1.509832096068282,0.023461812055977083
25,1e-09,14,1,8.83782658448947,0.016845145191120174,0.37065641344255673,21.127415566225732,0.19488725898449344
25,1e-09,15,1,0.07802332889965329,0.0,0.0031232731880929754,0.1780265717212996,0.0030538330507023925
25,1e-09,17,0,0.28656352618357706,0.0,0.012827265072028643,0.7311541091056326,0.01212249483375527
25,1e-09,18,0,6.93862924460126,1.662114291379117e-05,0.17301970995205657,9.862123467267224,0.07908104514139214
25,1e-09,19,0,0.037731110359555814,0.0,0.0017005146322624186,0.09692933403895786,0.0016794899007017694
25,1e-09,21,0,2.436811913462988,0.01828861745348873,0.1313139676454148,7.484896155788643,0.09573766414758489
25,1e-09,22,1,5.111924914367283,8.159927510113337e-10,0.17293304688554265,9.85718367247593,0.09736859190676861
25,1e-09,23,2,0.26537414173766033,4.365866275281522e-09,0.01107989590668439,0.6315540666810102,0.01052480670247391
25,1e-08,0,0,0.00922194707525345,0.0,0.0006149679689484817,0.035053174230063454,0.0006136481531624494
25,1e-08,1,0,2.6646500935151054,0.0,0.12509772476796938,7.130570311774255,0.09126180516654547
25,1e-08,3,0,0.46578272853710595,0.0,0.02066676166973281,1.17800541517477,0.018473719830410573
25,1e-08,4,0,0.3001127403035628,0.0,0.013232624904375524,0.7542596195494049,0.012438719285653432
25,1e-08,5,0,2.282854534268034,4.40659043678474e-05,0.07416891033147074,4.227627888893832,0.051903704057347566
25,1e-08,7,0,0.5769982273798147,0.0,0.016408811246255473,0.9353022410365619,0.01422071391331281
25,1e-08,10,0,0.29710993241337535,0.0,0.00852027321469516,0.48565557323762404,0.007875942280942239
25,1e-08,11,0,16.020199595288812,0.012825030714979242,1.0675880838406475,60.85252077891691,0.49010201956626886
25,1e-08,12,0,0.38855302881582093,0.0069511150729818115,0.03831648502307239,2.184039646315126,0.03621978963121375
25,1e-08,13,0,0.6308326084578646,0.0,0.02482317265733768,1.4149208414682477,0.021464212710590402
25,1e-08,14,0,1.5095806252608823,0.0,0.21405106286855044,12.200910583507374,0.16550202944740366
25,1e-08,15,0,0.07802354726392799,0.0,0.0031231922593677533,0.17802195878396193,0.0030537506996031194
25,1e-08,17,0,0.19777669006717472,5.320416643834023e-05,0.01135585141347545,0.6472835305681006,0.01094064923908955
