Test_Length,Threshold,Flip_ID,Mismatch,Max_Abs_magn,Median_magn,Mean_magn,Sum_Abs_magn,Geomean_magn
100,5e-09,0,0,0.0092272984728364,0.0,0.000619136912823332,0.03529080403092992,0.0006178198613395747
100,1e-08,0,0,0.016235376567385242,0.0,0.0009727568948594094,0.05544714300698634,0.0009694405570066511
100,5e-08,0,0,0.01618765457026539,0.0,0.0009717208065041605,0.05538808597073715,0.0009684169329013947
