Run,Phase,TrainingType,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
1,Train,AWP,1,0.7304868192244799,80.7431891025641,0.19985232181273974,93.56971153846153
1,Train,AWP,2,0.18106358228490138,94.0604967948718,0.16384468181775166,94.42307692307692
1,Train,AWP,3,0.15111249530067047,94.91686698717949,0.16135351275786375,94.4511217948718
1,Train,AWP,4,0.13912516913066308,95.29046474358974,0.14726242499473768,94.77163461538461
1,Train,AWP,5,0.12957625700972783,95.52684294871794,0.14423797604365227,95.01201923076923
1,Train,AWP,6,0.12126680270840343,95.8213141025641,0.1387582201224107,95.10416666666667
1,Train,AWP,7,0.11451295195147396,95.99358974358974,0.13708028111320275,95.14823717948718
1,Train,AWP,8,0.10959753198787953,96.16386217948718,0.13110592907819993,95.37660256410257
1,Train,AWP,9,0.10448697383682697,96.4052483974359,0.13126246052292678,95.40464743589743
1,Train,AWP,10,0.09938582446760474,96.49539262820512,0.13200940218491433,95.2724358974359
1,Train,AWP,11,0.09520645571920353,96.62960737179488,0.1301206281169867,95.30849358974359
1,Train,AWP,12,0.09102674375932951,96.76181891025641,0.13080701363774447,95.34455128205128
1,Train,AWP,13,0.08726622763639078,96.82191506410257,0.1278262444986747,95.44070512820512
1,Train,AWP,14,0.08429508912018858,96.9501201923077,0.12849113337504559,95.47676282051282
1,Train,AWP,15,0.08113050118614083,96.98116987179488,0.12960265788894434,95.39663461538461
1,Train,AWP,16,0.07771080355279339,97.1103766025641,0.12837391721132474,95.3886217948718
1,Train,AWP,17,0.07561086071655154,97.19350961538461,0.12773028891056012,95.50080128205128
1,Train,AWP,18,0.07275113942197119,97.24859775641026,0.12592986163038475,95.58092948717949
1,Train,AWP,19,0.07030785680294802,97.27964743589743,0.12929354934738232,95.4286858974359
1,Train,AWP,20,0.068093433469916,97.3808092948718,0.12684988849438153,95.50080128205128
1,Train,AWP,21,0.06651342377448693,97.42788461538461,0.1293230113119651,95.41266025641026
1,Train,AWP,22,0.06426939085627405,97.48297275641026,0.1285625533797802,95.4326923076923
1,Train,AWP,23,0.06266252891136667,97.5360576923077,0.13047385192834415,95.3886217948718
1,Train,AWP,24,0.06113851792537249,97.54306891025641,0.13439523501273914,95.36458333333333
1,Train,AWP,25,0.05936560520353035,97.60316506410257,0.1302489653038673,95.46073717948718
1,Train,AWP,26,0.05839613740786146,97.6151842948718,0.1318616883112834,95.46474358974359
1,Train,AWP,27,0.05692372565659193,97.63020833333333,0.1329846013050813,95.4326923076923
1,Train,AWP,28,0.05580540527470219,97.68229166666667,0.1297187514985219,95.57692307692308
1,Train_Test,AWP,-1,0.12592986163038475,95.58092948717949,-,-
CMC_Any_1,,,,,,,
