Run,Phase,Method,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
3,Train,AWP,5,0.033788643858355026,99.31412894375858,0.028774016636419934,99.24554183813443
3,Train,AWP,6,0.0201889392717377,99.63991769547324,0.0314498926309769,99.10836762688615
3,Train,AWP,7,0.020094541296281892,99.63991769547324,0.02945924347422414,99.17695473251028
3,Train,AWP,8,0.017231363588033,99.77709190672154,0.03259811458396323,99.24554183813443
3,Train,AWP,9,0.014404294050663062,99.72565157750343,0.030087839459440834,98.97119341563786
3,Train,AWP,10,0.020224072945142245,99.53703703703704,0.03087940437282309,99.039780521262
3,Train,AWP,11,0.012786269721919265,99.79423868312757,0.024382769330743244,99.17695473251028
3,Train,AWP,12,0.015120320734517325,99.7599451303155,0.02739506612681312,99.24554183813443
3,Train,AWP,13,0.013074457045624276,99.74279835390946,0.02664692911468906,99.38271604938272
3,Train,AWP,14,0.008219585240231421,99.82853223593965,0.02220328829017441,99.45130315500685
3,Train,AWP,15,0.008663159734999721,99.87997256515774,0.023170507790211625,99.45130315500685
3,Train,AWP,16,0.008728470343276453,99.81138545953361,0.02171582856888797,99.38271604938272
3,Train,AWP,17,0.006322537450140099,99.89711934156378,0.023846377154865872,99.38271604938272
3,Train,AWP,18,0.004355608193019061,99.91426611796982,0.025597566935465006,99.10836762688615
3,Train,AWP,19,0.003958484030116107,99.91426611796982,0.025793954027389956,99.31412894375858
3,Train,AWP,20,0.004761285560443471,99.91426611796982,0.024846707540979437,99.24554183813443
3,Train,AWP,21,0.004913734347412727,99.93141289437585,0.02657011565873693,99.24554183813443
3,Train,AWP,22,0.004089126997353995,99.93141289437585,0.025080474768094566,99.10836762688615
3,Train,AWP,23,0.0039422540610995266,99.94855967078189,0.025120687902239452,99.31412894375858
3,Train,AWP,24,0.003150665117415053,99.96570644718793,0.02094504957959894,99.58847736625515
3,Train,AWP,25,0.0037728589434308283,99.93141289437585,0.028960584413735464,99.24554183813443
3,Train,AWP,26,0.00963126798729797,99.81138545953361,0.022825819988887046,99.31412894375858
3,Train,AWP,27,0.0035633063652431188,99.94855967078189,0.02099729105651338,99.519890260631
3,Train,AWP,28,0.0025878589424436263,99.94855967078189,0.020978874957447026,99.519890260631
3,Train,AWP,29,0.0023891445458581943,99.94855967078189,0.021429234949567843,99.38271604938272
3,Train,AWP,30,0.006313812873249053,99.86282578875172,0.026970827014317075,99.31412894375858
3,Train,AWP,31,0.0034392566801967482,99.91426611796982,0.023882804525344133,99.38271604938272
3,Train,AWP,32,0.0027253680617950918,99.93141289437585,0.02052673693000248,99.45130315500685
3,Train,AWP,33,0.002558467647759244,99.94855967078189,0.021373632185759,99.58847736625515
3,Train,AWP,34,0.002374904702225214,99.93141289437585,0.026689807733007297,99.31412894375858
3,Train,AWP,35,0.0028057739712138477,99.94855967078189,0.03586921097892139,99.10836762688615
3,Train,AWP,36,0.015302582286613355,99.65706447187928,0.021087841050308427,99.58847736625515
3,Train,AWP,37,0.008820190977016666,99.79423868312757,0.024956730631306583,99.31412894375858
3,Train,AWP,38,0.004200476236608507,99.91426611796982,0.02462230408334254,99.38271604938272
3,Train,AWP,39,0.002798783954305058,99.93141289437585,0.023205573209376166,99.58847736625515
3,Train,AWP,40,0.0023599319487719026,99.94855967078189,0.01928998654917782,99.45130315500685
3,Train,AWP,41,0.002144643892793481,99.94855967078189,0.024878658257189764,99.45130315500685
3,Train,AWP,42,0.0029089995723947854,99.93141289437585,0.020669706518390053,99.45130315500685
3,Train,AWP,43,0.001873796395675922,99.96570644718793,0.021341657220029536,99.38271604938272
3,Train,AWP,44,0.004775075566810657,99.93141289437585,0.024709667571001417,99.31412894375858
3,Train,AWP,45,0.0066553692927498005,99.82853223593965,0.022387063431595702,99.45130315500685
3,Train,AWP,46,0.0026367832590198227,99.93141289437585,0.023231675775545368,99.38271604938272
3,Train,AWP,47,0.002577312863017458,99.96570644718793,0.025885123965829936,99.38271604938272
3,Train,AWP,48,0.007873725741576534,99.82853223593965,0.02218255647988313,99.38271604938272
3,Train,AWP,49,0.004315385849622544,99.89711934156378,0.021825572609293322,99.31412894375858
3,Train,AWP,50,0.002402611689593987,99.94855967078189,0.019779150172383287,99.65706447187928
3,Train_Test,AWP,-1,0.01928998654917782,99.45130315500685,-,-
CMC_Any_1,,,,,,,
1,GurobiComplete_Train,-1,-1,99.9
1,GurobiComplete_Val,-1,-1,99.1769547325103
1,CMC,Any,1,Gurobi_Complete_Eval_Train,-1,0.007512141377454309,99.86282578875172
1,CMC,Any,1,Gurobi_Complete_Eval_Val,-1,0.02665073163960696,99.17695473251028
1,CMC,Any,1,Gurobi_Complete_Eval_Test,-1,0.12887393319761212,96.91081215744893
1,GurobiEdit,AWP_CMC,1,0.006099835988172107,99.89711934156378,0.03376822794988159,99.17695473251028
1,GurobiEdit,AWP_CMC,2,0.005141679275054586,99.93141289437585,0.023172575908882956,99.38271604938272
1,GurobiEdit,AWP_CMC,3,0.004404299908460614,99.94855967078189,0.024041591112505752,99.31412894375858
1,GurobiEdit,AWP_CMC,4,0.00850990083595009,99.89711934156378,0.026951481420827827,99.039780521262
1,GurobiEdit,AWP_CMC,5,0.015467733580684897,99.67421124828532,0.02713811778768754,99.24554183813443
1,GurobiEdit,AWP_CMC,6,0.0065786218214982555,99.87997256515774,0.027666342974894658,99.039780521262
1,GurobiEdit,AWP_CMC,7,0.0041862542518925775,99.94855967078189,0.024710089854885847,99.17695473251028
1,GurobiEdit,AWP_CMC,8,0.0037236298585017007,99.93141289437585,0.02659515611858034,99.17695473251028
1,GurobiEdit,AWP_CMC,9,0.0035510006260744335,99.94855967078189,0.028837189387494317,99.31412894375858
1,GurobiEdit,AWP_CMC,10,0.003117314260199909,99.94855967078189,0.026736737831926233,99.38271604938272
1,GurobiEdit,AWP_CMC,11,0.0035063371552773196,99.94855967078189,0.03161585683945888,99.24554183813443
1,GurobiEdit,AWP_CMC,12,0.005303472194139866,99.89711934156378,0.03351532712333487,98.97119341563786
1,GurobiEdit_Test,AWP_CMC,-1,0.023172575908882956,99.38271604938272,-,-
CMC_Any_1,,,,,,,
2,GurobiComplete_Train,-1,-1,99.9
2,GurobiComplete_Val,-1,-1,99.38271604938271
2,CMC,Any,1,Gurobi_Complete_Eval_Train,-1,0.004237221175691672,99.93141289437585
2,CMC,Any,1,Gurobi_Complete_Eval_Val,-1,0.026138964625566034,99.38271604938272
2,CMC,Any,1,Gurobi_Complete_Eval_Test,-1,0.10369450109674376,97.11011459890383
2,GurobiEdit,AWP_CMC,1,0.012141285033937058,99.72565157750343,0.03577135475186327,98.76543209876543
2,GurobiEdit,AWP_CMC,2,0.007993221804297165,99.86282578875172,0.029885902742769657,99.24554183813443
2,GurobiEdit,AWP_CMC,3,0.010580519038384133,99.82853223593965,0.02678017077050255,99.039780521262
2,GurobiEdit,AWP_CMC,4,0.006858460386865772,99.89711934156378,0.03155189975380734,98.97119341563786
2,GurobiEdit,AWP_CMC,5,0.00594888722844189,99.91426611796982,0.03082795381234302,99.24554183813443
2,GurobiEdit,AWP_CMC,6,0.005272705228138796,99.91426611796982,0.025271167789569282,99.519890260631
2,GurobiEdit,AWP_CMC,7,0.0057737596457034515,99.91426611796982,0.025712583072397946,99.45130315500685
2,GurobiEdit,AWP_CMC,8,0.004592095113564384,99.93141289437585,0.023482722836765058,99.45130315500685
2,GurobiEdit,AWP_CMC,9,0.003987580799730495,99.91426611796982,0.03897643464107056,99.24554183813443
2,GurobiEdit,AWP_CMC,10,0.008365965025681679,99.79423868312757,0.027962605590294582,98.90260631001372
2,GurobiEdit,AWP_CMC,11,0.004606037941614531,99.93141289437585,0.029596056095937674,99.10836762688615
2,GurobiEdit,AWP_CMC,12,0.003608689336903373,99.94855967078189,0.026630607580373878,99.17695473251028
2,GurobiEdit,AWP_CMC,13,0.004475390890666345,99.91426611796982,0.02309697038597531,99.45130315500685
2,GurobiEdit,AWP_CMC,14,0.00551050156607981,99.91426611796982,0.03290894211222646,99.039780521262
2,GurobiEdit,AWP_CMC,15,0.0035970819360796745,99.93141289437585,0.029350341258082533,99.17695473251028
2,GurobiEdit,AWP_CMC,16,0.004254078167793088,99.89711934156378,0.03177692782994876,99.039780521262
2,GurobiEdit,AWP_CMC,17,0.003677058449165602,99.93141289437585,0.02813736395463245,99.17695473251028
2,GurobiEdit,AWP_CMC,18,0.0057439238187963265,99.82853223593965,0.0354993134725517,99.10836762688615
2,GurobiEdit,AWP_CMC,19,0.005354424849666311,99.91426611796982,0.03447210235091307,99.10836762688615
2,GurobiEdit,AWP_CMC,20,0.005482473482318354,99.87997256515774,0.035717375268450646,99.039780521262
2,GurobiEdit,AWP_CMC,21,0.003226283637954823,99.93141289437585,0.029024750752494617,99.10836762688615
2,GurobiEdit,AWP_CMC,22,0.0034064977303585138,99.93141289437585,0.027228803049379496,99.17695473251028
2,GurobiEdit,AWP_CMC,23,0.00344463704111505,99.94855967078189,0.025176996569595055,99.17695473251028
2,GurobiEdit_Test,AWP_CMC,-1,0.02309697038597531,99.45130315500685,-,-
CMC_Any_1,,,,,,,
3,GurobiComplete_Train,-1,-1,99.9
3,GurobiComplete_Val,-1,-1,99.31412894375858
3,CMC,Any,1,Gurobi_Complete_Eval_Train,-1,0.003297496861867627,99.93141289437585
3,CMC,Any,1,Gurobi_Complete_Eval_Val,-1,0.02559126819840368,99.31412894375858
3,CMC,Any,1,Gurobi_Complete_Eval_Test,-1,0.11401235782942727,97.30941704035874
3,GurobiEdit,AWP_CMC,1,0.002639923244082045,99.93141289437585,0.01994440340422942,99.58847736625515
3,GurobiEdit,AWP_CMC,2,0.005758445946570567,99.86282578875172,0.025817293908820066,99.24554183813443
3,GurobiEdit,AWP_CMC,3,0.0025089441391490095,99.94855967078189,0.021964758699721514,99.45130315500685
3,GurobiEdit,AWP_CMC,4,0.002000263853440866,99.93141289437585,0.024577348875022394,99.24554183813443
3,GurobiEdit,AWP_CMC,5,0.002021985671767059,99.96570644718793,0.022086870681560906,99.38271604938272
3,GurobiEdit,AWP_CMC,6,0.00201763524329062,99.96570644718793,0.0203715037127806,99.519890260631
3,GurobiEdit,AWP_CMC,7,0.002047375643957386,99.94855967078189,0.021241677117588915,99.45130315500685
3,GurobiEdit,AWP_CMC,8,0.004998696395135915,99.86282578875172,0.024980886005100237,99.24554183813443
3,GurobiEdit,AWP_CMC,9,0.003495549555183338,99.93141289437585,0.01997229715730019,99.519890260631
3,GurobiEdit,AWP_CMC,10,0.0027210404898695465,99.94855967078189,0.02024035690006109,99.519890260631
3,GurobiEdit,AWP_CMC,11,0.0017870515830113816,99.96570644718793,0.022341823434669252,99.38271604938272
3,GurobiEdit_Test,AWP_CMC,-1,0.01994440340422942,99.58847736625515,-,-
