Run,Phase,Method,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
2,GurobiComplete_Train,-1,-1,97.7
2,GurobiComplete_Val,-1,-1,95.04470684594908
2,CMC,Any,1,Gurobi_Complete_Eval_Train,-1,0.10575768865143395,97.64183943349543
2,CMC,Any,1,Gurobi_Complete_Eval_Val,-1,0.18245360242833084,95.04470684594908
2,CMC,Any,1,Gurobi_Complete_Eval_Test,-1,0.1595882131742713,95.81668715427166
2,GurobiEdit,AWP_CMC_Any,1,0.12518995291020674,96.94053408412252,0.17832028652025111,95.31090027984438
2,GurobiEdit,AWP_CMC_Any,2,0.12233226573070324,96.96612916986605,0.18889923087281746,94.94915022865334
2,GurobiEdit,AWP_CMC_Any,3,0.11484612201596713,97.25791314734238,0.19870736379727888,94.42358883352672
2,GurobiEdit,AWP_CMC_Any,4,0.11367637662452902,97.27668287688763,0.1798202911441818,95.1880417718927
2,GurobiEdit,AWP_CMC_Any,5,0.11098702479658168,97.38759491510963,0.1797610716371111,95.17439082656475
2,GurobiEdit,AWP_CMC_Any,6,0.10468436319250858,97.55140346386827,0.1935697417541231,94.67613132209405
2,GurobiEdit,AWP_CMC_Any,7,0.10630020674106595,97.47120552853852,0.1887090337328533,94.90819739266944
2,GurobiEdit,AWP_CMC_Any,8,0.10151154362885322,97.6708471973381,0.18864669063279885,94.94232475598935
2,GurobiEdit,AWP_CMC_Any,9,0.10026145006599124,97.68961692688337,0.18876537816100264,94.89454644734148
2,GurobiEdit,AWP_CMC_Any,10,0.09833112381414945,97.76981486221312,0.185743712152721,94.8467681386936
2,GurobiEdit,AWP_CMC_Any,11,0.09772509963995896,97.78005289651054,0.18228186685171122,95.20851818988464
2,GurobiEdit_Test,AWP_CMC_Any,-1,0.17832028652025111,95.31090027984438,-,-
3,Train,AWP,1,2.272074036723141,18.368739868611893,2.240725853574796,19.002115896525833
3,Train,AWP,2,2.2388821803846732,18.884054261581777,2.23697101253754,19.002115896525833
3,Train,AWP,3,2.238226064948536,18.901117652077467,2.236712386067691,19.002115896525833
3,Train,AWP,4,2.2382544638288073,18.901117652077467,2.238161116946265,19.002115896525833
3,Train,AWP,5,2.238723609124729,18.901117652077467,2.2371878059770736,19.002115896525833
3,Train,AWP,6,2.2382285308629664,18.901117652077467,2.2371912820454254,19.002115896525833
3,Train,AWP,7,2.2383999236285947,18.901117652077467,2.2383515266873846,19.002115896525833
3,Train,AWP,8,2.238164125571605,18.901117652077467,2.2390945389949213,19.002115896525833
3,Train,AWP,9,2.238322106511312,18.901117652077467,2.236232112661644,19.002115896525833
3,Train,AWP,10,2.2382369296519515,18.901117652077467,2.2371466717340214,19.002115896525833
3,Train,AWP,11,2.2383665726174433,18.901117652077467,2.2391361933130103,19.002115896525833
3,Train,AWP,12,2.2384103656335688,18.901117652077467,2.2379061845242143,19.002115896525833
3,Train,AWP,13,2.23854456197747,18.901117652077467,2.2376928945570933,19.002115896525833
3,Train,AWP,14,2.2381152232140953,18.901117652077467,2.2365966910885002,19.002115896525833
3,Train,AWP,15,2.2380612432696414,18.901117652077467,2.2372090051006714,19.002115896525833
3,Train,AWP,16,2.238555391282494,18.901117652077467,2.2387971648436977,19.002115896525833
3,Train,AWP,17,2.2382079846994327,18.901117652077467,2.2374301869815043,19.002115896525833
3,Train,AWP,18,2.2385063504548053,18.901117652077467,2.238238914030321,19.002115896525833
3,Train,AWP,19,2.2381523993338037,18.901117652077467,2.235881004127803,19.002115896525833
3,Train,AWP,20,2.238342503793375,18.901117652077467,2.238693492435838,19.002115896525833
3,Train,AWP,21,2.2382177114486694,18.901117652077467,2.239292977995518,19.002115896525833
3,Train,AWP,22,2.238249779268123,18.901117652077467,2.2398993637804105,19.002115896525833
3,Train,AWP,23,2.238347716727111,18.901117652077467,2.237480809522419,19.002115896525833
3,Train,AWP,24,2.2383862395473964,18.901117652077467,2.238292574809278,19.002115896525833
3,Train,AWP,25,2.238019160828736,18.901117652077467,2.237086364119771,19.002115896525833
3,Train,AWP,26,2.238066084520265,18.901117652077467,2.2368398725713905,19.002115896525833
3,Train,AWP,27,2.2381332363103676,18.901117652077467,2.2390482433826295,19.002115896525833
3,Train,AWP,28,2.238388011028673,18.901117652077467,2.2364431581808986,19.002115896525833
3,Train,AWP,29,2.2378801810168802,18.901117652077467,2.237972007026592,19.002115896525833
3,Train_Test,AWP,-1,2.235881004127803,19.002115896525833,-,-
CMC_Any_1,,,,,,,
