Run,Phase,TrainingType,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
1,Train,AWP,1,2.252594236363756,20.133333333333333,2.178654302597046,29.4
1,Train,AWP,2,1.972470426813085,32.43333333333333,1.8391690355936685,37.93333333333333
1,Train,AWP,3,1.5043133560647355,47.78333333333333,1.582012528101603,46.733333333333334
1,Train,AWP,4,1.170061377768821,61.06666666666667,1.1467836235364277,61.93333333333333
1,Train,AWP,5,0.9653941468989595,69.21666666666667,1.2467665974299114,60.0
1,Train,AWP,6,0.8105045607749451,74.93333333333334,1.0596634516716004,66.2
1,Train,AWP,7,0.686676228934146,78.88333333333334,0.985411630153656,68.8
1,Train,AWP,8,0.5909535371242686,82.75,0.968354309240977,68.6
1,Train,AWP,9,0.47545114730266813,86.15,0.8989439264933268,70.73333333333333
1,Train,AWP,10,0.40939700127916134,88.85,0.9315380956331889,68.93333333333334
1,Train,AWP,11,0.3511894632210123,91.23333333333333,0.8559482024510702,71.8
1,Train,AWP,12,0.32003503863481764,91.86666666666666,0.9442371892929077,69.13333333333334
1,Train,AWP,13,0.26092948257289034,93.45,0.8852709099451701,70.86666666666666
1,Train,AWP,14,0.21677255963391445,95.01666666666667,0.927252079486847,70.2
1,Train,AWP,15,0.17865622380470975,95.91666666666667,0.918326023419698,71.0
1,Train,AWP,16,0.16554845734796625,96.3,0.9354972488085429,69.6
1,Train,AWP,17,0.14256840908622487,96.85,0.8902643450101216,71.4
1,Train,AWP,18,0.12689568637374868,97.31666666666666,0.9182295452753703,70.53333333333333
1,Train,AWP,19,0.1151997892463461,97.61666666666666,1.0061538707415263,69.0
1,Train,AWP,20,0.14258478700797608,96.38333333333334,0.9466991707483927,71.2
1,Train,AWP,21,0.14285433490542657,96.4,0.9560050393740336,71.6
1,Train_Test,AWP,-1,0.8559482024510702,71.8,-,-
CMC_Any_1,,,,,,,
1,GurobiComplete_Train,-1,-1,94.19999999999999
1,GurobiComplete_Val,-1,-1,71.8
1,CMC,Any,1,Gurobi_Complete_Eval_Train,-1,0.26812657109896343,94.18333333333334
1,CMC,Any,1,Gurobi_Complete_Eval_Val,-1,0.8559991777737935,71.8
1,CMC,Any,1,Gurobi_Complete_Eval_Test,-1,0.6179536878585815,80.16
1,GurobiEdit,AWP_CMC,1,0.28224772183184926,93.11666666666666,0.9263149545987447,69.4
1,GurobiEdit,AWP_CMC,2,0.294525867288417,92.5,0.8687159622510274,71.13333333333334
1,GurobiEdit,AWP_CMC,3,0.22279126553776415,94.53333333333333,0.897919812520345,71.4
1,GurobiEdit,AWP_CMC,4,0.19734081213778637,95.21666666666667,0.8578293952941894,72.2
1,GurobiEdit,AWP_CMC,5,0.16111915209826003,96.21666666666667,0.8892706336975098,70.8
1,GurobiEdit,AWP_CMC,6,0.14767929107109282,96.51666666666667,0.9219946044286093,70.26666666666667
1,GurobiEdit,AWP_CMC,7,0.12380628418573673,97.2,0.8933439275423686,71.2
1,GurobiEdit,AWP_CMC,8,0.11330154102216376,97.58333333333333,0.9437303185462952,69.46666666666667
1,GurobiEdit,AWP_CMC,9,0.12294920569563166,97.45,0.9615999544461569,68.86666666666666
1,GurobiEdit,AWP_CMC,10,0.12167299495256961,97.41666666666667,0.9472635486920674,69.66666666666667
1,GurobiEdit,AWP_CMC,11,0.10894233016099067,97.65,0.9212089885075887,69.73333333333333
1,GurobiEdit,AWP_CMC,12,0.08632515890008592,98.36666666666666,0.9380009191830952,70.8
1,GurobiEdit,AWP_CMC,13,0.10248819269002118,97.95,0.928841655254364,70.86666666666666
1,GurobiEdit,AWP_CMC,14,0.0917120956756333,98.2,0.9217289589246114,70.4
1,GurobiEdit_Test,AWP_CMC,-1,0.8578293952941894,72.2,-,-
2,Train,AWP,1,2.351750523486036,11.6,2.490341464360555,10.666666666666666
2,Train,AWP,2,2.413824507530699,10.75,2.634037931442261,9.466666666666667
2,Train,AWP,3,2.3608599292471055,10.333333333333334,2.3099239915211998,9.266666666666667
2,Train,AWP,4,2.338020344997974,9.566666666666666,2.3228515167236328,9.4
2,Train,AWP,5,2.315227374117425,9.433333333333334,2.32665362739563,9.533333333333333
2,Train,AWP,6,2.3139868340593703,10.3,2.328594009399414,10.733333333333333
2,Train,AWP,7,2.3068422383450446,11.333333333333334,2.3079600632985433,10.933333333333334
2,Train,AWP,8,2.294432127729375,12.533333333333333,2.3057476692199708,11.6
2,Train,AWP,9,2.2943081120227244,12.25,2.3256386229197186,13.4
2,Train,AWP,10,2.298465300113597,12.933333333333334,2.310036251703898,12.333333333333334
2,Train,AWP,11,2.2692171056219874,14.366666666666667,2.2621969617207847,14.2
2,Train,AWP,12,2.266082540471503,14.716666666666667,2.302278611501058,12.733333333333333
2,Train,AWP,13,2.2423796907384346,14.866666666666667,2.283735918680827,15.333333333333334
2,Train,AWP,14,2.217492070603878,16.133333333333333,2.280954512914022,15.666666666666666
2,Train,AWP,15,2.196745121732671,16.766666666666666,2.2400148849487307,15.866666666666667
2,Train,AWP,16,2.132846567224949,18.9,2.2220310020446776,19.533333333333335
2,Train,AWP,17,2.0779091145129915,19.933333333333334,2.0664479020436604,19.466666666666665
2,Train,AWP,18,2.0080604375676905,21.766666666666666,2.0493231331507364,23.133333333333333
