Run,Phase,TrainingType,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
1,Train,AWP,1,0.2738613121410211,91.85,0.08939505557219188,97.48333333333333
1,Train,AWP,2,0.05828942776968082,98.49791666666667,0.04831924217939377,98.7
1,Train,AWP,3,0.03403510229413708,99.2125,0.03977572510639826,98.925
1,Train,AWP,4,0.024308426154777407,99.43541666666667,0.03202620408932368,99.175
1,Train,AWP,5,0.017074581497659287,99.65208333333334,0.030554280961553257,99.19166666666666
1,Train,AWP,6,0.012709914895705878,99.76041666666667,0.03341773370901743,99.18333333333334
1,Train,AWP,7,0.010201830973227818,99.82291666666667,0.030041493746141592,99.18333333333334
1,Train,AWP,8,0.007723685683993002,99.87916666666666,0.028953611018757024,99.175
1,Train,AWP,9,0.00606496688304469,99.90833333333333,0.024484914435694616,99.425
1,Train,AWP,10,0.005570441438661268,99.90833333333333,0.026708786580711602,99.35
1,Train,AWP,11,0.003980564973161866,99.94583333333334,0.024265945063283046,99.375
1,Train,AWP,12,0.0035512240959020953,99.95833333333333,0.024250036662444473,99.30833333333334
1,Train,AWP,13,0.0028800932863960044,99.97291666666666,0.023896101507047813,99.41666666666667
1,Train,AWP,14,0.0024837950862323242,99.97291666666666,0.025803611901899177,99.375
1,Train,AWP,15,0.0020373408699718614,99.97916666666667,0.02294613536943992,99.45833333333333
1,Train,AWP,16,0.0018070507219526916,99.97916666666667,0.024087425757199524,99.375
1,Train,AWP,17,0.0015240885856328532,99.98541666666667,0.023533788729769488,99.425
1,Train,AWP,18,0.0011994083997754691,99.9875,0.02330301913122336,99.36666666666666
1,Train,AWP,19,0.0010584780971791285,99.9875,0.023535432421291868,99.45
1,Train,AWP,20,0.000976774586713873,99.99166666666666,0.02182046121265739,99.425
1,Train,AWP,21,0.0008154096856790906,99.99375,0.02024402959427486,99.56666666666666
1,Train,AWP,22,0.0006819355897217368,99.99583333333334,0.022861677566698442,99.49166666666666
1,Train,AWP,23,0.0006165393155630833,99.99375,0.02087881515889118,99.46666666666667
1,Train,AWP,24,0.0004779351020309453,99.99791666666667,0.021432327973035476,99.45833333333333
1,Train,AWP,25,0.0003877882050486126,100.0,0.023054462754633277,99.48333333333333
1,Train,AWP,26,0.00041725458036914157,99.99791666666667,0.021784641318799307,99.45833333333333
1,Train,AWP,27,0.0003844344343233388,99.99375,0.022128171471723666,99.5
1,Train,AWP,28,0.0002635379375521249,100.0,0.022973156914658222,99.46666666666667
1,Train,AWP,29,0.00024705220907829547,100.0,0.022601502819297216,99.49166666666666
1,Train,AWP,30,0.00024067999131511896,99.99583333333334,0.019717522635978337,99.6
