DatasetSize,N_sample,Tol,RunTime,Objective Value,W2_offsets_sum,b2_offsets_sum,Avg_cross_Entropy_loss,Avg_cross_Entropy_loss_pred,Avg_cross_Entropy_loss_full,Avg_cross_Entropy_loss_pred_full,misclassified,misclassified_full
50000,1000,5e-06,74.4821560382843,0.011949149722568109,12799745.028927984,99997.8568945168,0.11865891516208649,2.3025665950280687,0.11597729474306107,2.3486187843638886,0,8618
50000,2000,5e-06,142.05950689315796,0.04225743438291829,12799757.307646958,99998.1388322888,0.11921315640211105,2.302557811450891,0.11837239563465118,2.3946606206973264,0,5004
50000,3000,5e-06,230.01431798934937,0.09331217374347034,12799752.269653572,99997.85686379948,0.1178116425871849,2.302548064777658,0.12067253142595291,2.4407010314693185,0,3852
50000,4000,5e-06,326.11442589759827,0.15256446061539464,12799779.487590373,99998.13873277855,0.11347974091768265,2.302543033415724,0.12268205732107162,2.48674673661956,0,3107
50000,5000,5e-06,494.62256693840027,0.23563147219923053,12799795.950073004,99998.13878905759,0.11427528411149979,2.3025351117549104,0.1250312626361847,2.5327888852430682,0,2698
50000,6000,5e-06,737.9855370521545,0.36227178745684796,12799734.696465604,99998.13888418181,0.11574765294790268,2.302521076628762,0.1274937242269516,2.5788236460318115,0,2352
50000,7000,5e-06,160.01632809638977,0.4770990407196223,12799775.384030052,99998.13882178075,0.11348768323659897,2.3025146356900446,0.12949210405349731,2.6248667751048758,0,2063
50000,8000,5e-06,187.49120616912842,0.5982074147686944,12799746.377237411,99998.13874452689,0.11170787364244461,2.302507026179528,0.13147686421871185,2.6709084669322722,0,1989
50000,9000,5e-06,212.83477997779846,0.7906264858756913,12799716.613625944,99998.1388556806,0.11255738884210587,2.3024959061809795,0.13386379182338715,2.716945245317198,0,1668
50000,10000,5e-06,294.69871187210083,0.9642373477399815,12799726.698107615,99998.13884845012,0.11238029599189758,2.302489197530664,0.13607965409755707,2.762987252513966,0,1498
50000,50000,5e-06,1785.1108400821686,36.673869563175685,12785373.524345627,99997.85712108406,0.11360421031713486,2.3020677532534544,0.22719988226890564,4.604135506506908,0,0
