GurobiEdit,1,2.3021,15.22
GurobiEdit,2,2.1273,21.98
GurobiEdit,3,2.1112,25.19
GurobiEdit,4,2.1101,30.12
GurobiEdit,5,2.1050,36.39
GurobiEdit,6,2.0984,42.19
GurobiEdit,7,2.0903,46.46
GurobiEdit,8,2.0844,49.30
GurobiEdit,9,2.0746,50.49
GurobiEdit,10,2.0620,51.01
GurobiEdit,11,2.0513,51.09
GurobiEdit,12,2.0227,50.65
GurobiEdit,13,1.9939,49.59
GurobiEdit,14,1.9346,47.51
GurobiEdit,15,1.8706,45.17
GurobiEdit,16,1.8185,43.64
GurobiEdit,17,1.7770,42.39
GurobiEdit,18,1.7444,42.22
GurobiEdit,19,1.6899,43.08
GurobiEdit,20,1.6561,45.14
GurobiEdit,21,1.6345,44.87
GurobiEdit,22,1.6320,43.39
GurobiEdit,23,1.6101,44.16
GurobiEdit,24,1.5518,45.83
GurobiEdit,25,1.4835,50.27
GurobiEdit,26,1.3391,56.05
GurobiEdit,27,1.3389,55.37
GurobiEdit,28,1.1795,61.12
GurobiEdit,29,1.0693,65.10
GurobiEdit,30,0.8625,72.16
GurobiEdit,31,0.7319,76.44
GurobiEdit,32,0.6371,79.26
GurobiEdit,33,0.5837,80.99
GurobiEdit,34,0.5266,82.82
GurobiEdit,35,0.4859,83.88
GurobiEdit,36,0.4512,85.13
GurobiEdit,37,0.4246,86.14
GurobiEdit,38,0.4040,86.70
GurobiEdit,39,0.3838,87.28
GurobiEdit,40,0.3609,88.22
GurobiEdit,41,0.3591,88.20
GurobiEdit,42,0.3453,88.53
GurobiEdit,43,0.3695,87.83
GurobiEdit,44,0.3386,88.66
GurobiEdit,45,0.3310,89.01
GurobiEdit,46,0.3258,89.29
GurobiEdit,47,0.3261,89.00
GurobiEdit,48,0.3209,89.47
GurobiEdit,49,0.3324,88.89
GurobiEdit,50,0.3315,89.09
GurobiEdit,51,0.4998,83.56
GurobiEdit,52,0.4403,85.21
GurobiEdit,53,0.3336,88.67
GurobiEdit,54,0.3236,89.08
GurobiEdit,55,0.3251,88.74
GurobiEdit,56,0.3348,88.59
GurobiEdit,57,0.3376,88.49
GurobiEdit,58,0.3439,88.17
GurobiEdit_Test,-1,105.3325699865818,77.99
