DatasetSize,N_sample,Tol,RunTime,Objective Value,W2_offsets_sum,b2_offsets_sum,Avg_cross_Entropy_loss,Avg_cross_Entropy_loss_pred,Avg_cross_Entropy_loss_full,Avg_cross_Entropy_loss_pred_full,misclassified,misclassified_full
124800,1000,5e-06,35.9090690612793,0.010820080391205578,182891.1497585966,9156.525577433498,0.0038694061804562807,3.2580555794489077,0.0032227844931185246,3.2841636163970747,0,44924
124800,2000,5e-06,290.56365513801575,0.03264539497487817,6893.580248048538,153.33448933602716,0.002999094547703862,3.2316025960434205,0.0032398414332419634,3.3164056541093143,0,19304
124800,3000,5e-06,1822.1729600429535,0.05964988070604782,195131.86246321094,19140.069774596912,0.002565156202763319,3.2580704708711146,0.0032534408383071423,3.3363897756388283,0,13730
124800,4000,5e-06,2610.87450504303,0.0959435524923597,30840.930009901116,14881.391724344805,0.002578138839453459,3.258054065557324,0.0032744118943810463,3.3624792239260484,0,10561
124800,5000,5e-06,729.66983294487,0.14473809662740678,16638813.770403605,259990.72950070258,0.0031299670226871967,3.2505456872296823,0.003317175665870309,3.395392091846257,0,8969
