Run,Phase,Epoch,Train_loss,Train_acc
1,Train,1,0.5983716431938563,78.24666666666667
1,Train,2,0.42569907994648776,84.78833333333333
1,Train,3,0.3882019453645989,85.98
1,Train,4,0.37380449611401434,86.60166666666667
1,Train,5,0.3643207117909222,86.90666666666667
1,Train,6,0.35650922551614633,87.26666666666667
1,Train,7,0.36043317498195054,86.97
1,Train,8,0.35036705756231634,87.29333333333334
1,Train,9,0.3477385499694312,87.22833333333334
1,Train,10,0.3447805337582986,87.53833333333333
1,Train,11,0.3452598313174437,87.53
1,Train,12,0.3390122234808046,87.73333333333333
1,Train,13,0.3373853950161774,87.75666666666666
1,Train,14,0.3340609766102952,87.705
1,Train,15,0.3351798911434798,87.925
1,Train,16,0.3368816136670281,87.80666666666667
1,Train,17,0.3337564685112275,87.94166666666666
1,Train,18,0.3338406937871737,87.905
1,Train,19,0.35059469724923115,87.36666666666666
1,Train,20,0.3325068953200814,87.86833333333334
1,Train,21,0.33427502596355396,87.865
1,Train,22,0.32786503375319503,88.03166666666667
1,Train,23,0.32939825876589784,88.17666666666666
1,Train,24,0.3308059460338442,88.27333333333333
1,Train,25,0.32948411973056324,88.18833333333333
1,Train,26,0.3260763891685794,88.18833333333333
1,Train,27,0.32229631331426567,88.35166666666667
1,Train,28,0.3224719132860124,88.37
1,Train,29,0.32775167927876103,88.145
1,Train,30,0.3225628575671483,88.545
1,Train,31,0.32227996983728185,88.33333333333333
1,Train,32,0.3209900089817501,88.44833333333334
1,Train,33,0.3210927720499953,88.45
1,Train,34,0.31833603769666685,88.56833333333333
1,Train,35,0.31721571309943436,88.59666666666666
1,Train,36,0.3157853117447728,88.61333333333333
1,Train,37,0.31855512739583103,88.43833333333333
1,Train,38,0.31873057343724276,88.52666666666667
1,Train,39,0.31967216088341105,88.47166666666666
1,Train,40,0.3174995055710625,88.67833333333333
1,Train,41,0.31336902071194445,88.68666666666667
1,Train,42,0.31488403828999006,88.65666666666667
1,Train,43,0.3157867422942868,88.58166666666666
1,Train,44,0.31242360819581905,88.79333333333334
1,Train,45,0.3145093036513951,88.66833333333334
1,Train,46,0.3149121302162894,88.66166666666666
1,Train,47,0.3155316186454746,88.595
1,Train,48,0.30997476837832244,88.88833333333334
1,Train,49,0.312564548300151,88.72833333333334
1,Train,50,0.312165483752171,88.77333333333333
