Run,Phase,Epoch,Train_loss,Train_acc
1,GurobiComplete_Train,-1,-1.0,97.4
1,GurobiComplete_Val,-1,-1.0,93.25061462814998
1,Gurobi_Complete_Eval_Train,-1,0.1093463710552681,97.4964849775448
1,Gurobi_Complete_Eval_Val,-1,0.2363947980431009,93.25061462814998
1,GurobiEdit,1,0.1267271112910915,96.76754439848752
1,GurobiEdit,2,0.1257935556408229,96.76890945575168
1,GurobiEdit,3,0.1249208755758652,96.83033703263852
1,GurobiEdit,4,0.1233454760603248,96.89449472405369
1,GurobiEdit,5,0.1210766709576397,96.98185838895942
1,GurobiEdit,6,0.1208243599039498,96.94500184282732
1,GurobiEdit,7,0.1206014802589947,97.0623967675444
1,GurobiEdit,8,0.1192790448079983,96.94636690009146
1,GurobiEdit,9,0.1198244331705518,96.91770069754426
1,GurobiEdit,10,0.1194677317002584,96.96411264452544
1,GurobiEdit,11,0.1190669569809103,96.99550896160092
1,GurobiEdit,12,0.1164150441773073,97.08423768377084
1,GurobiEdit,13,0.1151175375190038,97.07468228292176
1,GurobiEdit,14,0.1138705903623562,97.07604734018592
1,GurobiEdit,15,0.1115688771798425,97.15112548971427
1,GurobiEdit,16,0.1089212040949661,97.20982295207284
1,GurobiEdit,17,0.106721434809723,97.26169512811065
1,GurobiEdit,18,0.105269357983397,97.27534570075214
1,GurobiEdit,19,0.1020790994549617,97.41185142716736
1,GurobiEdit,20,0.1028221188088692,97.32858293405408
1,GurobiEdit,21,0.0996192628412007,97.38455028188432
1,GurobiEdit,22,0.0994126880329964,97.3681695947145
1,GurobiEdit,23,0.0984498758926402,97.36953465197864
1,GurobiEdit,24,0.0973710937238416,97.36134430839374
1,GurobiEdit,25,0.098499470655542,97.36407442292204
1,GurobiEdit,26,0.0983457133198344,97.37772499556355
1,GurobiEdit,27,0.1003668905028414,97.30128178877104
1,GurobiEdit,28,0.1009870142004896,97.23439398282758
1,GurobiEdit,29,0.1028818764020261,97.1197291726388
1,GurobiEdit,30,0.1054575254603829,97.0596666530161
1,GurobiEdit,31,0.1056418737787021,97.04465102311042
1,GurobiEdit,32,0.1075577394573188,96.98322344622358
1,GurobiEdit,33,0.1086942410161596,96.84944783433664
1,GurobiEdit,34,0.1100727660914956,96.84944783433664
1,GurobiEdit_Test,-1,0.2511931666766637,92.9778733866011
