Run,Phase,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
2,Train,1,2.1198453061496867,26.1925,-,-
2,Train,2,1.6208843145126732,39.5325,-,-
2,Train,3,1.4201296000434949,47.795,-,-
2,Train,4,1.2403082919958681,54.8075,-,-
2,Train,5,1.0682263420031854,61.66,-,-
2,Train,6,0.9553949610112955,65.905,-,-
2,Train,7,0.8494829630699402,69.865,-,-
2,Train,8,0.7717719563660911,72.8675,-,-
2,Train,9,0.6835459061324025,76.345,-,-
2,Train,10,0.6296401358069703,78.2825,-,-
2,Train,11,0.5933086229398989,79.665,-,-
2,Train,12,0.5634061390409073,80.5525,-,-
2,Train,13,0.5344396213563486,81.39,-,-
2,Train,14,0.515112900981507,82.225,-,-
2,Train,15,0.49291411851541683,83.0325,-,-
2,Train,16,0.48473314955211677,83.46,-,-
2,Train,17,0.4612702147457927,84.3375,-,-
2,Train,18,0.4553791055092796,84.4175,-,-
2,Train,19,0.4421463594459497,84.9125,-,-
2,Train,20,0.4323340333498324,85.2,-,-
2,Train,21,0.4319067156543366,85.1875,-,-
2,Train,22,0.4132165238975336,85.86,-,-
2,Train,23,0.4131920647126036,85.92,-,-
2,Train,24,0.4012753795891905,86.2125,-,-
2,Train,25,0.40415049375246126,86.0975,-,-
2,Train,26,0.3878769755077819,86.66,0.7149537837028503,76.98
2,Train,27,0.3835190692172645,86.85,0.6960689186096192,77.47
2,Train,28,0.3866427526972926,86.745,0.6913097242355347,76.94
2,Train,29,0.3775463364185236,87.1025,0.6237506313323975,79.68
2,Train,30,0.37746914940329784,86.8925,0.540362014579773,81.71
2,Train,31,0.37072200620898044,87.2825,0.5074971733093262,83.3
2,Train,32,0.36878967575562266,87.3675,0.8301141662597656,74.99
2,Train,33,0.36533760158017803,87.515,0.560265784072876,80.81
2,Train,34,0.36178040690124985,87.685,0.5171915308952332,82.79
2,Train,35,0.35566997085326013,87.77,0.5332871913909912,81.12
2,Train,36,0.3628940904578462,87.535,0.6547245706558228,79.04
2,Train,37,0.3544291672996058,87.7775,0.6780861654281616,77.89
2,Train,38,0.34426771580411225,88.095,0.594177686882019,80.02
2,Train,39,0.35228667015465687,87.8925,0.6220904888153076,79.62
2,Train,40,0.3470184226957754,88.26,0.4956633687973023,82.95
2,Train,41,0.34402859653718176,88.3025,0.5511201822280883,81.33
2,Train,42,0.3409942979820239,88.5275,0.5600875659942627,81.36
2,Train,43,0.34775337757774816,88.0525,0.5510131261825562,81.49
2,Train,44,0.33483167502065053,88.5575,0.544967763710022,81.94
2,Train,45,0.33278273350704973,88.69,0.5793259607315063,80.38
2,Train,46,0.3334888750657487,88.76,0.4999945198059082,83.17
2,Train,47,0.33314282220963853,88.5475,0.6948547435760498,77.41
2,Train,48,0.33143332762459216,88.6025,0.6607217220306396,78.92
