Run,Phase,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
2,Train,1,1.7899093650781308,35.4975,-,-
2,Train,2,1.3001871478443328,52.725,-,-
2,Train,3,1.0137889434735234,63.8625,-,-
2,Train,4,0.824132258328386,71.0825,-,-
2,Train,5,0.6911443292904205,75.74,-,-
2,Train,6,0.5636788415261351,80.2875,-,-
2,Train,7,0.4755974573830065,83.26,-,-
2,Train,8,0.41233950067823305,85.595,-,-
2,Train,9,0.3444659439519571,87.905,-,-
2,Train,10,0.3042311902149036,89.3925,-,-
2,Train,11,0.2889612758407197,89.855,-,-
2,Train,12,0.25645808389963815,90.9275,-,-
2,Train,13,0.23903073770360064,91.6175,-,-
2,Train,14,0.21404614916053444,92.6225,-,-
2,Train,15,0.2122326040039428,92.6125,-,-
2,Train,16,0.19932486400151025,93.0725,-,-
2,Train,17,0.19049145702641612,93.3225,-,-
2,Train,18,0.18065990176730262,93.7925,-,-
2,Train,19,0.1803490824687976,93.805,-,-
2,Train,20,0.17258711638875282,94.135,-,-
2,Train,21,0.1719815927429702,94.01,-,-
2,Train,22,0.17867525137318208,93.815,-,-
2,Train,23,0.16481975924235565,94.36,-,-
2,Train,24,0.1562418092530185,94.7075,-,-
2,Train,25,0.1628291607855227,94.405,-,-
2,Train,26,0.17020261259124683,94.1175,0.8096441961288452,76.58
2,Train,27,0.15449212348689667,94.75,0.7496047981262207,78.41
2,Train,28,0.16413946059374765,94.425,0.7199768178939819,78.15
2,Train,29,0.15369413600276455,94.8,0.9464124572753906,75.33
2,Train,30,0.15022689362351124,94.9775,0.9183662363052368,75.21
2,Train,31,0.15259167561515832,94.73,0.7630661415100097,77.53
2,Train,32,0.16166351538020582,94.4275,0.8066350616455078,77.36
2,Train,33,0.14979113745518005,94.8925,1.110617221069336,71.83
2,Train,34,0.1606279523275531,94.44,0.8102687822341919,77.54
2,Train,35,0.1556771724297406,94.7075,0.9220323001861572,74.8
2,Train,36,0.1384378458066775,95.36,0.8051804462432861,77.15
2,Train,37,0.15639671517875248,94.625,0.8267211547851563,76.46
2,Train,38,0.14904913723992463,94.9375,0.8475401485443115,76.12
2,Train,39,0.14228609218574562,95.26,0.8445990118980408,76.52
2,Train,40,0.15881149467235556,94.6375,0.7957195280075073,78.01
2,Train,41,0.1366202268487634,95.3075,0.7413381656646728,78.99
2,Train,42,0.1525717516914724,94.8275,0.8239495216369629,77.17
2,Train,43,0.1516582675028247,95.0475,1.0271487537384034,73.13
2,Train,44,0.14236054350488103,95.135,0.87555856590271,75.54
2,Train,45,0.14222048560437112,95.1675,0.7567227914810181,78.79
2,Train,46,0.1505418829857922,94.8,0.8900809993743897,76.0
2,Train,47,0.13882333396103816,95.1975,1.0358574926376343,74.07
2,Train,48,0.14318170358007326,95.1425,0.770924404335022,77.74
2,Train,49,0.14524033693031382,94.985,0.8370875947952271,77.46
2,Train,50,0.13724240484519507,95.3275,0.8611355253219605,77.33
2,Train,51,0.14672148955491976,95.0225,0.8449662796020507,77.37
2,Train,52,0.14118068784284896,95.17,0.950129467010498,75.72
2,Train,53,0.13982681820567805,95.2825,0.9190699390411377,75.26
2,Train,54,0.14489247057194146,95.0925,0.798900669670105,77.51
2,Train,55,0.14883447458711677,94.8575,0.6649603675842285,80.0
2,Train,56,0.1306524658069824,95.5875,1.320614017868042,66.95
2,Train,57,0.13440217136051327,95.6025,1.0523055904388428,74.56
2,Train,58,0.14285595515094246,95.0925,0.7200035892486573,79.96
2,Train,59,0.14175401062677845,95.215,0.9090080068588257,76.02
2,Train,60,0.14288109323134818,95.2025,0.7363294871330262,79.19
2,Train,61,0.13780141093384343,95.35,0.8214558582305909,76.6
2,Train,62,0.1413114991027136,95.295,0.7827143484115601,78.13
2,Train,63,0.13594116873967763,95.5125,0.7579664926528931,78.22
2,Train,64,0.1457642289919975,95.1225,0.6636788496017456,80.05
2,Train,65,0.13607268838789136,95.285,0.8093940187454224,77.85
2,Train,66,0.14703038430061585,94.985,0.7327910403251648,79.23
2,Train,67,0.12858674657968477,95.5525,0.7899303129196167,78.56
2,Train,68,0.13920477562295364,95.36,0.797530337524414,78.01
2,Train,69,0.13926159433377816,95.385,0.7583350257873536,78.39
2,Train,70,0.13692005454732206,95.34,0.7562615758895874,77.34
2,Train,71,0.13579214822512847,95.4675,0.7319744009971618,79.04
2,Train,72,0.13473053412815442,95.46,0.7109044347763062,79.43
2,Train,73,0.1411548640590887,95.27,0.8605006540298462,76.36
2,Train,74,0.13987461065117734,95.3075,0.7149360586166382,79.57
2,Train,75,0.12933596133138425,95.6575,0.8086453330993653,78.41
2,Train,76,0.13035823684780837,95.6175,0.8765952320098876,75.8
2,Train,77,0.13936150704209987,95.27,0.8572031082153321,75.94
2,Train,78,0.1415331645871694,95.185,0.738839847946167,79.05
2,Train,79,0.12943897648646047,95.755,0.7931238717079162,77.88
2,Train,80,0.14573489694287792,95.04,0.8457159556388855,77.59
2,Train,81,0.12832211069881724,95.6525,0.771491655254364,78.27
2,Train,82,0.13963092550540124,95.255,0.7938124670028687,77.23
2,Train,83,0.13462621597840954,95.505,0.8822907649040223,76.94
2,Train,84,0.13271881144838973,95.4575,0.922593074798584,74.91
2,Train,85,0.1400314074295302,95.25,0.8245457269668579,77.62
2,Train,86,0.13809448441329855,95.41,0.8613209121704102,75.84
2,Train,87,0.13519598074709646,95.4925,0.8007874298095703,78.3
2,Train,88,0.13514241738060412,95.4425,0.8423124387741089,77.46
2,Train,89,0.1259594950824976,95.6875,1.107546276473999,73.3
2,Train,90,0.15463594186563082,94.73,0.830913981628418,77.13
2,Train,91,0.12059687574010211,95.9825,0.8798087921142578,76.7
2,Train,92,0.13811492306974749,95.2125,0.7597430278778076,79.19
2,Train,93,0.13344880291662467,95.5075,0.903661121559143,75.85
2,Train,94,0.14171521704846296,95.2,0.698130700302124,79.6
2,Train,95,0.12699587375949176,95.7325,0.8277042207717895,77.53
2,Train,96,0.1433966343526166,95.1175,0.8127884906768799,78.0
2,Train,97,0.12207035742961941,95.9025,0.7779377521514893,78.09
2,Train,98,0.1348721108402307,95.43,0.9004137538909912,75.83
2,Train,99,0.1428642414105586,95.0625,0.7316564493179322,79.46
