DatasetSize,N_sample,Tol,RunTime,Objective Value,W2_offsets_sum,b2_offsets_sum,Avg_cross_Entropy_loss,Avg_cross_Entropy_loss_pred,Avg_cross_Entropy_loss_full,Avg_cross_Entropy_loss_pred_full,misclassified,misclassified_full
60000,1000,5e-06,0.38231587409973145,0.17937569209050608,44.93261449274081,4.499804818821035,0.097723588347435,2.3024571351824656,0.09351302683353424,2.340830019280747,0,2760
60000,2000,5e-06,0.8418610095977783,0.980262316308969,46.559907167631465,4.8522928500440825,0.09364859759807587,2.3022767748791564,0.09500578790903091,2.379017300417697,0,1537
60000,3000,5e-06,1.4741530418395996,2.2451434348209576,39.283525896673325,5.954059647927935,0.09411412477493286,2.302134751594546,0.09658986330032349,2.417236444276786,0,1210
60000,4000,5e-06,2.452760934829712,5.295230229027733,375.47735873255874,4.8520391418602005,0.09332569688558578,2.301811471478084,0.0981057807803154,2.4552626387747525,0,844
60000,5000,5e-06,3.065776824951172,7.968785617480847,543.1814474946108,4.851891813743933,0.09279921650886536,2.3016681412216835,0.09961699694395065,2.493468887059087,0,659
60000,6000,5e-06,4.061038017272949,10.615836593295612,192.24126930477337,4.851749786170392,0.09304483979940414,2.3015676614282246,0.1011882796883583,2.531718649199155,0,620
60000,7000,5e-06,5.274098873138428,13.503289623002203,424.34382033731566,4.851889881307651,0.09260506927967072,2.3015162176479946,0.10268769413232803,2.5700207354208504,0,497
60000,8000,5e-06,6.905627012252808,20.16312421388538,132.04220703776633,4.851641167150914,0.0916670709848404,2.301191063147755,0.10410575568675995,2.6080093971831886,0,454
60000,9000,5e-06,8.56781005859375,32.89819866324648,39.429771249922865,4.851135502936148,0.09090622514486313,2.3005448390102274,0.10551921278238297,2.645619317407429,0,463
60000,10000,5e-06,9.781284093856812,40.91193926603546,45.348336958502166,4.850868236314172,0.09091340005397797,2.300328286076892,0.10703523457050323,2.683710945964323,0,415
60000,15000,5e-06,20.20759391784668,99.32178615371892,34.18785737951547,4.85142645594957,0.09095430374145508,2.298908630768109,0.1146211102604866,2.8736338622215065,0,242
60000,20000,5e-06,33.8811559677124,160.43985669909202,42.33252700824479,4.850485105599257,0.09257634729146957,2.298176520302286,0.12274081259965897,3.0642284938599236,0,180
60000,25000,5e-06,52.11433506011963,421.87167961224367,39.38363506511456,4.848747246821868,0.09216547757387161,2.2935952699479087,0.13028401136398315,3.2492521930428904,0,137
60000,30000,5e-06,73.96146702766418,541.9346817050176,38.92187815510644,4.848084258343777,0.09199339151382446,2.293085491069323,0.137877956032753,3.439630320724871,0,90
60000,35000,5e-06,107.6000452041626,786.0877019991958,40.65269592455246,4.848711708347972,0.09269791096448898,2.291141571361328,0.14595375955104828,3.6276435900092867,0,54
60000,40000,5e-06,142.94745707511902,1118.0304233393597,40.790985672976106,5.9516407263003686,0.09256599098443985,2.2884348876020506,0.15358895063400269,3.8140520793000676,0,33
60000,45000,5e-06,193.6682300567627,1329.4735508205583,1000.1301682820936,9.270690952745436,0.09246736019849777,2.287799659018779,0.16122734546661377,4.003644585597782,0,28
60000,50000,5e-06,266.7465350627899,1531.2669098108756,38.241829537505886,4.847145156007855,0.09224586188793182,2.287432793403041,0.16874729096889496,4.193622983168353,0,17
60000,55000,5e-06,314.6792769432068,1813.0255377869323,37.9782378742921,4.494025999507081,0.09198407083749771,2.2862805156322774,0.17619338631629944,4.382037332785113,0,11
60000,60000,5e-06,444.2620048522949,2036.2942880842259,766.2510506298397,4.846467179956939,0.09188442677259445,2.2858667613154653,0.18375836312770844,4.571733522631002,0,0
