Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.67511761,0.74928820,0.74925375,Train
2,0.65974343,0.75202477,0.75201768,Train
3,0.64523566,0.75216299,0.75212824,Train
4,0.63150364,0.75216299,0.75212824,Train
5,0.61846340,0.75216299,0.75212824,Train
6,0.60606408,0.75216299,0.75212824,Train
7,0.59428853,0.75216299,0.75212824,Train
8,0.58313680,0.75216299,0.75212824,Train
9,0.57258499,0.75216299,0.75212824,Train
10,0.56259179,0.75216299,0.75212824,Train
11,0.55311334,0.75216299,0.75212824,Train
12,0.54408532,0.75216299,0.75212824,Train
13,0.53543383,0.75216299,0.75212824,Train
14,0.52708709,0.75216299,0.75212824,Train
15,0.51897287,0.75216299,0.75212824,Train
16,0.51102287,0.75243938,0.75212824,Train
17,0.50318426,0.75506538,0.75422883,Train
18,0.49542472,0.75896287,0.75743502,Train
19,0.48773614,0.76346850,0.76185739,Train
20,0.48013052,0.76863754,0.76694304,Train
21,0.47263768,0.77361310,0.77092314,Train
22,0.46530676,0.77994305,0.77678275,Train
23,0.45819485,0.78699172,0.78551686,Train
24,0.45135981,0.79357052,0.79347706,Train
25,0.44485497,0.80133784,0.80022115,Train
26,0.43873322,0.80534595,0.80563849,Train
27,0.43302161,0.80938166,0.81171918,Train
28,0.42773423,0.81358320,0.81580985,Train
29,0.42286789,0.81620920,0.81879491,Train
30,0.41840604,0.81759131,0.82023215,Train
31,0.41433018,0.81938803,0.82001108,Train
32,0.41061369,0.82032782,0.82034272,Train
33,0.40722972,0.82112944,0.82067442,Train
34,0.40415558,0.82201397,0.82211167,Train
35,0.40137434,0.82237333,0.82277501,Train
36,0.39887181,0.82309204,0.82388061,Train
37,0.39663917,0.82325786,0.82454395,Train
38,0.39466798,0.82334077,0.82465452,Train
39,0.39294106,0.82325786,0.82432282,Train
40,0.39143705,0.82378304,0.82498616,Train
41,0.39012933,0.82411474,0.82498616,Train
42,0.38898674,0.82444650,0.82421225,Train
43,0.38797247,0.82430828,0.82421225,Train
44,0.38704965,0.82397658,0.82454395,Train
45,0.38618627,0.82422537,0.82432282,Train
46,0.38535646,0.82477820,0.82476509,Train
47,0.38454300,0.82538629,0.82531786,Train
48,0.38373390,0.82538629,0.82542843,Train
49,0.38292381,0.82549685,0.82564956,Train
50,0.38210976,0.82602203,0.82587063,Train
51,0.38129136,0.82635379,0.82598120,Train
52,0.38046733,0.82660252,0.82686567,Train
53,0.37963668,0.82685131,0.82664454,Train
54,0.37880039,0.82682365,0.82686567,Train
55,0.37795845,0.82676840,0.82719737,Train
56,0.37711191,0.82726592,0.82708681,Train
57,0.37626621,0.82745945,0.82741845,Train
58,0.37542468,0.82759762,0.82775015,Train
59,0.37459239,0.82765293,0.82786071,Train
60,0.37377369,0.82765293,0.82830292,Train
61,0.37296939,0.82757002,0.82896626,Train
62,0.37217984,0.82781875,0.82951909,Train
63,0.37140459,0.82795697,0.82951909,Train
64,0.37063992,0.82815051,0.82962960,Train
65,0.36988270,0.82848221,0.83029300,Train
66,0.36913189,0.82853746,0.83084577,Train
67,0.36838657,0.82886916,0.83173025,Train
68,0.36764604,0.82900739,0.83150911,Train
69,0.36691070,0.82931143,0.83150911,Train
70,0.36618000,0.82961547,0.83150911,Train
71,0.36545369,0.82964313,0.83173025,Train
