Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.69212937,0.53982073,0.54309028,Train
2,0.69028217,0.55024922,0.55135137,Train
3,0.68853635,0.55838293,0.55991840,Train
4,0.68685955,0.56519079,0.56588477,Train
5,0.68522573,0.57109344,0.57220805,Train
6,0.68360615,0.57578498,0.57797045,Train
7,0.68198395,0.58065504,0.58368182,Train
8,0.68034250,0.58396971,0.58709842,Train
9,0.67867106,0.58741188,0.59204489,Train
10,0.67696446,0.59030586,0.59592044,Train
11,0.67521769,0.59430897,0.59790921,Train
12,0.67343032,0.59687144,0.60035694,Train
13,0.67160785,0.59868181,0.60020399,Train
14,0.66975069,0.60045385,0.60168284,Train
15,0.66786784,0.60283786,0.60290670,Train
16,0.66596198,0.60401076,0.60407954,Train
17,0.66403449,0.60592306,0.60530341,Train
18,0.66209149,0.60752940,0.60642529,Train
19,0.66013849,0.60912299,0.60708821,Train
20,0.65818650,0.61030865,0.60841405,Train
21,0.65623987,0.61245042,0.61091280,Train
22,0.65430343,0.61441374,0.61193269,Train
23,0.65238464,0.61598182,0.61183071,Train
24,0.65049064,0.61834037,0.61346251,Train
25,0.64863122,0.61993396,0.61463541,Train
26,0.64681619,0.62141281,0.61667514,Train
27,0.64505315,0.62358010,0.61896992,Train
28,0.64334923,0.62554342,0.62182558,Train
29,0.64171392,0.62804216,0.62335545,Train
30,0.64015621,0.62975049,0.62493628,Train
31,0.63868099,0.63208354,0.62559921,Train
32,0.63729149,0.63404685,0.62825090,Train
33,0.63598388,0.63629061,0.63023967,Train
34,0.63475263,0.63796073,0.63105559,Train
35,0.63358766,0.64012802,0.63227946,Train
36,0.63247538,0.64089292,0.63391125,Train
37,0.63140380,0.64201480,0.63539010,Train
38,0.63036233,0.64379966,0.63544112,Train
39,0.62934136,0.64546973,0.63748085,Train
40,0.62833655,0.64724183,0.63783783,Train
41,0.62734920,0.64879715,0.63972461,Train
42,0.62637937,0.65007204,0.64135647,Train
43,0.62542444,0.65170389,0.64191741,Train
44,0.62448448,0.65295327,0.64324325,Train
45,0.62356132,0.65430462,0.64472210,Train
46,0.62265646,0.65538824,0.64584398,Train
47,0.62176728,0.65651017,0.64783275,Train
48,0.62089396,0.65747905,0.65053546,Train
49,0.62003601,0.65824401,0.65237123,Train
50,0.61919272,0.65932763,0.65247321,Train
51,0.61836439,0.66018182,0.65303415,Train
52,0.61755228,0.66099769,0.65334016,Train
53,0.61675745,0.66181362,0.65420705,Train
54,0.61597955,0.66297376,0.65599185,Train
55,0.61521780,0.66371322,0.65639979,Train
56,0.61446869,0.66460562,0.65731770,Train
57,0.61373138,0.66519207,0.65777665,Train
58,0.61300302,0.66612273,0.65833759,Train
59,0.61228114,0.66682392,0.65945947,Train
60,0.61156547,0.66765255,0.66083628,Train
61,0.61085540,0.66830277,0.66129524,Train
62,0.61015010,0.66895294,0.66195816,Train
63,0.60945159,0.66929716,0.66241711,Train
64,0.60875791,0.66999835,0.66241711,Train
65,0.60806733,0.67064852,0.66262114,Train
66,0.60737950,0.67169392,0.66374296,Train
67,0.60669565,0.67212737,0.66450793,Train
68,0.60601753,0.67294329,0.66496688,Train
69,0.60534561,0.67364448,0.66593575,Train
70,0.60467935,0.67377198,0.66664964,Train
71,0.60401934,0.67448592,0.66772056,Train
72,0.60336387,0.67486835,0.66858745,Train
73,0.60271066,0.67541659,0.66884243,Train
74,0.60205936,0.67595202,0.66955632,Train
75,0.60140902,0.67637271,0.66950536,Train
76,0.60076022,0.67711216,0.66991329,Train
77,0.60011244,0.67757112,0.67062724,Train
78,0.59946501,0.67813206,0.67169809,Train
79,0.59881872,0.67843801,0.67266703,Train
80,0.59817290,0.67910093,0.67312598,Train
81,0.59752744,0.67963642,0.67378891,Train
82,0.59688216,0.68029934,0.67429882,Train
83,0.59623647,0.68120450,0.67445183,Train
84,0.59559053,0.68207145,0.67475778,Train
85,0.59494388,0.68290007,0.67521673,Train
86,0.59429502,0.68356299,0.67608362,Train
87,0.59364611,0.68436617,0.67664456,Train
88,0.59299779,0.68487614,0.67730749,Train
89,0.59235030,0.68547535,0.67776644,Train
90,0.59170216,0.68603629,0.67853135,Train
91,0.59105301,0.68649524,0.67929626,Train
92,0.59040123,0.68711990,0.67934728,Train
93,0.58974749,0.68785936,0.67995918,Train
94,0.58909208,0.68899399,0.68026519,Train
95,0.58843517,0.68947846,0.68103009,Train
96,0.58777982,0.68989915,0.68154001,Train
