Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.71997148,0.48946583,0.48291495,Train
2,0.69268197,0.74911523,0.74897712,Train
3,0.66667622,0.86474234,0.86398321,Train
4,0.64184767,0.88235456,0.88233995,Train
5,0.61812741,0.88301814,0.88300341,Train
6,0.59546405,0.88301814,0.88300341,Train
7,0.57381576,0.88301814,0.88300341,Train
8,0.55315423,0.88301814,0.88300341,Train
9,0.53344351,0.88301814,0.88300341,Train
10,0.51467675,0.88301814,0.88300341,Train
11,0.49688137,0.88301814,0.88300341,Train
12,0.48009804,0.88301814,0.88300341,Train
13,0.46437815,0.88301814,0.88300341,Train
14,0.44977203,0.88301814,0.88300341,Train
15,0.43632439,0.88301814,0.88300341,Train
16,0.42406219,0.88301814,0.88300341,Train
17,0.41299701,0.88301814,0.88300341,Train
18,0.40311149,0.88301814,0.88300341,Train
19,0.39436737,0.88301814,0.88300341,Train
20,0.38670579,0.88301814,0.88300341,Train
21,0.38004604,0.88301814,0.88300341,Train
22,0.37429398,0.88301814,0.88300341,Train
23,0.36934403,0.88301814,0.88300341,Train
24,0.36508223,0.88301814,0.88300341,Train
25,0.36139202,0.88301814,0.88300341,Train
26,0.35815769,0.88301814,0.88300341,Train
27,0.35527024,0.88301814,0.88300341,Train
28,0.35262886,0.88301814,0.88300341,Train
29,0.35014501,0.88301814,0.88300341,Train
30,0.34774572,0.88301814,0.88300341,Train
31,0.34537238,0.88301814,0.88300341,Train
32,0.34298131,0.88301814,0.88300341,Train
33,0.34054348,0.88301814,0.88300341,Train
34,0.33804339,0.88301814,0.88300341,Train
35,0.33547834,0.88301814,0.88300341,Train
36,0.33285359,0.88301814,0.88300341,Train
37,0.33018184,0.88301814,0.88300341,Train
38,0.32747960,0.88301814,0.88300341,Train
39,0.32476762,0.88301814,0.88300341,Train
40,0.32206655,0.88301814,0.88300341,Train
41,0.31939593,0.88301814,0.88300341,Train
42,0.31677440,0.88301814,0.88300341,Train
43,0.31421888,0.88301814,0.88300341,Train
44,0.31174302,0.88301814,0.88300341,Train
45,0.30935466,0.88301814,0.88300341,Train
46,0.30706099,0.88301814,0.88300341,Train
47,0.30486676,0.88301814,0.88300341,Train
48,0.30277362,0.88301814,0.88300341,Train
49,0.30077714,0.88301814,0.88300341,Train
50,0.29887012,0.88301814,0.88300341,Train
51,0.29704532,0.88304579,0.88300341,Train
52,0.29529333,0.88310111,0.88289285,Train
53,0.29360402,0.88315636,0.88289285,Train
54,0.29196873,0.88332230,0.88300341,Train
55,0.29037821,0.88343287,0.88289285,Train
56,0.28882468,0.88354349,0.88289285,Train
57,0.28730109,0.88357109,0.88311404,Train
58,0.28580186,0.88393056,0.88322461,Train
59,0.28432274,0.88401347,0.88333517,Train
60,0.28286082,0.88434529,0.88344574,Train
61,0.28141409,0.88459414,0.88355637,Train
62,0.27998281,0.88489825,0.88388807,Train
63,0.27856746,0.88536829,0.88421983,Train
64,0.27717036,0.88603187,0.88410926,Train
65,0.27579549,0.88655716,0.88510448,Train
66,0.27444711,0.88691664,0.88565743,Train
67,0.27313006,0.88722074,0.88654208,Train
68,0.27184865,0.88727605,0.88709497,Train
69,0.27060562,0.88774610,0.88698441,Train
70,0.26940390,0.88818848,0.88720560,Train
71,0.26824591,0.88874143,0.88720560,Train
72,0.26713103,0.88879675,0.88753730,Train
73,0.26605940,0.88876909,0.88775849,Train
