Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.70244539,0.56864858,0.57611942,Train
2,0.68634802,0.73452747,0.74361527,Train
3,0.67072737,0.76692373,0.76804864,Train
4,0.65558010,0.75854826,0.75732452,Train
5,0.64090639,0.75277108,0.75268102,Train
6,0.62672484,0.75216299,0.75212824,Train
7,0.61306518,0.75216299,0.75212824,Train
8,0.59994316,0.75216299,0.75212824,Train
9,0.58739603,0.75216299,0.75212824,Train
10,0.57544613,0.75216299,0.75212824,Train
11,0.56412470,0.75216299,0.75212824,Train
12,0.55343151,0.75216299,0.75212824,Train
13,0.54337037,0.75216299,0.75212824,Train
14,0.53392190,0.75216299,0.75212824,Train
15,0.52505392,0.75216299,0.75212824,Train
16,0.51671773,0.75216299,0.75212824,Train
17,0.50886798,0.75254995,0.75268102,Train
18,0.50144362,0.75382149,0.75356549,Train
19,0.49437186,0.75534177,0.75478166,Train
20,0.48758987,0.75827181,0.75621891,Train
21,0.48104298,0.76169944,0.75909340,Train
22,0.47469300,0.76595628,0.76241016,Train
23,0.46851131,0.76985377,0.76672196,Train
24,0.46249753,0.77446997,0.77048093,Train
25,0.45665938,0.77925199,0.77512437,Train
26,0.45102954,0.78323245,0.78054172,Train
27,0.44564131,0.78818035,0.78474295,Train
28,0.44053754,0.79290712,0.79016030,Train
29,0.43575391,0.79594773,0.79270315,Train
30,0.43131936,0.79868424,0.79734659,Train
31,0.42724255,0.80211186,0.80022115,Train
32,0.42352107,0.80512482,0.80364841,Train
33,0.42013896,0.80705971,0.80630183,Train
34,0.41707653,0.80968571,0.80818129,Train
35,0.41430545,0.81054258,0.80851299,Train
36,0.41178378,0.81164831,0.80928689,Train
37,0.40947405,0.81366616,0.81017137,Train
38,0.40733978,0.81408077,0.81105584,Train
39,0.40534607,0.81435716,0.81205088,Train
40,0.40346789,0.81540757,0.81326699,Train
41,0.40168914,0.81620920,0.81437260,Train
42,0.39999658,0.81629211,0.81536758,Train
43,0.39838615,0.81656855,0.81459367,Train
44,0.39685294,0.81698316,0.81481481,Train
45,0.39539659,0.81770188,0.81525707,Train
46,0.39401832,0.81858641,0.81525707,Train
47,0.39271921,0.81911159,0.81558871,Train
48,0.39149335,0.81963676,0.81647319,Train
49,0.39033285,0.82002378,0.81735766,Train
50,0.38922775,0.82090831,0.81757879,Train
51,0.38816574,0.82154405,0.81857377,Train
52,0.38713586,0.82240099,0.81945825,Train
53,0.38613018,0.82251155,0.82012159,Train
