Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.71795291,0.58693749,0.58810002,Train
2,0.68561184,0.84019375,0.84222502,Train
3,0.65405202,0.89563751,0.89539999,Train
4,0.62322414,0.89942503,0.89934999,Train
5,0.59309125,0.89951253,0.89950001,Train
6,0.56364626,0.89951253,0.89950001,Train
7,0.53491783,0.89951253,0.89950001,Train
8,0.50699109,0.89951253,0.89950001,Train
9,0.48000753,0.89951253,0.89950001,Train
10,0.45416576,0.89951253,0.89950001,Train
11,0.42969930,0.89951253,0.89950001,Train
12,0.40685993,0.89951253,0.89950001,Train
13,0.38589022,0.89951253,0.89950001,Train
14,0.36699337,0.89951253,0.89950001,Train
15,0.35030839,0.89951253,0.89950001,Train
16,0.33589569,0.89951253,0.89950001,Train
17,0.32372189,0.89951253,0.89950001,Train
18,0.31365976,0.89951253,0.89950001,Train
19,0.30550522,0.89951253,0.89950001,Train
20,0.29899442,0.89951253,0.89950001,Train
21,0.29383019,0.89951253,0.89950001,Train
22,0.28970897,0.89951253,0.89950001,Train
23,0.28634378,0.89951253,0.89950001,Train
24,0.28348231,0.89951253,0.89950001,Train
25,0.28092247,0.89951253,0.89950001,Train
26,0.27851504,0.89951253,0.89950001,Train
27,0.27616173,0.89951253,0.89950001,Train
28,0.27380511,0.89951253,0.89950001,Train
29,0.27142838,0.89951253,0.89950001,Train
30,0.26903760,0.89951253,0.89950001,Train
31,0.26665768,0.89951253,0.89950001,Train
32,0.26432571,0.89951253,0.89950001,Train
33,0.26207754,0.89951253,0.89950001,Train
34,0.25994885,0.89951253,0.89950001,Train
35,0.25796962,0.89951253,0.89950001,Train
36,0.25616315,0.89951253,0.89950001,Train
37,0.25454184,0.89951253,0.89950001,Train
38,0.25311002,0.89951253,0.89950001,Train
39,0.25186688,0.89951253,0.89950001,Train
40,0.25080433,0.89951253,0.89950001,Train
41,0.24990734,0.89951253,0.89950001,Train
42,0.24915835,0.89951253,0.89950001,Train
43,0.24853715,0.89951253,0.89950001,Train
44,0.24802271,0.89951873,0.89950001,Train
45,0.24759524,0.89953125,0.89955002,Train
46,0.24723488,0.89953125,0.89955002,Train
47,0.24692377,0.89956874,0.89957500,Train
48,0.24664667,0.89959377,0.89962500,Train
49,0.24639097,0.89962500,0.89967501,Train
50,0.24614657,0.89967501,0.89969999,Train
51,0.24590559,0.89972502,0.89967501,Train
52,0.24566276,0.89976877,0.89969999,Train
53,0.24541482,0.89980000,0.89972502,Train
54,0.24516010,0.89985001,0.89977503,Train
55,0.24489874,0.89990628,0.89980000,Train
56,0.24463198,0.89995003,0.89980000,Train
57,0.24436182,0.89995003,0.89982498,Train
58,0.24409090,0.89996248,0.89990002,Train
59,0.24382158,0.89999378,0.89992499,Train
60,0.24355631,0.90001249,0.89992499,Train
61,0.24329723,0.90004998,0.89999998,Train
62,0.24304666,0.90007502,0.89999998,Train
63,0.24280608,0.90009999,0.90004998,Train
64,0.24257639,0.90014374,0.90012503,Train
65,0.24235810,0.90015000,0.90020001,Train
66,0.24215095,0.90020627,0.90020001,Train
67,0.24195440,0.90025002,0.90015000,Train
68,0.24176753,0.90027499,0.90022498,Train
69,0.24158870,0.90031248,0.90020001,Train
70,0.24141645,0.90035623,0.90020001,Train
71,0.24124914,0.90040624,0.90027499,Train
72,0.24108550,0.90045625,0.90030003,Train
73,0.24092390,0.90058750,0.90030003,Train
74,0.24076293,0.90066874,0.90032500,Train
75,0.24060158,0.90071249,0.90034997,Train
76,0.24043912,0.90077502,0.90042502,Train
77,0.24027480,0.90085000,0.90047503,Train
78,0.24010874,0.90092498,0.90057498,Train
79,0.23994094,0.90102500,0.90065002,Train
80,0.23977172,0.90117502,0.90072501,Train
81,0.23960142,0.90126872,0.90082502,Train
82,0.23943022,0.90141875,0.90097499,Train
83,0.23925847,0.90156877,0.90104997,Train
