Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.69205099,0.75324100,0.75389719,Train
2,0.68450862,0.75216299,0.75212824,Train
3,0.67691225,0.75216299,0.75212824,Train
4,0.66907233,0.75216299,0.75212824,Train
5,0.66075206,0.75216299,0.75212824,Train
6,0.65164763,0.75216299,0.75212824,Train
7,0.64134949,0.75216299,0.75212824,Train
8,0.62968528,0.75216299,0.75212824,Train
9,0.61654645,0.75216299,0.75212824,Train
10,0.60197902,0.75216299,0.75212824,Train
11,0.58628207,0.75216299,0.75212824,Train
12,0.56997681,0.75216299,0.75212824,Train
13,0.55387950,0.75216299,0.75212824,Train
14,0.53880936,0.75216299,0.75212824,Train
15,0.52523237,0.75216299,0.75212824,Train
16,0.51295519,0.75216299,0.75212824,Train
17,0.50101680,0.75409788,0.75444996,Train
18,0.48824006,0.76465708,0.76572692,Train
19,0.47414318,0.77452523,0.77622998,Train
20,0.45943940,0.78585839,0.78750694,Train
21,0.44549957,0.79594773,0.79789937,Train
22,0.43354777,0.80623049,0.80796021,Train
23,0.42405164,0.81352794,0.81779987,Train
24,0.41658294,0.81706607,0.82177997,Train
25,0.41024074,0.81869698,0.82078499,Train
26,0.40443569,0.81819940,0.82034272,Train
27,0.39943510,0.81949860,0.82155889,Train
28,0.39591277,0.81944329,0.82122719,Train
29,0.39411426,0.81916690,0.82155889,Train
30,0.39332545,0.81933272,0.82144833,Train
31,0.39246869,0.81784004,0.81890547,Train
32,0.39113191,0.81665146,0.81625205,Train
33,0.38970307,0.81468886,0.81470424,Train
34,0.38854373,0.81419134,0.81481481,Train
35,0.38731238,0.81491005,0.81470424,Train
36,0.38544074,0.81731486,0.81713653,Train
37,0.38295698,0.82041073,0.81923717,Train
38,0.38039398,0.82209688,0.82166946,Train
39,0.37798771,0.82309204,0.82233280,Train
40,0.37552217,0.82358956,0.82332778,Train
41,0.37286547,0.82436353,0.82365948,Train
42,0.37026882,0.82510990,0.82443339,Train
43,0.36803931,0.82588387,0.82598120,Train
44,0.36614570,0.82732123,0.82719737,Train
45,0.36436367,0.82848221,0.82808179,Train
46,0.36266261,0.82870334,0.82907683,Train
47,0.36115342,0.82958788,0.83029300,Train
48,0.35978353,0.83016837,0.83084577,Train
49,0.35833862,0.83083177,0.83150911,Train
50,0.35675284,0.83229679,0.83228302,Train
51,0.35512993,0.83293253,0.83338863,Train
52,0.35350716,0.83293253,0.83405197,Train
53,0.35178944,0.83367884,0.83416253,Train
54,0.34998357,0.83431464,0.83515757,Train
55,0.34824270,0.83519918,0.83548921,Train
56,0.34662855,0.83630484,0.83714759,Train
57,0.34509602,0.83677477,0.83792150,Train
58,0.34369433,0.83790809,0.83814263,Train
59,0.34252143,0.83870965,0.83858484,Train
60,0.34150288,0.83926249,0.83847427,Train
61,0.34054890,0.84003651,0.84024322,Train
62,0.33969176,0.84083807,0.84079599,Train
63,0.33888417,0.84092104,0.84046435,Train
64,0.33804977,0.84188849,0.84013265,Train
65,0.33727920,0.84269011,0.84024322,Train
