Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.67722499,0.88301814,0.88300341,Train
2,0.65874845,0.88301814,0.88300341,Train
3,0.64092731,0.88301814,0.88300341,Train
4,0.62240469,0.88301814,0.88300341,Train
5,0.60225421,0.88301814,0.88300341,Train
6,0.57972187,0.88301814,0.88300341,Train
7,0.55384403,0.88301814,0.88300341,Train
8,0.52447152,0.88301814,0.88300341,Train
9,0.49236917,0.88301814,0.88300341,Train
10,0.45920664,0.88301814,0.88300341,Train
11,0.42766371,0.88301814,0.88300341,Train
12,0.40134296,0.88301814,0.88300341,Train
13,0.38394722,0.88301814,0.88300341,Train
14,0.37748310,0.88301814,0.88300341,Train
15,0.38003546,0.88301814,0.88300341,Train
16,0.38581789,0.88301814,0.88300341,Train
17,0.38899943,0.88301814,0.88300341,Train
18,0.38691649,0.88301814,0.88300341,Train
19,0.37982079,0.88301814,0.88300341,Train
20,0.36944321,0.88301814,0.88300341,Train
21,0.35791102,0.88301814,0.88300341,Train
22,0.34711486,0.88301814,0.88300341,Train
23,0.33830166,0.88301814,0.88300341,Train
24,0.33192152,0.88301814,0.88300341,Train
25,0.32778856,0.88301814,0.88300341,Train
26,0.32528356,0.88301814,0.88300341,Train
27,0.32359618,0.88301814,0.88300341,Train
28,0.32196677,0.88301814,0.88300341,Train
29,0.31986153,0.88301814,0.88300341,Train
30,0.31703937,0.88301814,0.88300341,Train
31,0.31350851,0.88301814,0.88300341,Train
32,0.30945951,0.88301814,0.88300341,Train
33,0.30519244,0.88301814,0.88300341,Train
34,0.30103624,0.88301814,0.88300341,Train
35,0.29726815,0.88301814,0.88300341,Train
36,0.29406145,0.88301814,0.88300341,Train
37,0.29145521,0.88301814,0.88300341,Train
38,0.28935364,0.88301814,0.88300341,Train
39,0.28756905,0.88301814,0.88300341,Train
40,0.28588414,0.88301814,0.88300341,Train
41,0.28411019,0.88301814,0.88300341,Train
42,0.28213507,0.88301814,0.88300341,Train
43,0.27994418,0.88301814,0.88300341,Train
44,0.27760863,0.88301814,0.88300341,Train
45,0.27524385,0.88301814,0.88300341,Train
46,0.27297556,0.88301814,0.88300341,Train
47,0.27090439,0.88301814,0.88300341,Train
48,0.26907068,0.88301814,0.88300341,Train
49,0.26745358,0.88301814,0.88300341,Train
