Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.69568968,0.47142366,0.47144315,Train
2,0.69461036,0.47198460,0.47195309,Train
3,0.69360715,0.47983783,0.47832739,Train
4,0.69251746,0.52654928,0.52004081,Train
5,0.69129169,0.57238108,0.56777155,Train
6,0.68991631,0.58426291,0.58108109,Train
7,0.68833858,0.58622622,0.58266193,Train
8,0.68648529,0.58679992,0.58255994,Train
9,0.68431354,0.58787084,0.58429372,Train
10,0.68182230,0.58899271,0.58556861,Train
11,0.67903608,0.59059906,0.58628249,Train
12,0.67602032,0.59214169,0.58791435,Train
13,0.67287511,0.59405398,0.58806729,Train
14,0.66971147,0.59653997,0.58990312,Train
15,0.66663867,0.59827381,0.59010708,Train
16,0.66373551,0.60005862,0.59245282,Train
17,0.66099316,0.60310560,0.59510452,Train
18,0.65828812,0.60607606,0.59811318,Train
19,0.65543771,0.60955650,0.60132587,Train
20,0.65232539,0.61307514,0.60413057,Train
21,0.64899421,0.61681050,0.60861808,Train
22,0.64564520,0.62202477,0.61341155,Train
23,0.64253545,0.62674183,0.61886793,Train
24,0.63991803,0.62969953,0.62034678,Train
25,0.63795924,0.63222378,0.62264150,Train
26,0.63664955,0.63328189,0.62269253,Train
27,0.63572198,0.63493925,0.62340641,Train
28,0.63473940,0.63669860,0.62682307,Train
29,0.63338733,0.63940132,0.63049465,Train
30,0.63165134,0.64156860,0.63335031,Train
31,0.62976199,0.64450085,0.63549209,Train
32,0.62799054,0.64748400,0.63676697,Train
33,0.62643242,0.64975333,0.63860273,Train
34,0.62503588,0.65138513,0.64023459,Train
35,0.62372828,0.65362895,0.64283526,Train
36,0.62248105,0.65384567,0.64115250,Train
37,0.62121296,0.65658665,0.64727181,Train
38,0.61982483,0.65675241,0.64645588,Train
39,0.61834228,0.65900892,0.64864862,Train
40,0.61695910,0.66113794,0.65242225,Train
41,0.61571741,0.66132921,0.64946455,Train
42,0.61452591,0.66368771,0.65369707,Train
43,0.61335260,0.66287178,0.65232027,Train
44,0.61217421,0.66534507,0.65481895,Train
45,0.61105949,0.66617370,0.65583885,Train
46,0.60998696,0.66695142,0.65645081,Train
47,0.60890001,0.66899121,0.65838856,Train
48,0.60780662,0.66924614,0.65757269,Train
49,0.60675544,0.67168117,0.66083628,Train
50,0.60574484,0.67052102,0.65889853,Train
51,0.60457093,0.67393774,0.66124427,Train
52,0.60323220,0.67439669,0.66119325,Train
53,0.60208613,0.67423093,0.66190720,Train
54,0.60117477,0.67717588,0.66522181,Train
55,0.60017914,0.67697191,0.66593575,Train
56,0.59892970,0.67882049,0.66721058,Train
57,0.59768915,0.68013358,0.66787356,Train
58,0.59663546,0.67948341,0.66879141,Train
59,0.59567833,0.68194395,0.67027026,Train
60,0.59465611,0.68148500,0.67032129,Train
61,0.59346831,0.68425143,0.67338091,Train
62,0.59219730,0.68481243,0.67389089,Train
63,0.59098607,0.68567932,0.67292196,Train
64,0.58987933,0.68775737,0.67689955,Train
65,0.58885205,0.68710721,0.67246300,Train
66,0.58793908,0.69065136,0.67700154,Train
67,0.58714873,0.68844581,0.67327893,Train
68,0.58619487,0.69283140,0.67888832,Train
