Epoch,Train Loss,Train Acc,Test Acc,Method
1,0.69044513,0.93026036,0.93011558,Train
2,0.67846537,0.93050981,0.93053132,Train
3,0.66826904,0.93050981,0.93053132,Train
4,0.65886265,0.93050981,0.93053132,Train
5,0.64937949,0.93050981,0.93053132,Train
6,0.63912565,0.93050981,0.93053132,Train
7,0.62758976,0.93050981,0.93053132,Train
8,0.61397129,0.93050981,0.93053132,Train
9,0.59781086,0.93050981,0.93053132,Train
10,0.57890433,0.93050981,0.93053132,Train
11,0.55716074,0.93050981,0.93053132,Train
12,0.53246093,0.93050981,0.93053132,Train
13,0.50481069,0.93050981,0.93053132,Train
14,0.47438556,0.93050981,0.93053132,Train
15,0.44182637,0.93050981,0.93053132,Train
16,0.40827614,0.93050981,0.93053132,Train
17,0.37533629,0.93050981,0.93053132,Train
18,0.34514821,0.93050981,0.93053132,Train
19,0.32014358,0.93050981,0.93053132,Train
20,0.30247724,0.93050981,0.93053132,Train
21,0.29328859,0.93050981,0.93053132,Train
22,0.29200521,0.93050981,0.93053132,Train
23,0.29605985,0.93050981,0.93053132,Train
24,0.30177221,0.93050981,0.93053132,Train
25,0.30600721,0.93050981,0.93053132,Train
26,0.30696288,0.93050981,0.93053132,Train
27,0.30425754,0.93050981,0.93053132,Train
28,0.29847184,0.93050981,0.93053132,Train
29,0.29060379,0.93050981,0.93053132,Train
30,0.28186738,0.93050981,0.93053132,Train
31,0.27345967,0.93050981,0.93053132,Train
32,0.26637796,0.93050981,0.93053132,Train
33,0.26124087,0.93050981,0.93053132,Train
34,0.25823277,0.93050981,0.93053132,Train
35,0.25705799,0.93050981,0.93053132,Train
36,0.25710022,0.93050981,0.93053132,Train
37,0.25746414,0.93050981,0.93053132,Train
38,0.25740400,0.93050981,0.93053132,Train
39,0.25643760,0.93050981,0.93053132,Train
40,0.25450924,0.93050981,0.93053132,Train
41,0.25183564,0.93050981,0.93053132,Train
42,0.24881442,0.93067610,0.93069762,Train
43,0.24589768,0.93067610,0.93069762,Train
44,0.24345809,0.93067610,0.93069762,Train
