Dataset,Run,Training_Type,Method,CMC_Type,Misclassification_Count,Gurobi_Samples,Stage,Checkpoint,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Test_Loss,Test_Acc
Food101,1,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Food101/Run1_full_checkpoint.pth,0.14555697391430536,96.28333333333333,0.9694766132036845,70.2,0.7343296009063721,76.4
Food101,1,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Food101/Run1_full_checkpoint_50.pth,0.0011612022699167331,100.0,1.1108278091748556,69.26666666666667,0.7976668746948242,78.24
Food101,1,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run1_full_checkpoint.pth,0.338331463098526,92.75,1.085386901696523,66.8,0.8629511341094971,73.04
Food101,1,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run1_full_checkpoint_Resume.pth,0.029261776874462762,99.55,0.9882522807121277,72.86666666666666,0.7780451354980469,78.2
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run1_full_checkpoint.pth,0.0032150559960977187,100.0,0.29229558075990797,93.0053804765565,0.3269876235569606,92.25449515905947
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run1_full_checkpoint_50.pth,0.003264293331141958,100.0,0.3234968963927438,92.77478862413528,0.3298210109527785,92.1622867680959
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run1_full_checkpoint.pth,0.8268851708138488,94.42950441797926,1.1080682507210013,85.54957724827057,1.15078491890359,84.23236514522821
Caltech101,1,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run1_full_checkpoint_Resume.pth,0.004013541502065175,100.0,0.3213629644252446,92.62106072252114,0.3527596516439364,91.42461964038728
Food101,2,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Food101/Run2_full_checkpoint.pth,0.4203506936232249,88.11666666666666,0.9329673911730448,70.0,0.7029775123596191,77.76
Food101,2,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Food101/Run2_full_checkpoint_50.pth,0.0011503072942917545,100.0,1.0516357652346293,71.73333333333333,0.7882631561279297,78.76
Food101,2,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run2_full_checkpoint.pth,0.48916742523511253,86.78333333333333,0.979513490041097,67.86666666666666,0.7592664875030518,76.28
Food101,2,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run2_full_checkpoint_Resume.pth,0.2708650710582733,92.38333333333334,0.9681705363591512,68.2,0.6968455305099487,77.28
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run2_full_checkpoint.pth,0.0031688835588507456,100.0,0.27334784156858327,92.54419677171407,0.33736648935774827,91.97786998616874
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Caltech101/Run2_full_checkpoint_50.pth,0.003865097576585576,100.0,0.2744160746721741,93.54342813220599,0.35086936407811414,91.97786998616874
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run2_full_checkpoint.pth,0.6041684245266367,97.75259316173646,0.9189809921793898,88.08608762490393,0.974746146472493,87.69017980636238
Caltech101,2,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Caltech101_CO/Correct_10_N1000/Run2_full_checkpoint_Resume.pth,0.003929269335762559,100.0,0.27884979413208094,93.46656418139892,0.3617829090029812,91.51682803135085
Food101,3,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Food101/Run3_full_checkpoint.pth,0.08654595025380453,98.05,0.962961139678955,71.53333333333333,0.7607827976226806,77.48
Food101,3,SAM,CMC,Correct,10,1000,Model_init_50,./checkpoints_SAM/Food101/Run3_full_checkpoint_50.pth,0.0011355160508925717,100.0,1.1409281430244447,70.6,0.7846900444030762,78.84
Food101,3,SAM,CMC,Correct,10,1000,Model_init_CMC,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run3_full_checkpoint.pth,0.17145595415433248,96.2,1.00315993754069,69.46666666666667,0.8121806297302246,75.8
Food101,3,SAM,CMC,Correct,10,1000,Model_init_CMC_AGAIN_UNTIL_CONVERGENCE,./checkpoints_SAM/Food101_CO/Correct_10_N1000/Run3_full_checkpoint_Resume.pth,0.016499671327571075,99.76666666666667,1.0139411838849386,71.53333333333333,0.7548882629394531,79.08
Caltech101,3,SAM,CMC,Correct,10,1000,Model_init,./checkpoints_SAM/Caltech101/Run3_full_checkpoint.pth,0.004030642585733729,100.0,0.31302263832248056,92.23674096848578,0.3493670664552501,91.70124481327801
