Run,Phase,Method,Epoch,Train_loss,Train_acc,Val_loss,Val_acc
2,Train,AWP,1,1.9736108136253234,26.135,1.7402218231201172,34.56
2,Train,AWP,2,1.625698119687577,38.945,1.582062857055664,41.1
2,Train,AWP,3,1.4713055398136663,45.3225,1.4335592321395874,47.1
2,Train,AWP,4,1.3026680203672416,52.0,1.3095857273101807,51.73
2,Train,AWP,5,1.1390923075020885,58.8425,1.1397106903076173,59.01
2,Train,AWP,6,0.9948381901549074,64.6625,1.018169777584076,63.71
2,Train,AWP,7,0.8928829995207131,68.79,0.901310486984253,68.0
2,Train,AWP,8,0.7951340121202195,72.395,0.8176820152282714,71.26
2,Train,AWP,9,0.7079603678692644,75.7525,0.7216674648284912,74.45
2,Train,AWP,10,0.6414790184924397,78.145,0.6929344199180603,75.99
2,Train,AWP,11,0.5920667634033167,80.045,0.7700926219940185,73.67
2,Train,AWP,12,0.5531781328181489,81.3075,0.6252310589790344,78.89
2,Train,AWP,13,0.5223778034932316,82.5925,0.6507320516586304,78.11
2,Train,AWP,14,0.49598457904669424,83.5075,0.5489413245201111,81.68
2,Train,AWP,15,0.4770713724648229,84.3475,0.56575043592453,80.56
2,Train,AWP,16,0.45249341947202104,85.2875,0.5460321615219116,81.13
2,Train,AWP,17,0.43667139260532756,85.835,0.5461186809539795,81.9
2,Train,AWP,18,0.42751656420314654,86.0425,0.5436136066436767,81.44
2,Train,AWP,19,0.4097268062468154,86.7475,0.5248445717811584,82.56
2,Train,AWP,20,0.3958915821470011,87.135,0.5347697925567627,82.13
2,Train,AWP,21,0.3896850196603007,87.6125,0.47670883865356445,84.04
2,Train,AWP,22,0.3782157802734131,87.8525,0.43677002210617066,85.31
2,Train,AWP,23,0.3676427151924505,88.1575,0.4700248017311096,84.4
2,Train,AWP,24,0.35838068755099567,88.5975,0.49561554841995237,84.33
2,Train,AWP,25,0.35394251356109646,88.575,0.491591787147522,83.31
2,Train,AWP,26,0.34795850367782216,88.9025,0.4265916941642761,85.4
2,Train,AWP,27,0.3391885596532791,89.2225,0.42811497020721434,85.38
2,Train,AWP,28,0.3305265283146605,89.685,0.41769268178939817,85.77
2,Train,AWP,29,0.3240330398749239,89.7725,0.4058399583816528,87.02
2,Train,AWP,30,0.318976939438631,89.965,0.4616668575286865,84.56
2,Train,AWP,31,0.3182237683869779,90.0075,0.3828227048873901,87.17
2,Train,AWP,32,0.31434147740705326,90.2025,0.4325271857261658,84.91
2,Train,AWP,33,0.30671079590107303,90.4075,0.4022112964630127,86.53
2,Train,AWP,34,0.3013031792621643,90.5675,0.40204603328704835,86.27
2,Train,AWP,35,0.30238852990321075,90.6975,0.3893406468391418,87.1
2,Train,AWP,36,0.29756711756649873,90.7825,0.37851233415603636,87.45
2,Train,AWP,37,0.28945170300075423,90.9525,0.3982443119049072,86.81
2,Train,AWP,38,0.28846791405647326,91.1025,0.37068829727172853,87.72
2,Train,AWP,39,0.28304432165889315,91.3975,0.3713341513633728,87.87
2,Train,AWP,40,0.2850701882721136,91.2625,0.40814026508331297,86.76
2,Train,AWP,41,0.28294814732699347,91.345,0.44830962524414064,84.69
2,Train,AWP,42,0.27227440702553374,91.685,0.3639742584228516,87.89
2,Train,AWP,43,0.2755761917787619,91.5675,0.3612974226951599,88.02
2,Train,AWP,44,0.27510506071793006,91.475,0.36928651819229125,87.57
2,Train,AWP,45,0.26868415150208214,91.8975,0.371074836063385,87.61
2,Train,AWP,46,0.2686093147284688,91.65,0.38804423999786375,87.04
2,Train,AWP,47,0.2643089358703778,92.005,0.3710743078231811,87.68
2,Train,AWP,48,0.268250345231626,91.77,0.3236858017921448,89.43
2,Train,AWP,49,0.26313653788246666,92.1125,0.36476292781829833,87.99
2,Train,AWP,50,0.2606588182167504,92.075,0.41333180828094485,85.49
2,Train,AWP,51,0.25432871724850836,92.3625,0.37806297245025633,87.31
2,Train,AWP,52,0.25999138711359554,92.175,0.3672271753311157,87.51
2,Train,AWP,53,0.25287308898596716,92.385,0.36474851417541504,87.37
2,Train,AWP,54,0.2541271468368582,92.2525,0.3656627944946289,88.07
2,Train,AWP,55,0.2521775984726013,92.565,0.3320598752975464,89.12
2,Train,AWP,56,0.24893511888889458,92.4925,0.3505871163368225,88.41
2,Train,AWP,57,0.25093119427228505,92.455,0.39387681789398193,86.7
2,Train,AWP,58,0.24696728130118153,92.6575,0.34223662929534915,88.66
2,Train_Test,AWP,-1,0.3299767936706543,89.27,-,-
AWP__0,,,,,,,
1,Train,AWP,1,2.031277154962095,23.0425,1.893597555923462,27.78
1,Train,AWP,2,1.6691671297573054,36.4475,1.6134724487304688,38.95
1,Train,AWP,3,1.4709644447119472,44.685,1.4084525875091554,48.76
1,Train,AWP,4,1.2709724956427138,53.3325,1.2417335807800294,53.97
1,Train,AWP,5,1.1274224456887656,58.85,1.0715674535751343,62.14
1,Train,AWP,6,1.020191028285712,63.6625,0.974533016872406,65.43
1,Train,AWP,7,0.9290481154530194,67.06,0.9537662984848022,65.62
1,Train,AWP,8,0.8557243282421709,69.975,0.8555360758781433,69.64
1,Train,AWP,9,0.7775819870991448,72.9025,0.7575977070808411,73.27
1,Train,AWP,10,0.7042157539544395,75.8225,0.6850682784080505,76.57
1,Train,AWP,11,0.6446695183984007,78.1025,0.7294011479377747,74.48
1,Train,AWP,12,0.5928143250485198,79.95,0.6582656663417816,77.29
1,Train,AWP,13,0.5528814465093156,81.54,0.6284597860336304,78.24
1,Train,AWP,14,0.5206072509479218,82.6125,0.5512307443141937,81.16
1,Train,AWP,15,0.500051834712775,83.54,0.604621700668335,79.59
1,Train,AWP,16,0.4830469714757353,84.2675,0.69000420627594,76.49
1,Train,AWP,17,0.46619809721224603,84.575,0.49309680995941163,83.44
1,Train,AWP,18,0.4404415382554356,85.695,0.5084077938556671,82.48
1,Train,AWP,19,0.4249316457742319,86.0925,0.479954816365242,84.12
1,Train,AWP,20,0.41682333173081515,86.4225,0.5219520117759705,81.7
1,Train,AWP,21,0.4016739512784793,86.8375,0.46544479928016663,84.64
1,Train,AWP,22,0.3925241096712911,87.215,0.4755154131889343,84.08
1,Train,AWP,23,0.38505373666652093,87.73,0.5024363910198212,83.29
1,Train,AWP,24,0.37138332236117827,88.0625,0.46089535751342775,84.56
1,Train,AWP,25,0.3630002668490425,88.535,0.3992654130458832,87.07
1,Train,AWP,26,0.3570657507204019,88.725,0.5357830248832702,82.34
1,Train,AWP,27,0.3491161691780669,88.995,0.41567203645706174,86.42
1,Train,AWP,28,0.34414448205845805,89.0025,0.43273783812522887,85.37
1,Train,AWP,29,0.34121564354378575,89.2925,0.3910837800502777,87.46
1,Train,AWP,30,0.3309818977555528,89.5925,0.39316263422966,86.93
1,Train,AWP,31,0.3263191974010711,89.85,0.39418542981147764,87.21
1,Train,AWP,32,0.3216790152243532,89.9125,0.4043904203414917,86.64
1,Train,AWP,33,0.3144563664072238,90.2775,0.3812413770437241,87.65
1,Train,AWP,34,0.3094455393168111,90.405,0.3577707248687744,88.06
1,Train,AWP,35,0.3094722537663036,90.545,0.36091996486186984,88.15
1,Train,AWP,36,0.30290536377757504,90.6475,0.3780540724754333,87.45
1,Train,AWP,37,0.2991458423221454,90.86,0.3779972192764282,87.64
1,Train,AWP,38,0.2934698254917376,91.005,0.37784002175331116,87.7
