GurobiEdit,1,0.0193,99.70
GurobiEdit,2,0.0193,99.70
GurobiEdit,3,0.0193,99.70
GurobiEdit,4,0.0194,99.70
GurobiEdit,5,0.0195,99.70
GurobiEdit,6,0.0196,99.69
GurobiEdit,7,0.0198,99.67
GurobiEdit,8,0.0199,99.67
GurobiEdit,9,0.0200,99.66
GurobiEdit,10,0.0202,99.64
GurobiEdit,11,0.0203,99.66
GurobiEdit_Test,-1,87.48941650614142,89.93
