Dataset,Row,N_Sample,Col,Seed,Mismatch,FlipTry,Flipped,Flip_Percentage,Tr_Acc,Val_Acc,Tr_loss,Val_loss,F1
fri_c2_100_10.csv,100,80,10,60,1,1,19,19.0,0.5444444444444444,0.6,0.674708366394043,0.6885792016983032,0.7050359712230215
fri_c2_100_10.csv,100,80,10,70,1,1,1,1.0,0.8555555555555555,0.9,0.4100562334060669,0.3297314047813415,0.8631578947368421
fri_c2_100_10.csv,100,80,10,80,1,1,1,1.0,0.5444444444444444,0.6,0.6904798150062561,0.6781802177429199,0.7050359712230215
fri_c2_100_10.csv,100,80,10,90,1,1,8,8.0,0.4444444444444444,0.6,0.7079243659973145,0.6813489198684692,0.038461538461538464
AP_Breast_Kidney.csv,604,483,10935,0,1,1,6,0.99,0.990791896869245,0.9836065573770492,0.1400896906852722,0.2649735808372497,0.9893842887473461
AP_Breast_Kidney.csv,604,483,10935,10,1,1,6,0.99,0.994475138121547,0.9672131147540984,0.0128244711086153,0.0501371510326862,0.9937369519832986
AP_Breast_Kidney.csv,604,483,10935,20,1,1,5,0.83,0.990791896869245,1.0,0.0483670495450496,0.0204831678420305,0.9893842887473461
AP_Breast_Kidney.csv,604,483,10935,30,1,1,22,3.64,0.988950276243094,0.9672131147540984,0.0165030173957347,0.0616925731301307,0.9869565217391304
AP_Breast_Kidney.csv,604,483,10935,40,1,1,1,0.17,0.992633517495396,0.9508196721311476,0.0103566041216254,0.3203684985637665,0.9914163090128756
AP_Breast_Kidney.csv,604,483,10935,50,1,1,14,2.32,0.998158379373849,0.9508196721311476,0.1022476553916931,0.2072751522064209,0.9979035639412998
AP_Breast_Kidney.csv,604,483,10935,60,1,1,6,0.99,0.996316758747698,1.0,0.0075114499777555,0.0158268511295318,0.9957983193277311
AP_Breast_Kidney.csv,604,483,10935,70,1,1,31,5.13,0.990791896869245,1.0,0.0494253411889076,0.0248941890895366,0.989517819706499
AP_Breast_Kidney.csv,604,483,10935,80,1,1,2,0.33,0.996316758747698,0.9836065573770492,0.0091567430645227,0.0801427885890007,0.9956709956709957
AP_Breast_Kidney.csv,604,483,10935,90,1,1,1,0.17,0.992633517495396,0.9672131147540984,0.2026274800300598,0.4121841192245483,0.9912280701754386
fri_c3_100_5.csv,100,80,5,0,1,1,1,1.0,0.7666666666666667,0.7,0.5776408910751343,0.6472799181938171,0.8141592920353983
fri_c3_100_5.csv,100,80,5,10,1,1,4,4.0,0.6,0.4,0.6828067302703857,0.700627326965332,0.7313432835820896
fri_c3_100_5.csv,100,80,5,20,1,1,1,1.0,0.5888888888888889,0.3,0.6716723442077637,0.7728766202926636,0.7412587412587412
fri_c3_100_5.csv,100,80,5,30,1,1,1,1.0,0.7444444444444445,0.9,0.5473996996879578,0.5072026252746582,0.7850467289719626
fri_c3_100_5.csv,100,80,5,40,1,1,3,3.0,0.7444444444444445,1.0,0.5937624573707581,0.4721685349941253,0.7927927927927928
fri_c3_100_5.csv,100,80,5,50,1,1,1,1.0,0.5777777777777777,0.4,0.6866546869277954,0.700562596321106,0.7323943661971831
fri_c3_100_5.csv,100,80,5,60,1,1,20,20.0,0.4777777777777778,0.7,0.6926949620246887,0.6735943555831909,0.22950819672131148
fri_c3_100_5.csv,100,80,5,70,1,1,10,10.0,0.8333333333333334,1.0,0.5150629878044128,0.4489391446113586,0.8648648648648649
fri_c3_100_5.csv,100,80,5,80,1,1,5,5.0,0.3888888888888889,0.9,0.7392933964729309,0.5893634557723999,0.0
fri_c3_100_5.csv,100,80,5,90,1,1,2,2.0,0.5888888888888889,0.7,0.6893185973167419,0.6880300641059875,0.6021505376344086
tecator.csv,240,192,124,0,1,1,24,10.0,0.976851851851852,0.9166666666666666,0.2448030710220337,0.2961949408054352,0.9795918367346939
tecator.csv,240,192,124,10,1,1,8,3.33,0.9722222222222222,0.9583333333333334,0.08869119733572,0.2162950187921524,0.9765625
tecator.csv,240,192,124,20,1,1,1,0.42,0.9953703703703703,1.0,0.0440510548651218,0.0610744319856166,0.9961685823754789
tecator.csv,240,192,124,30,1,1,2,0.83,0.9722222222222222,1.0,0.0649588108062744,0.0290345530956983,0.975
tecator.csv,240,192,124,40,1,1,1,0.42,0.9907407407407408,0.9166666666666666,0.0676643326878547,0.120848499238491,0.9917355371900827
tecator.csv,240,192,124,50,1,1,1,0.42,0.9861111111111112,0.9583333333333334,0.0704467967152595,0.0900750383734703,0.9881422924901185
tecator.csv,240,192,124,60,1,1,5,2.08,0.976851851851852,0.9166666666666666,0.1369757354259491,0.3305454552173614,0.979757085020243
tecator.csv,240,192,124,70,1,1,2,0.83,0.9861111111111112,1.0,0.0549657009541988,0.0381190553307533,0.9880478087649402
tecator.csv,240,192,124,80,1,1,1,0.42,0.9861111111111112,0.9583333333333334,0.046061847358942,0.0610367357730865,0.9874476987447699
tecator.csv,240,192,124,90,1,1,2,0.83,0.9814814814814816,0.9583333333333334,0.1254394799470901,0.132793128490448,0.9833333333333333
fri_c3_1000_50.csv,1000,800,50,0,1,1,1,0.1,0.7666666666666667,0.68,0.5320850014686584,0.6131113171577454,0.7984644913627639
fri_c3_1000_50.csv,1000,800,50,10,1,1,1,0.1,0.7666666666666667,0.73,0.5313202142715454,0.5716304779052734,0.8148148148148148
fri_c3_1000_50.csv,1000,800,50,30,1,1,3,0.3,0.7466666666666667,0.63,0.5482548475265503,0.6427940130233765,0.7896678966789668
fri_c3_1000_50.csv,1000,800,50,40,1,1,2,0.2,0.7266666666666667,0.72,0.5655918121337891,0.5660960078239441,0.7302631578947368
fri_c3_1000_50.csv,1000,800,50,50,1,1,4,0.4,0.7311111111111112,0.6,0.5604237914085388,0.6756861805915833,0.7645914396887159
fri_c3_1000_50.csv,1000,800,50,60,1,1,4,0.4,0.7511111111111111,0.62,0.5678488612174988,0.6505669951438904,0.7870722433460076
fri_c3_1000_50.csv,1000,800,50,70,1,1,1,0.1,0.7655555555555555,0.69,0.5249643325805664,0.6362470388412476,0.7976989453499521
fri_c3_1000_50.csv,1000,800,50,80,1,1,1,0.1,0.7555555555555555,0.65,0.5520802736282349,0.6029693484306335,0.7741273100616016
fri_c3_1000_50.csv,1000,800,50,90,1,1,3,0.3,0.7411111111111112,0.62,0.5498840808868408,0.6243921518325806,0.7731256085686465
fri_c2_500_50.csv,500,400,50,0,1,1,3,0.6,0.8311111111111111,0.72,0.4562313258647918,0.5478625297546387,0.8544061302681992
fri_c2_500_50.csv,500,400,50,10,1,1,3,0.6,0.7933333333333333,0.6,0.5986216068267822,0.7126873731613159,0.8371278458844134
fri_c2_500_50.csv,500,400,50,20,1,1,2,0.4,0.8511111111111112,0.76,0.4115968942642212,0.5616433024406433,0.8738229755178908
fri_c2_500_50.csv,500,400,50,30,1,1,1,0.2,0.8111111111111111,0.76,0.4585224092006683,0.4929703772068023,0.834307992202729
fri_c2_500_50.csv,500,400,50,40,1,1,3,0.6,0.7955555555555556,0.78,0.4888389110565185,0.5835508108139038,0.8167330677290837
fri_c2_500_50.csv,500,400,50,50,1,1,1,0.2,0.8333333333333334,0.64,0.4603241682052612,0.7465970516204834,0.8633879781420765
fri_c2_500_50.csv,500,400,50,60,1,1,1,0.2,0.8244444444444444,0.68,0.4603278338909149,0.6290431022644043,0.8489483747609943
fri_c2_500_50.csv,500,400,50,70,1,1,2,0.4,0.8288888888888889,0.7,0.4448722898960113,0.4986534118652344,0.8522072936660269
fri_c2_500_50.csv,500,400,50,80,1,1,4,0.8,0.7844444444444445,0.68,0.5131668448448181,0.6888017058372498,0.8264758497316637
fri_c2_500_50.csv,500,400,50,90,1,1,1,0.2,0.8444444444444444,0.76,0.485194444656372,0.5934775471687317,0.875
autoUniv-au1-1000.csv,1000,800,20,0,1,1,8,0.8,0.7411111111111112,0.76,0.5136475563049316,0.527903139591217,0.8509277031349968
autoUniv-au1-1000.csv,1000,800,20,10,1,1,10,1.0,0.7422222222222222,0.73,0.5096379518508911,0.5443664193153381,0.8520408163265306
autoUniv-au1-1000.csv,1000,800,20,30,1,1,5,0.5,0.7455555555555555,0.76,0.5121814012527466,0.5090057253837585,0.8527331189710611
autoUniv-au1-1000.csv,1000,800,20,40,1,1,4,0.4,0.7444444444444445,0.71,0.5265634655952454,0.5880753397941589,0.8535031847133758
autoUniv-au1-1000.csv,1000,800,20,50,1,1,2,0.2,0.7411111111111112,0.74,0.5168527960777283,0.5714552402496338,0.8513082322910019
autoUniv-au1-1000.csv,1000,800,20,60,1,1,1,0.1,0.7455555555555555,0.7,0.504464328289032,0.5847301483154297,0.8542329726288987
autoUniv-au1-1000.csv,1000,800,20,70,1,1,2,0.2,0.7777777777777778,0.82,0.5192506909370422,0.4742011129856109,0.868421052631579
autoUniv-au1-1000.csv,1000,800,20,90,1,1,2,0.2,0.7766666666666666,0.79,0.4972812235355377,0.4884526431560516,0.8671513549239921
acute-inflammations.csv,120,96,6,0,1,1,2,1.67,1.0,1.0,0.0031416085548698,0.0015495953848585,1.0
acute-inflammations.csv,120,96,6,20,1,1,2,1.67,1.0,1.0,0.0336202681064605,0.0283670183271169,1.0
acute-inflammations.csv,120,96,6,30,1,1,2,1.67,1.0,1.0,0.0111869880929589,0.013158812187612,1.0
acute-inflammations.csv,120,96,6,40,1,1,3,2.5,1.0,1.0,0.0075316103175282,0.0055843647569417,1.0
acute-inflammations.csv,120,96,6,50,1,1,4,3.33,1.0,1.0,0.008868564851582,0.0065193106420338,1.0
acute-inflammations.csv,120,96,6,70,1,1,3,2.5,1.0,1.0,0.0039100009016692,0.0025557992048561,1.0
acute-inflammations.csv,120,96,6,80,1,1,2,1.67,1.0,1.0,0.0059088193811476,0.0076146908104419,1.0
acute-inflammations.csv,120,96,6,90,1,1,3,2.5,1.0,1.0,2.44130460487213e-05,1.596474612597376e-05,1.0
credit_g.csv,1000,800,20,0,1,1,3,0.3,0.7144444444444444,0.77,0.496084600687027,0.5132778286933899,0.8211551844119693
credit_g.csv,1000,800,20,10,1,1,5,0.5,0.7311111111111112,0.78,0.4985361397266388,0.4639730155467987,0.8340192043895748
credit_g.csv,1000,800,20,20,1,1,8,0.8,0.7244444444444444,0.7,0.5058323740959167,0.5308287739753723,0.8303693570451436
credit_g.csv,1000,800,20,30,1,1,6,0.6,0.7333333333333333,0.77,0.4988132119178772,0.4870470464229584,0.8309859154929577
credit_g.csv,1000,800,20,40,1,1,1,0.1,0.7411111111111112,0.73,0.4965648055076599,0.4865908324718475,0.8315256688358641
credit_g.csv,1000,800,20,50,1,1,5,0.5,0.7366666666666667,0.67,0.4976647496223449,0.5264055132865906,0.8408327736736064
credit_g.csv,1000,800,20,70,1,1,1,0.1,0.7244444444444444,0.73,0.4916727244853973,0.5330063700675964,0.8287292817679558
credit_g.csv,1000,800,20,80,1,1,7,0.7,0.6988888888888889,0.71,0.5108636617660522,0.5602492690086365,0.8227599738391105
credit_g.csv,1000,800,20,90,1,1,51,5.1,0.7144444444444444,0.73,0.5053284764289856,0.5161005258560181,0.8283233132932531
fri_c3_500_25.csv,500,400,25,0,1,1,6,1.2,0.5733333333333334,0.44,0.6711834073066711,0.6950931549072266,0.7288135593220338
fri_c3_500_25.csv,500,400,25,10,1,1,3,0.6,0.7266666666666667,0.66,0.5496813654899597,0.5955783724784851,0.7474332648870636
fri_c3_500_25.csv,500,400,25,20,1,1,1,0.2,0.7022222222222222,0.68,0.6378969550132751,0.6563969254493713,0.7744107744107744
fri_c3_500_25.csv,500,400,25,30,1,1,2,0.4,0.6955555555555556,0.62,0.5788781642913818,0.6765562295913696,0.7557932263814616
fri_c3_500_25.csv,500,400,25,40,1,1,1,0.2,0.7177777777777777,0.64,0.6028062701225281,0.6614125967025757,0.7814113597246127
fri_c3_500_25.csv,500,400,25,50,1,1,2,0.4,0.7266666666666667,0.58,0.5757489800453186,0.6449699997901917,0.7751371115173674
fri_c3_500_25.csv,500,400,25,60,1,1,1,0.2,0.6866666666666666,0.68,0.608820915222168,0.6157893538475037,0.7495559502664298
fri_c3_500_25.csv,500,400,25,70,1,1,1,0.2,0.7333333333333333,0.6,0.5702534914016724,0.6438372731208801,0.7701149425287356
fri_c3_500_25.csv,500,400,25,80,1,1,3,0.6,0.7244444444444444,0.62,0.5708011984825134,0.6071879863739014,0.7529880478087649
fri_c3_500_25.csv,500,400,25,90,1,1,9,1.8,0.6955555555555556,0.68,0.5719062685966492,0.6029022336006165,0.7583774250440917
AP_Ovary_Kidney.csv,458,366,10935,0,1,1,1,0.22,1.0,0.9782608695652174,0.0143671715632081,0.1289031952619552,1.0
AP_Ovary_Kidney.csv,458,366,10935,10,1,1,3,0.66,0.9951456310679612,0.9347826086956522,0.0121388304978609,0.2696958184242248,0.9957805907172996
AP_Ovary_Kidney.csv,458,366,10935,20,1,1,3,0.66,0.983009708737864,0.9347826086956522,0.0294376760721206,0.4087886810302734,0.9850746268656716
AP_Ovary_Kidney.csv,458,366,10935,30,1,1,14,3.06,0.9975728155339806,0.9565217391304348,0.2154487371444702,0.3604238033294678,0.9978858350951374
AP_Ovary_Kidney.csv,458,366,10935,40,1,1,9,1.97,0.9805825242718448,0.9565217391304348,0.0287418253719806,0.1029865220189094,0.9827586206896551
AP_Ovary_Kidney.csv,458,366,10935,50,1,1,1,0.22,0.9805825242718448,0.9565217391304348,0.018055260181427,0.2455068677663803,0.9826839826839827
AP_Ovary_Kidney.csv,458,366,10935,60,1,1,10,2.18,0.9975728155339806,0.9782608695652174,0.0139857782050967,0.0973461717367172,0.9979035639412998
AP_Ovary_Kidney.csv,458,366,10935,70,1,1,13,2.84,0.9975728155339806,1.0,0.0104567799717187,0.004339117091149,0.9978118161925602
AP_Ovary_Kidney.csv,458,366,10935,80,1,1,9,1.97,0.9757281553398058,1.0,0.0363689623773098,0.0124445790424942,0.9779735682819384
AP_Ovary_Kidney.csv,458,366,10935,90,1,1,4,0.87,0.9951456310679612,0.9782608695652174,0.0166758690029382,0.0692450925707817,0.9956521739130435
fri_c4_250_25.csv,250,200,25,0,1,1,5,2.0,0.5555555555555556,0.44,0.6849667429924011,0.7023520469665527,0.7142857142857143
fri_c4_250_25.csv,250,200,25,10,1,1,4,1.6,0.5288888888888889,0.48,0.6899622678756714,0.6909210681915283,0.4752475247524752
fri_c4_250_25.csv,250,200,25,20,1,1,10,4.0,0.4444444444444444,0.6,0.6995269656181335,0.6833726763725281,0.1610738255033557
fri_c4_250_25.csv,250,200,25,30,1,1,11,4.4,0.7244444444444444,0.44,0.5891316533088684,0.6514633297920227,0.7633587786259542
fri_c4_250_25.csv,250,200,25,40,1,1,14,5.6,0.6755555555555556,0.6,0.6455371379852295,0.6953405737876892,0.6812227074235808
fri_c4_250_25.csv,250,200,25,50,1,1,3,1.2,0.7466666666666667,0.68,0.5607908368110657,0.5603249073028564,0.7799227799227799
fri_c4_250_25.csv,250,200,25,60,1,1,2,0.8,0.7644444444444445,0.72,0.5646263360977173,0.6490456461906433,0.7725321888412017
fri_c4_250_25.csv,250,200,25,70,1,1,3,1.2,0.7466666666666667,0.76,0.521729588508606,0.4953547716140747,0.7466666666666667
fri_c4_250_25.csv,250,200,25,80,1,1,3,1.2,0.6755555555555556,0.6,0.6117434501647949,0.6627380847930908,0.7508532423208191
fri_c4_250_25.csv,250,200,25,90,1,1,2,0.8,0.4488888888888889,0.56,0.6986610293388367,0.6870909333229065,0.015873015873015872
fri_c2_250_5.csv,250,200,5,0,1,1,11,4.4,0.5333333333333333,0.76,0.6741785407066345,0.6011151075363159,0.6956521739130435
fri_c2_250_5.csv,250,200,5,10,1,1,8,3.2,0.5777777777777777,0.4,0.6830982565879822,0.6997023820877075,0.7323943661971831
fri_c2_250_5.csv,250,200,5,20,1,1,2,0.8,0.8177777777777778,0.84,0.5011357069015503,0.5170243978500366,0.8298755186721992
fri_c2_250_5.csv,250,200,5,30,1,1,1,0.4,0.7111111111111111,0.76,0.637344241142273,0.6364577412605286,0.7547169811320755
fri_c2_250_5.csv,250,200,5,50,1,1,10,4.0,0.8088888888888889,0.88,0.541935920715332,0.4609178900718689,0.8200836820083682
fri_c2_250_5.csv,250,200,5,60,1,1,1,0.4,0.84,0.84,0.4983894228935241,0.5139729976654053,0.856
fri_c2_250_5.csv,250,200,5,70,1,1,3,1.2,0.7511111111111111,0.56,0.5708943605422974,0.6319065690040588,0.776
fri_c2_250_5.csv,250,200,5,80,1,1,1,0.4,0.7777777777777778,0.8,0.551108181476593,0.5486836433410645,0.7933884297520661
fri_c2_250_5.csv,250,200,5,90,1,1,1,0.4,0.8,0.92,0.5347727537155151,0.4717372059822082,0.8178137651821862
kc1-top5.csv,145,116,94,20,1,1,2,1.38,0.9384615384615383,1.0,0.0956105887889862,0.0279920026659965,0.9682539682539683
kc1-top5.csv,145,116,94,40,1,1,3,2.07,0.946153846153846,0.9333333333333332,0.0858407095074653,0.1822805553674698,0.9723320158102767
kc1-top5.csv,145,116,94,50,1,1,1,0.69,0.9692307692307692,0.8,0.1446047127246856,0.3839154839515686,0.984251968503937
kc1-top5.csv,145,116,94,60,1,1,1,0.69,0.9615384615384616,1.0,0.1109587773680687,0.0422911383211612,0.979757085020243
kc1-top5.csv,145,116,94,70,1,1,6,4.14,0.946153846153846,0.9333333333333332,0.0925150364637374,0.1552233099937439,0.9723320158102767
kc1-top5.csv,145,116,94,80,1,1,1,0.69,0.9384615384615383,1.0,0.0901824831962585,0.0112320780754089,0.9682539682539683
kc1-top5.csv,145,116,94,90,1,1,4,2.76,0.946153846153846,0.9333333333333332,0.1364599466323852,0.1981006115674972,0.9723320158102767
breast.csv,699,559,10,10,1,1,2,0.29,0.9697933227344993,0.9714285714285714,0.0918888971209526,0.0773026645183563,0.9582417582417583
breast.csv,699,559,10,40,1,1,1,0.14,0.9682034976152624,0.9571428571428572,0.13896344602108,0.2048161774873733,0.954954954954955
breast.csv,699,559,10,50,1,1,1,0.14,0.9682034976152624,0.9714285714285714,0.1254843026399612,0.0904924049973487,0.9539170506912442
breast.csv,699,559,10,60,1,1,7,1.0,0.9666136724960256,0.9714285714285714,0.1031168550252914,0.0695104151964187,0.9517241379310345
breast.csv,699,559,10,90,1,1,3,0.43,0.9745627980922098,0.9571428571428572,0.1067309603095054,0.1206523329019546,0.9641255605381166
strikes.csv,625,500,6,0,1,1,2,0.32,0.7259786476868327,0.6190476190476191,0.6044732332229614,0.6581225991249084,0.6882591093117408
strikes.csv,625,500,6,10,1,1,14,2.24,0.7473309608540926,0.7142857142857143,0.5810747742652893,0.5777539014816284,0.7560137457044673
strikes.csv,625,500,6,20,1,1,17,2.72,0.7669039145907474,0.7619047619047619,0.5580911636352539,0.5853999257087708,0.7721739130434783
strikes.csv,625,500,6,30,1,1,2,0.32,0.7330960854092526,0.8253968253968254,0.5766209959983826,0.548270583152771,0.6710526315789473
strikes.csv,625,500,6,40,1,1,10,1.6,0.6690391459074733,0.6349206349206349,0.5939308404922485,0.6608157753944397,0.696078431372549
strikes.csv,625,500,6,50,1,1,6,0.96,0.6548042704626335,0.746031746031746,0.5979206562042236,0.5551930069923401,0.7259887005649718
strikes.csv,625,500,6,60,1,1,5,0.8,0.491103202846975,0.6031746031746031,0.690216600894928,0.6812908053398132,0.0
strikes.csv,625,500,6,70,1,1,5,0.8,0.7526690391459074,0.6190476190476191,0.4992380440235138,0.5385377407073975,0.7203219315895373
strikes.csv,625,500,6,80,1,1,4,0.64,0.7402135231316725,0.7301587301587301,0.5321277379989624,0.5090236067771912,0.7383512544802867
strikes.csv,625,500,6,90,1,1,1,0.16,0.6903914590747331,0.7301587301587301,0.5723981261253357,0.5241200923919678,0.7463556851311953
arsenic-male-bladder.csv,559,447,4,0,1,1,17,3.04,0.978131212723658,0.9464285714285714,0.0917411297559738,0.1594218015670776,0.6451612903225806
arsenic-male-bladder.csv,559,447,4,10,1,1,1,0.18,0.9602385685884692,0.9285714285714286,0.1339104175567627,0.1741102039813995,0.0
arsenic-male-bladder.csv,559,447,4,30,1,1,1,0.18,0.9542743538767396,0.9821428571428572,0.1305076628923416,0.0502444766461849,0.0
arsenic-male-bladder.csv,559,447,4,40,1,1,2,0.36,0.956262425447316,0.9642857142857144,0.1467613726854324,0.1210138648748397,0.0
arsenic-male-bladder.csv,559,447,4,50,1,1,10,1.79,0.952286282306163,1.0,0.1257935762405395,0.0219340380281209,0.0
arsenic-male-bladder.csv,559,447,4,60,1,1,12,2.15,0.978131212723658,0.9642857142857144,0.0999658405780792,0.1464512646198272,0.6451612903225806
arsenic-male-bladder.csv,559,447,4,70,1,1,7,1.25,0.9721669980119284,0.9821428571428572,0.1133376881480217,0.0921437218785286,0.5625
arsenic-male-bladder.csv,559,447,4,80,1,1,6,1.07,0.956262425447316,0.9642857142857144,0.1200007870793342,0.0942102447152137,0.0
fri_c0_500_50.csv,500,400,50,0,1,1,1,0.2,0.9155555555555556,0.82,0.286513477563858,0.4592127501964569,0.91324200913242
fri_c0_500_50.csv,500,400,50,10,1,1,2,0.4,0.9266666666666666,0.74,0.3550857305526733,0.6103746891021729,0.9255079006772009
fri_c0_500_50.csv,500,400,50,40,1,1,5,1.0,0.9177777777777778,0.72,0.2529461979866028,0.5386813879013062,0.9149425287356322
fri_c0_500_50.csv,500,400,50,50,1,1,1,0.2,0.9111111111111112,0.8,0.2527065277099609,0.4703938663005829,0.9065420560747663
fri_c0_500_50.csv,500,400,50,60,1,1,4,0.8,0.9222222222222224,0.88,0.2571837902069092,0.2566520273685455,0.9244060475161987
fri_c0_500_50.csv,500,400,50,70,1,1,2,0.4,0.8977777777777778,0.76,0.3161699175834656,0.5258623957633972,0.8949771689497716
fri_c0_500_50.csv,500,400,50,90,1,1,3,0.6,0.9311111111111112,0.82,0.236054316163063,0.3948278427124023,0.9263657957244655
AP_Omentum_Lung.csv,203,162,10935,0,1,1,4,1.97,1.0,0.9523809523809524,0.0215676892548799,0.0529409982264041,1.0
AP_Omentum_Lung.csv,203,162,10935,10,1,1,1,0.49,0.978021978021978,1.0,0.0253294631838798,0.0242954883724451,0.9824561403508771
AP_Omentum_Lung.csv,203,162,10935,30,1,1,9,4.43,0.9725274725274724,0.9523809523809524,0.0604083389043808,0.1881006360054016,0.9765258215962441
AP_Omentum_Lung.csv,203,162,10935,40,1,1,1,0.49,0.9835164835164836,0.7619047619047619,0.2609632611274719,0.7820695042610168,0.9866666666666667
AP_Omentum_Lung.csv,203,162,10935,50,1,1,3,1.48,0.9835164835164836,0.9047619047619048,0.0805629342794418,0.1536825299263,0.986784140969163
AP_Omentum_Lung.csv,203,162,10935,60,1,1,31,15.27,0.989010989010989,0.8571428571428571,0.0917683169245719,0.2347396612167358,0.990909090909091
AP_Omentum_Lung.csv,203,162,10935,90,1,1,4,1.97,0.989010989010989,0.9523809523809524,0.0534552857279777,0.6268530488014221,0.9912280701754386
AP_Prostate_Lung.csv,195,156,10935,0,1,1,1,0.51,1.0,0.95,0.1069325283169746,0.1913874149322509,1.0
AP_Prostate_Lung.csv,195,156,10935,10,1,1,25,12.82,0.9942857142857144,1.0,0.0665619522333145,0.0414629019796848,0.9957081545064378
AP_Prostate_Lung.csv,195,156,10935,20,1,1,13,6.67,1.0,1.0,0.0019744765013456,0.0005392163293436,1.0
AP_Prostate_Lung.csv,195,156,10935,30,1,1,1,0.51,1.0,1.0,0.0399421453475952,0.0857722610235214,1.0
AP_Prostate_Lung.csv,195,156,10935,40,1,1,13,6.67,1.0,1.0,0.0026337166782468,0.0020391584839671,1.0
AP_Prostate_Lung.csv,195,156,10935,50,1,1,1,0.51,0.9771428571428572,1.0,0.0236677657812833,0.0080895107239484,0.9821428571428571
AP_Prostate_Lung.csv,195,156,10935,60,1,1,13,6.67,0.9714285714285714,0.95,0.1361209601163864,0.129502385854721,0.9771689497716894
AP_Prostate_Lung.csv,195,156,10935,70,1,1,1,0.51,0.9942857142857144,1.0,0.0142445573583245,0.0580069534480571,0.9955555555555555
AP_Prostate_Lung.csv,195,156,10935,80,1,1,11,5.64,0.9942857142857144,0.95,0.132898136973381,0.1497131288051605,0.9955156950672646
AP_Prostate_Lung.csv,195,156,10935,90,1,1,2,1.03,1.0,1.0,0.0077125392854213,0.0083837322890758,1.0
AP_Endometrium_Breast.csv,405,324,10935,0,1,1,1,0.25,1.0,1.0,0.0041990303434431,0.0008477697847411,1.0
AP_Endometrium_Breast.csv,405,324,10935,10,1,1,17,4.2,1.0,1.0,0.0223245024681091,0.0271605774760246,1.0
AP_Endometrium_Breast.csv,405,324,10935,20,1,1,6,1.48,0.978021978021978,0.975609756097561,0.1165356785058975,0.0727071911096572,0.9867109634551495
AP_Endometrium_Breast.csv,405,324,10935,30,1,1,27,6.67,1.0,1.0,0.0076038162223994,0.0169288050383329,1.0
AP_Endometrium_Breast.csv,405,324,10935,40,1,1,1,0.25,1.0,0.975609756097561,0.0312465056777,0.0454639121890068,1.0
AP_Endometrium_Breast.csv,405,324,10935,50,1,1,8,1.98,0.9972527472527472,0.926829268292683,0.1039183363318443,0.1823024451732635,0.9983739837398374
AP_Endometrium_Breast.csv,405,324,10935,60,1,1,4,0.99,1.0,0.902439024390244,0.0123221529647707,0.1315676271915435,1.0
AP_Endometrium_Breast.csv,405,324,10935,70,1,1,28,6.91,0.9972527472527472,0.975609756097561,0.0149106308817863,0.1230594143271446,0.99836867862969
AP_Endometrium_Breast.csv,405,324,10935,80,1,1,39,9.63,1.0,1.0,0.0171659737825393,0.0156269967555999,1.0
AP_Endometrium_Breast.csv,405,324,10935,90,1,1,9,2.22,1.0,1.0,0.0038145158905535,0.0039943843148648,1.0
