Dataset,N_samples,Threshold,Flip_Count,Mismatch,Max_Abs_magn,Median_magn,Mean_magn,Sum_Abs_magn,Geomean_magn
fri_c1_100_25.csv,100,3e-05,1,1,0.6535498952526917,0.0,0.0050662782577728036,0.6535498952526917,0.0039062485595346974
fri_c1_100_5.csv,100,3e-05,1,1,2.7730384728973987,0.0,0.09254517084530037,4.534713371419718,0.048993338646301954
fri_c1_100_50.csv,100,3e-05,1,1,2.7491830982722862,0.0,0.01200516636800125,2.7491830982722862,0.005787591959961702
fri_c1_250_10.csv,250,3e-05,1,1,0.9539505893721225,0.0,0.013825370860465544,0.9539505893721225,0.009755294024138772
fri_c1_250_25.csv,250,3e-05,1,1,2.5900780060685094,0.0,0.02007812407805046,2.5900780060685094,0.009957575026127374
fri_c1_250_5.csv,250,3e-05,1,1,7.542549980426399,0.0,0.15392959143727344,7.542549980426399,0.04474906315471339
fri_c1_250_50.csv,250,3e-05,1,1,0.18635225961761875,0.0,0.0008137653258411299,0.18635225961761875,0.0007464936464440797
fri_c1_500_10.csv,500,3e-05,1,1,0.031130225216071016,0.0,0.0004511626842908843,0.031130225216071016,0.0004443814136330104
fri_c1_500_25.csv,500,3e-05,1,1,0.1734398929396261,0.0,0.0013444952941056288,0.1734398929396261,0.0012406101197959263
fri_c1_500_5.csv,500,3e-05,1,1,0.12276818593342935,0.0,0.002505473182314885,0.12276818593342935,0.0023660033650456658
fri_c1_500_50.csv,500,3e-05,1,1,1.0620915228246242,0.0,0.004637954248142464,1.0620915228246242,0.0031653518873628883
fri_c2_1000_10.csv,1000,3e-05,1,1,7.103901653204992,0.0,0.10295509642326076,7.103901653204992,0.030788300417032843
fri_c2_1000_25.csv,1000,3e-05,1,1,25.272781346284393,0.0,0.20798507238017672,26.830074337042795,0.03579710227432398
fri_c2_1000_50.csv,1000,3e-05,1,1,5.597383431043929,0.0,0.024442722406305368,5.597383431043929,0.00827277912539448
fri_c2_100_10.csv,100,3e-05,1,1,0.05046025244534959,0.0,0.0007313080064543419,0.05046025244534959,0.0007137096970479817
fri_c2_100_25.csv,100,3e-05,1,1,0.8962367817434248,0.0,0.006947571951499417,0.8962367817434248,0.004972564856083217
fri_c2_100_5.csv,100,3e-05,1,1,0.006892289530688146,0.0,0.0001406589700140438,0.006892289530688146,0.00014018627984069276
fri_c2_100_50.csv,100,3e-05,1,1,5.359854258510343,0.0,0.04053160901636935,9.28173846474858,0.015151639205579048
fri_c2_250_10.csv,250,3e-05,1,1,0.06192740787393137,0.0,0.0008975577852387118,0.061931487181471116,0.0008712437417324193
fri_c2_250_25.csv,250,3e-05,1,1,0.06576139511572429,0.0,0.000509778256711041,0.06576139511572429,0.0004938387099537866
fri_c2_250_5.csv,250,3e-05,1,1,0.0018183950689027782,0.0,3.711010344699547e-05,0.0018183950689027782,3.7077091217252445e-05
fri_c2_250_50.csv,250,3e-05,1,1,0.09278174565490886,0.0,0.0004051604613751479,0.09278174565490886,0.0003875270582960333
house_votes_84.csv,435,3e-05,1,1,0.6274513975804572,0.0,0.0074488405184772915,0.6927421682183881,0.0059343455132845335
humandevel.csv,130,3e-05,1,1,2.0658854548595156,0.0,0.06260258954119745,2.0658854548595156,0.03453245306367525
ilpd.csv,583,3e-05,1,1,0.2811954722639406,0.0,0.0040752966994773996,0.2811954722639406,0.0035976677900053655
ionosphere.csv,351,3e-05,1,1,4.229633713666129,0.0,0.025634143719188658,4.229633713666129,0.010076742404582006
iris.csv,150,3e-05,1,1,1.1596103628447212,0.0,0.03724443491991111,1.675999571396,0.02671186225162625
fri_c2_500_10.csv,500,3e-05,1,1,0.19752406226449967,0.0,0.00286266756905072,0.19752406226449967,0.00261582319277065
fri_c2_500_25.csv,500,3e-05,1,1,0.0031921238547046537,0.0,2.474514616050119e-05,0.0031921238547046537,2.4706040411492936e-05
fri_c2_500_50.csv,500,3e-05,1,1,0.08135416013848999,0.0,0.0003552583412161135,0.08135416013848999,0.00034160465542121266
