Dataset,Row,N_Sample,Col,Seed,Mismatch,FlipTry,Flipped,Flip_Percentage,Tr_Acc,Val_Acc,Tr_loss,Val_loss
MeanWhile1.csv,253,202,37,60,1,1,7,2.77,0.8986784140969163,0.8461538461538461,0.29039832949638367,0.3784710764884949
MeanWhile1.csv,253,202,37,70,1,1,2,0.79,0.8986784140969163,0.9615384615384616,0.28117799758911133,0.20496290922164917
MeanWhile1.csv,253,202,37,80,1,1,1,0.40,0.8986784140969163,0.8461538461538461,0.2979483902454376,0.41309505701065063
MeanWhile1.csv,253,202,37,90,1,1,24,9.49,0.8942731277533039,0.8846153846153846,0.28869014978408813,0.24956294894218445
fri_c3_250_5.csv,250,200,5,0,1,1,2,0.80,0.7422222222222222,0.84,0.586309015750885,0.5283864140510559
fri_c3_250_5.csv,250,200,5,10,1,1,6,2.40,0.7688888888888888,0.76,0.6081132292747498,0.6605045795440674
fri_c3_250_5.csv,250,200,5,20,1,1,2,0.80,0.6266666666666667,0.72,0.644482433795929,0.6836184859275818
fri_c3_250_5.csv,250,200,5,30,1,1,2,0.80,0.7377777777777778,0.68,0.5645710825920105,0.6033775806427002
fri_c3_250_5.csv,250,200,5,40,1,1,1,0.40,0.76,0.88,0.5349021553993225,0.47203776240348816
fri_c3_250_5.csv,250,200,5,50,1,1,6,2.40,0.7022222222222222,0.6,0.5983189344406128,0.6513129472732544
fri_c3_250_5.csv,250,200,5,60,1,1,7,2.80,0.6977777777777778,0.68,0.5901714563369751,0.5461944937705994
fri_c3_250_5.csv,250,200,5,70,1,1,5,2.00,0.6888888888888889,0.52,0.6494762897491455,0.7140486240386963
fri_c3_250_5.csv,250,200,5,80,1,1,11,4.40,0.5733333333333334,0.48,0.6745284795761108,0.712296724319458
fri_c3_250_5.csv,250,200,5,90,1,1,5,2.00,0.7911111111111111,0.68,0.53140789270401,0.6097363233566284
vowel.csv,990,792,12,10,1,1,2,0.20,0.98989898989899,0.9797979797979798,0.06697890162467957,0.12076699733734131
vowel.csv,990,792,12,20,1,1,8,0.81,0.9797979797979798,0.9595959595959596,0.06302103400230408,0.06408261507749557
vowel.csv,990,792,12,30,1,1,5,0.51,0.9708193041526375,0.9797979797979798,0.0640767514705658,0.0505085326731205
vowel.csv,990,792,12,40,1,1,5,0.51,0.9809203142536476,0.9797979797979798,0.05011993646621704,0.06822924315929413
vowel.csv,990,792,12,50,1,1,46,4.65,0.9876543209876543,0.9696969696969697,0.05313462018966675,0.08623576164245605
no2.csv,500,400,7,0,1,1,2,0.40,0.5311111111111111,0.68,0.6963241696357727,0.6621388792991638
no2.csv,500,400,7,10,1,1,3,0.60,0.6022222222222222,0.68,0.6777957677841187,0.6741766929626465
no2.csv,500,400,7,20,1,1,3,0.60,0.5377777777777778,0.5,0.6893913149833679,0.6901749968528748
no2.csv,500,400,7,30,1,1,14,2.80,0.4911111111111111,0.6,0.6932332515716553,0.6806166172027588
no2.csv,500,400,7,40,1,1,5,1.00,0.6311111111111111,0.48,0.6764211654663086,0.6984951496124268
no2.csv,500,400,7,50,1,1,7,1.40,0.5955555555555555,0.56,0.662977933883667,0.6773592233657837
no2.csv,500,400,7,60,1,1,1,0.20,0.5022222222222222,0.6,0.691677987575531,0.6900734901428223
no2.csv,500,400,7,70,1,1,3,0.60,0.5044444444444445,0.46,0.6957669258117676,0.6933888792991638
no2.csv,500,400,7,80,1,1,24,4.80,0.6,0.66,0.6746583580970764,0.6656752824783325
no2.csv,500,400,7,90,1,1,1,0.20,0.62,0.6,0.6621553301811218,0.6776716113090515
monks-problems-1.csv,556,444,6,0,1,1,2,0.36,1.0,1.0,0.15830324590206146,0.154251828789711
monks-problems-1.csv,556,444,6,20,1,1,4,0.72,0.886,0.9285714285714286,0.37418675422668457,0.4173111915588379
monks-problems-1.csv,556,444,6,40,1,1,2,0.36,0.894,0.9107142857142857,0.3347635567188263,0.2806030213832855
monks-problems-1.csv,556,444,6,50,1,1,1,0.18,0.794,0.6964285714285714,0.3611330986022949,0.43178150057792664
monks-problems-1.csv,556,444,6,60,1,1,8,1.44,0.792,0.8928571428571429,0.38240569829940796,0.2854829430580139
monks-problems-1.csv,556,444,6,70,1,1,23,4.14,1.0,1.0,0.14487765729427338,0.17521265149116516
monks-problems-1.csv,556,444,6,80,1,1,9,1.62,0.908,0.9642857142857143,0.2880364954471588,0.2322210818529129
wisconsin.csv,194,155,32,0,1,1,13,6.70,0.7183908045977011,0.7,0.5936344861984253,0.5473682880401611
wisconsin.csv,194,155,32,10,1,1,8,4.12,0.6724137931034483,0.65,0.6838752031326294,0.6883395910263062
wisconsin.csv,194,155,32,20,1,1,1,0.52,0.6896551724137931,0.5,0.625799834728241,0.6709222197532654
wisconsin.csv,194,155,32,30,1,1,1,0.52,0.6724137931034483,0.55,0.6305157542228699,0.6944965720176697
wisconsin.csv,194,155,32,40,1,1,2,1.03,0.5804597701149425,0.5,0.6666510105133057,0.7127125859260559
wisconsin.csv,194,155,32,50,1,1,1,0.52,0.6839080459770115,0.65,0.6143707036972046,0.631531298160553
wisconsin.csv,194,155,32,60,1,1,1,0.52,0.7298850574712644,0.6,0.5990511775016785,0.6503422856330872
wisconsin.csv,194,155,32,80,1,1,2,1.03,0.7068965517241379,0.6,0.584513247013092,0.6134353876113892
wisconsin.csv,194,155,32,90,1,1,5,2.58,0.7126436781609196,0.6,0.6493445038795471,0.6908734440803528
fri_c2_1000_50.csv,1000,800,50,0,1,1,2,0.20,0.7711111111111111,0.67,0.49838152527809143,0.5431473255157471
fri_c2_1000_50.csv,1000,800,50,10,1,1,4,0.40,0.7377777777777778,0.62,0.5314260125160217,0.627799391746521
fri_c2_1000_50.csv,1000,800,50,20,1,1,1,0.10,0.7744444444444445,0.69,0.5214380025863647,0.6253417134284973
fri_c2_1000_50.csv,1000,800,50,30,1,1,1,0.10,0.7677777777777778,0.68,0.4970242977142334,0.6176604628562927
fri_c2_1000_50.csv,1000,800,50,40,1,1,3,0.30,0.7811111111111111,0.65,0.4657755494117737,0.5578566193580627
fri_c2_1000_50.csv,1000,800,50,50,1,1,3,0.30,0.7622222222222222,0.57,0.5220590829849243,0.660777747631073
fri_c2_1000_50.csv,1000,800,50,60,1,1,2,0.20,0.8066666666666666,0.71,0.4722146987915039,0.5354354977607727
fri_c2_1000_50.csv,1000,800,50,80,1,1,2,0.20,0.7877777777777778,0.69,0.4818207919597626,0.5813901424407959
fri_c2_1000_50.csv,1000,800,50,90,1,1,1,0.10,0.7933333333333333,0.78,0.49115684628486633,0.506681501865387
xd6.csv,973,778,9,0,1,1,3,0.31,0.8365714285714285,0.8367346938775511,0.4122771918773651,0.4000622630119324
xd6.csv,973,778,9,20,1,1,2,0.21,0.8228571428571428,0.7346938775510204,0.43526116013526917,0.48448196053504944
xd6.csv,973,778,9,30,1,1,4,0.41,0.856,0.826530612244898,0.38782867789268494,0.39793404936790466
xd6.csv,973,778,9,50,1,1,9,0.92,0.8491428571428571,0.8469387755102041,0.40456515550613403,0.3561458885669708
xd6.csv,973,778,9,90,1,1,2,0.21,0.8342857142857143,0.826530612244898,0.3860797882080078,0.3729028105735779
chscase_geyser1.csv,222,177,2,0,1,1,8,3.60,0.9045226130653267,0.9130434782608695,0.37130483984947205,0.4004945755004883
chscase_geyser1.csv,222,177,2,10,1,1,4,1.80,0.8994974874371859,0.9565217391304348,0.30063021183013916,0.24305687844753265
chscase_geyser1.csv,222,177,2,20,1,1,1,0.45,0.9045226130653267,0.9565217391304348,0.3328438699245453,0.2845979630947113
chscase_geyser1.csv,222,177,2,30,1,1,1,0.45,0.8994974874371859,0.9565217391304348,0.2963002324104309,0.21344874799251556
chscase_geyser1.csv,222,177,2,40,1,1,3,1.35,0.8994974874371859,0.9565217391304348,0.30756711959838867,0.22331467270851135
chscase_geyser1.csv,222,177,2,50,1,1,9,4.05,0.8994974874371859,1.0,0.3068878948688507,0.15567262470722198
chscase_geyser1.csv,222,177,2,60,1,1,1,0.45,0.9095477386934674,0.782608695652174,0.3000320792198181,0.5199986100196838
chscase_geyser1.csv,222,177,2,70,1,1,12,5.41,0.8994974874371859,0.9565217391304348,0.3209856152534485,0.20960856974124908
chscase_geyser1.csv,222,177,2,80,1,1,5,2.25,0.8994974874371859,0.9565217391304348,0.29020702838897705,0.23893842101097107
chscase_geyser1.csv,222,177,2,90,1,1,1,0.45,0.8944723618090452,1.0,0.306535542011261,0.10566944628953934
heart_statlog.csv,270,216,13,0,1,1,5,1.85,0.8765432098765432,0.7037037037037037,0.3382820785045624,0.4562263488769531
heart_statlog.csv,270,216,13,10,1,1,1,0.37,0.8806584362139918,0.8518518518518519,0.35821500420570374,0.36977994441986084
heart_statlog.csv,270,216,13,20,1,1,1,0.37,0.8724279835390947,0.7777777777777778,0.43260863423347473,0.5830017924308777
heart_statlog.csv,270,216,13,30,1,1,2,0.74,0.8724279835390947,0.7407407407407407,0.36844295263290405,0.5756089091300964
heart_statlog.csv,270,216,13,40,1,1,10,3.70,0.8847736625514403,0.8148148148148148,0.4297908544540405,0.49864906072616577
heart_statlog.csv,270,216,13,50,1,1,1,0.37,0.8888888888888888,0.8888888888888888,0.33009105920791626,0.3391696512699127
heart_statlog.csv,270,216,13,60,1,1,2,0.74,0.8683127572016461,0.8518518518518519,0.3301505148410797,0.3291589617729187
heart_statlog.csv,270,216,13,70,1,1,1,0.37,0.8806584362139918,0.8148148148148148,0.3755255937576294,0.45247218012809753
heart_statlog.csv,270,216,13,80,1,1,3,1.11,0.8641975308641975,0.6666666666666666,0.3768759071826935,0.6021057367324829
heart_statlog.csv,270,216,13,90,1,1,2,0.74,0.8641975308641975,0.8888888888888888,0.34887513518333435,0.3591246008872986
grub-damage.csv,155,124,8,0,1,1,1,0.65,0.697841726618705,0.6875,0.5240700244903564,0.5365492105484009
grub-damage.csv,155,124,8,10,1,1,6,3.87,0.7050359712230215,0.6875,0.5035625100135803,0.5346353054046631
grub-damage.csv,155,124,8,30,1,1,1,0.65,0.8057553956834532,0.8125,0.48684197664260864,0.5346514582633972
grub-damage.csv,155,124,8,40,1,1,1,0.65,0.7841726618705036,0.75,0.5076208114624023,0.5599278807640076
grub-damage.csv,155,124,8,50,1,1,4,2.58,0.762589928057554,0.8125,0.5089489817619324,0.48509031534194946
grub-damage.csv,155,124,8,60,1,1,2,1.29,0.7697841726618705,0.6875,0.5381765365600586,0.5432625412940979
grub-damage.csv,155,124,8,70,1,1,10,6.45,0.7913669064748201,0.6875,0.48219117522239685,0.6206694841384888
grub-damage.csv,155,124,8,80,1,1,2,1.29,0.8057553956834532,0.75,0.5002922415733337,0.5865671634674072
grub-damage.csv,155,124,8,90,1,1,1,0.65,0.7913669064748201,0.75,0.5065260529518127,0.6478908061981201
molecular_biology_promoters.csv,106,84,57,0,1,1,2,1.89,1.0,1.0,0.04074696823954582,0.015981096774339676
molecular_biology_promoters.csv,106,84,57,10,1,1,2,1.89,0.9789473684210527,0.9090909090909091,0.08030537515878677,0.1882147341966629
molecular_biology_promoters.csv,106,84,57,20,1,1,1,0.94,1.0,0.7272727272727273,0.14968723058700562,0.46136239171028137
molecular_biology_promoters.csv,106,84,57,30,1,1,2,1.89,0.9894736842105263,0.8181818181818182,0.21821287274360657,0.29352205991744995
molecular_biology_promoters.csv,106,84,57,40,1,1,1,0.94,0.9894736842105263,0.8181818181818182,0.14072853326797485,0.48453283309936523
molecular_biology_promoters.csv,106,84,57,50,1,1,1,0.94,0.9894736842105263,0.6363636363636364,0.07483024895191193,0.4057917594909668
molecular_biology_promoters.csv,106,84,57,60,1,1,5,4.72,0.9473684210526315,0.8181818181818182,0.15926995873451233,0.3688913583755493
molecular_biology_promoters.csv,106,84,57,70,1,1,4,3.77,0.968421052631579,0.7272727272727273,0.201204314827919,0.45326146483421326
molecular_biology_promoters.csv,106,84,57,80,1,1,1,0.94,1.0,0.7272727272727273,0.17628102004528046,0.5471521615982056
molecular_biology_promoters.csv,106,84,57,90,1,1,2,1.89,0.5263157894736842,0.2727272727272727,0.6631745100021362,0.7298870086669922
fri_c3_250_10.csv,250,200,10,0,1,1,1,0.40,0.5733333333333334,0.64,0.685382604598999,0.6679365634918213
fri_c3_250_10.csv,250,200,10,10,1,1,1,0.40,0.5644444444444444,0.36,0.6896977424621582,0.6970873475074768
fri_c3_250_10.csv,250,200,10,20,1,1,1,0.40,0.6844444444444444,0.92,0.6068643927574158,0.586525022983551
fri_c3_250_10.csv,250,200,10,30,1,1,27,10.80,0.5422222222222223,0.52,0.6887722015380859,0.6958613395690918
fri_c3_250_10.csv,250,200,10,40,1,1,1,0.40,0.68,0.8,0.6280801892280579,0.5818991661071777
fri_c3_250_10.csv,250,200,10,50,1,1,15,6.00,0.6888888888888889,0.68,0.6444159746170044,0.6456292867660522
fri_c3_250_10.csv,250,200,10,60,1,1,5,2.00,0.6533333333333333,0.68,0.651718020439148,0.668053388595581
fri_c3_250_10.csv,250,200,10,70,1,1,2,0.80,0.6888888888888889,0.68,0.6190153956413269,0.6332358121871948
fri_c3_250_10.csv,250,200,10,80,1,1,1,0.40,0.44,0.64,0.702703058719635,0.6673853993415833
fri_c3_250_10.csv,250,200,10,90,1,1,6,2.40,0.72,0.72,0.616835355758667,0.6139426231384277
fri_c3_1000_5.csv,1000,800,5,20,1,1,2,0.20,0.7655555555555555,0.73,0.5435418486595154,0.548622190952301
fri_c3_1000_5.csv,1000,800,5,30,1,1,1,0.10,0.7066666666666667,0.72,0.6224727630615234,0.6174659132957458
fri_c3_1000_5.csv,1000,800,5,40,1,1,2,0.20,0.7811111111111111,0.8,0.5415658354759216,0.5128730535507202
fri_c3_1000_5.csv,1000,800,5,50,1,1,1,0.10,0.8511111111111112,0.85,0.4682793915271759,0.4264545142650604
fri_c3_1000_5.csv,1000,800,5,60,1,1,5,0.50,0.7655555555555555,0.69,0.5148546695709229,0.5980377793312073
fri_c3_1000_5.csv,1000,800,5,70,1,1,4,0.40,0.8777777777777778,0.88,0.4493323564529419,0.42371100187301636
fri_c3_1000_5.csv,1000,800,5,80,1,1,9,0.90,0.8488888888888889,0.83,0.4554857015609741,0.4677039682865143
fri_c3_1000_5.csv,1000,800,5,90,1,1,5,0.50,0.6744444444444444,0.66,0.6069572567939758,0.6122203469276428
AP_Colon_Uterus.csv,410,328,10935,0,1,1,140,34.15,0.994579945799458,0.9512195121951219,0.029624033719301224,0.14062000811100006
AP_Colon_Uterus.csv,410,328,10935,10,1,1,6,1.46,0.994579945799458,0.9512195121951219,0.035820409655570984,0.14912419021129608
AP_Colon_Uterus.csv,410,328,10935,20,1,1,1,0.24,0.9728997289972899,0.926829268292683,0.21329259872436523,0.40521812438964844
AP_Colon_Uterus.csv,410,328,10935,30,1,1,6,1.46,0.997289972899729,0.9512195121951219,0.039208028465509415,0.19651906192302704
AP_Colon_Uterus.csv,410,328,10935,40,1,1,3,0.73,0.967479674796748,0.9512195121951219,0.05089348554611206,0.33023321628570557
AP_Colon_Uterus.csv,410,328,10935,50,1,1,2,0.49,0.994579945799458,0.9512195121951219,0.03420790657401085,0.09062966704368591
AP_Colon_Uterus.csv,410,328,10935,60,1,1,14,3.41,1.0,0.8780487804878049,0.024375688284635544,0.48316070437431335
AP_Colon_Uterus.csv,410,328,10935,70,1,1,35,8.54,0.997289972899729,0.9024390243902439,0.3512677550315857,0.5647068619728088
AP_Colon_Uterus.csv,410,328,10935,80,1,1,16,3.90,0.991869918699187,0.9512195121951219,0.02499157004058361,0.08514480292797089
AP_Colon_Uterus.csv,410,328,10935,90,1,1,8,1.95,0.6964769647696477,0.8048780487804879,0.2608972191810608,0.22286026179790497
fertility.csv,100,80,9,0,1,1,3,3.00,0.8888888888888888,0.8,0.3005421757698059,0.43560177087783813
fertility.csv,100,80,9,10,1,1,5,5.00,0.8777777777777778,0.9,0.31811776757240295,0.4073634743690491
fertility.csv,100,80,9,20,1,1,2,2.00,0.8777777777777778,0.9,0.2658262550830841,0.34124955534935
fertility.csv,100,80,9,30,1,1,13,13.00,0.8666666666666667,1.0,0.25182005763053894,0.10623638331890106
fertility.csv,100,80,9,40,1,1,10,10.00,0.8777777777777778,0.9,0.18986627459526062,0.22326628863811493
fertility.csv,100,80,9,50,1,1,5,5.00,0.8666666666666667,1.0,0.16146133840084076,0.053887952119112015
fertility.csv,100,80,9,60,1,1,2,2.00,0.8888888888888888,0.8,0.2089596688747406,0.36692941188812256
fertility.csv,100,80,9,70,1,1,7,7.00,0.8777777777777778,0.9,0.30847829580307007,0.29178759455680847
fertility.csv,100,80,9,80,1,1,24,24.00,0.8888888888888888,0.8,0.36098480224609375,0.5197902917861938
fertility.csv,100,80,9,90,1,1,7,7.00,0.8666666666666667,1.0,0.25844717025756836,0.07486119866371155
chscase_census4.csv,400,320,7,0,1,1,15,3.75,0.5138888888888888,0.55,0.6929054260253906,0.684316873550415
chscase_census4.csv,400,320,7,10,1,1,4,1.00,0.49166666666666664,0.425,0.6924349069595337,0.703132688999176
chscase_census4.csv,400,320,7,20,1,1,2,0.50,0.6,0.45,0.6836214065551758,0.6978452801704407
chscase_census4.csv,400,320,7,30,1,1,2,0.50,0.5527777777777778,0.4,0.6893267631530762,0.6963979005813599
chscase_census4.csv,400,320,7,50,1,1,1,0.25,0.5944444444444444,0.325,0.680798351764679,0.7123028635978699
chscase_census4.csv,400,320,7,60,1,1,2,0.50,0.5083333333333333,0.575,0.694104015827179,0.685595691204071
chscase_census4.csv,400,320,7,70,1,1,19,4.75,0.5055555555555555,0.625,0.695789635181427,0.6764684319496155
chscase_census4.csv,400,320,7,80,1,1,3,0.75,0.5666666666666667,0.5,0.6860223412513733,0.7042447328567505
chscase_census4.csv,400,320,7,90,1,1,1,0.25,0.5111111111111111,0.425,0.6913343071937561,0.7013401389122009
PizzaCutter1.csv,661,528,37,0,1,1,8,1.21,0.9276094276094277,0.8656716417910447,0.20150919258594513,0.3534983694553375
PizzaCutter1.csv,661,528,37,20,1,1,2,0.30,0.9343434343434344,0.8955223880597015,0.17448775470256805,0.262330025434494
PizzaCutter1.csv,661,528,37,30,1,1,1,0.15,0.936026936026936,0.9104477611940298,0.18226277828216553,0.20969480276107788
PizzaCutter1.csv,661,528,37,40,1,1,6,0.91,0.9393939393939394,0.8955223880597015,0.16221053898334503,0.26391029357910156
PizzaCutter1.csv,661,528,37,50,1,1,5,0.76,0.9393939393939394,0.9104477611940298,0.17649057507514954,0.2629345655441284
PizzaCutter1.csv,661,528,37,60,1,1,24,3.63,0.9175084175084175,0.9552238805970149,0.1778743863105774,0.13425011932849884
PizzaCutter1.csv,661,528,37,80,1,1,2,0.30,0.9259259259259259,0.9552238805970149,0.1817234456539154,0.13575266301631927
fri_c4_250_10.csv,250,200,10,0,1,1,8,3.20,0.64,0.68,0.6673049330711365,0.6515014171600342
fri_c4_250_10.csv,250,200,10,10,1,1,11,4.40,0.6133333333333333,0.4,0.6731318235397339,0.6998038291931152
fri_c4_250_10.csv,250,200,10,20,1,1,3,1.20,0.6355555555555555,0.68,0.6614648699760437,0.6817777752876282
fri_c4_250_10.csv,250,200,10,30,1,1,11,4.40,0.5777777777777777,0.56,0.6805934906005859,0.6867510080337524
fri_c4_250_10.csv,250,200,10,40,1,1,1,0.40,0.68,0.72,0.6321070790290833,0.6189320683479309
fri_c4_250_10.csv,250,200,10,50,1,1,2,0.80,0.6577777777777778,0.8,0.6345075368881226,0.5747613310813904
fri_c4_250_10.csv,250,200,10,60,1,1,11,4.40,0.64,0.44,0.6601076126098633,0.6956213116645813
fri_c4_250_10.csv,250,200,10,70,1,1,6,2.40,0.6666666666666666,0.52,0.6545949578285217,0.6869239807128906
fri_c4_250_10.csv,250,200,10,80,1,1,5,2.00,0.6266666666666667,0.48,0.654813826084137,0.6774644255638123
fri_c4_250_10.csv,250,200,10,90,1,1,1,0.40,0.5333333333333333,0.52,0.6915424466133118,0.6923830509185791
prnn_synth.csv,250,200,2,0,1,1,6,2.40,0.8622222222222222,0.88,0.33298459649086,0.3152594268321991
prnn_synth.csv,250,200,2,10,1,1,8,3.20,0.8622222222222222,0.92,0.36429864168167114,0.26172947883605957
prnn_synth.csv,250,200,2,20,1,1,1,0.40,0.8488888888888889,0.92,0.366519570350647,0.28589335083961487
prnn_synth.csv,250,200,2,30,1,1,1,0.40,0.8355555555555556,0.96,0.40247249603271484,0.31398171186447144
prnn_synth.csv,250,200,2,40,1,1,2,0.80,0.8533333333333334,0.84,0.4347192347049713,0.4425966143608093
prnn_synth.csv,250,200,2,50,1,1,2,0.80,0.8577777777777778,0.76,0.4028296172618866,0.4537438154220581
prnn_synth.csv,250,200,2,60,1,1,1,0.40,0.8666666666666667,0.92,0.3513277769088745,0.32706668972969055
prnn_synth.csv,250,200,2,70,1,1,8,3.20,0.8666666666666667,0.72,0.3436588644981384,0.5034611225128174
prnn_synth.csv,250,200,2,80,1,1,9,3.60,0.8666666666666667,0.92,0.34948480129241943,0.2732325494289398
prnn_synth.csv,250,200,2,90,1,1,6,2.40,0.8488888888888889,0.88,0.3656129539012909,0.30003494024276733
AP_Colon_Prostate.csv,355,284,10935,0,1,1,3,0.85,0.9968652037617555,0.9444444444444444,0.07950606942176819,0.16125673055648804
AP_Colon_Prostate.csv,355,284,10935,10,1,1,2,0.56,0.9968652037617555,0.9444444444444444,0.01949910819530487,0.20522981882095337
AP_Colon_Prostate.csv,355,284,10935,20,1,1,23,6.48,1.0,0.9722222222222222,0.009996888227760792,0.039982084184885025
AP_Colon_Prostate.csv,355,284,10935,30,1,1,8,2.25,0.9937304075235109,0.9722222222222222,0.08046919852495193,0.10917893797159195
AP_Colon_Prostate.csv,355,284,10935,40,1,1,7,1.97,1.0,0.9444444444444444,0.10171880573034286,0.16716313362121582
AP_Colon_Prostate.csv,355,284,10935,50,1,1,21,5.92,0.9937304075235109,0.9444444444444444,0.11443821340799332,0.7033184766769409
AP_Colon_Prostate.csv,355,284,10935,60,1,1,1,0.28,0.9937304075235109,0.9722222222222222,0.08911197632551193,0.2384200394153595
AP_Colon_Prostate.csv,355,284,10935,70,1,1,6,1.69,0.9811912225705329,0.9166666666666666,0.04085012152791023,0.18209142982959747
AP_Colon_Prostate.csv,355,284,10935,80,1,1,2,0.56,0.9968652037617555,0.9722222222222222,0.11266931891441345,0.10006727278232574
AP_Colon_Prostate.csv,355,284,10935,90,1,1,2,0.56,0.9780564263322884,0.9722222222222222,0.02401164174079895,0.04443591088056564
AP_Omentum_Kidney.csv,337,269,10935,0,1,1,2,0.59,1.0,0.9705882352941176,0.01973310485482216,0.1214459091424942
AP_Omentum_Kidney.csv,337,269,10935,20,1,1,8,2.37,0.9966996699669967,0.9705882352941176,0.10169117152690887,0.2820586860179901
AP_Omentum_Kidney.csv,337,269,10935,30,1,1,5,1.48,0.9867986798679867,0.9705882352941176,0.49412456154823303,0.6980573534965515
AP_Omentum_Kidney.csv,337,269,10935,40,1,1,14,4.15,0.9801980198019802,0.9117647058823529,0.09490886330604553,0.21757297217845917
AP_Omentum_Kidney.csv,337,269,10935,50,1,1,5,1.48,1.0,0.9411764705882353,0.016527721658349037,0.41156864166259766
AP_Omentum_Kidney.csv,337,269,10935,60,1,1,21,6.23,1.0,1.0,0.0038467906415462494,0.009799542836844921
AP_Omentum_Kidney.csv,337,269,10935,70,1,1,10,2.97,1.0,0.9705882352941176,0.03209695592522621,0.12350578606128693
AP_Omentum_Kidney.csv,337,269,10935,80,1,1,1,0.30,0.976897689768977,0.9705882352941176,0.16544370353221893,0.17840664088726044
AP_Omentum_Kidney.csv,337,269,10935,90,1,1,4,1.19,1.0,1.0,0.01187304686754942,0.017401494085788727
fri_c2_250_25.csv,250,200,25,0,1,1,3,1.20,0.7155555555555555,0.52,0.6008884906768799,0.6765850782394409
fri_c2_250_25.csv,250,200,25,20,1,1,2,0.80,0.5377777777777778,0.72,0.6818472743034363,0.6147765517234802
fri_c2_250_25.csv,250,200,25,30,1,1,2,0.80,0.4266666666666667,0.6,0.7121695280075073,0.6766029596328735
fri_c2_250_25.csv,250,200,25,40,1,1,10,4.00,0.7688888888888888,0.8,0.5849201679229736,0.6293550729751587
fri_c2_250_25.csv,250,200,25,50,1,1,2,0.80,0.7822222222222223,0.68,0.489102303981781,0.5970674753189087
fri_c2_250_25.csv,250,200,25,60,1,1,2,0.80,0.7244444444444444,0.76,0.5966875553131104,0.6040756106376648
fri_c2_250_25.csv,250,200,25,70,1,1,2,0.80,0.7377777777777778,0.64,0.6120535731315613,0.6804078817367554
fri_c2_250_25.csv,250,200,25,80,1,1,1,0.40,0.8177777777777778,0.72,0.48739174008369446,0.5877069234848022
fri_c2_250_25.csv,250,200,25,90,1,1,2,0.80,0.8,0.72,0.5442771911621094,0.6448025703430176
rabe_266.csv,120,96,2,0,1,1,11,9.17,0.9722222222222222,0.9166666666666666,0.2504040002822876,0.21520085632801056
rabe_266.csv,120,96,2,10,1,1,8,6.67,0.9629629629629629,1.0,0.11786536127328873,0.047669485211372375
rabe_266.csv,120,96,2,20,1,1,12,10.00,0.9629629629629629,0.8333333333333334,0.22810424864292145,0.3658643662929535
rabe_266.csv,120,96,2,30,1,1,3,2.50,0.9537037037037037,1.0,0.12007177621126175,0.08767392486333847
rabe_266.csv,120,96,2,40,1,1,2,1.67,0.9537037037037037,1.0,0.1268911361694336,0.20420198142528534
rabe_266.csv,120,96,2,50,1,1,5,4.17,0.9537037037037037,0.9166666666666666,0.11864150315523148,0.25301215052604675
rabe_266.csv,120,96,2,60,1,1,2,1.67,0.9722222222222222,0.9166666666666666,0.25341707468032837,0.20030856132507324
rabe_266.csv,120,96,2,70,1,1,3,2.50,0.9722222222222222,0.9166666666666666,0.1378052979707718,0.1604793220758438
rabe_266.csv,120,96,2,80,1,1,1,0.83,0.9722222222222222,0.75,0.15600112080574036,0.24298471212387085
rabe_266.csv,120,96,2,90,1,1,3,2.50,0.9537037037037037,1.0,0.11051236838102341,0.008629190735518932
autoPrice.csv,159,127,15,0,1,1,2,1.26,0.986013986013986,1.0,0.1405804604291916,0.13542023301124573
autoPrice.csv,159,127,15,10,1,1,1,0.63,0.9790209790209791,0.875,0.09627833962440491,0.27951759099960327
autoPrice.csv,159,127,15,20,1,1,2,1.26,0.9790209790209791,0.9375,0.05634479224681854,0.07704208791255951
autoPrice.csv,159,127,15,30,1,1,2,1.26,0.993006993006993,1.0,0.030428342521190643,0.00944396574050188
autoPrice.csv,159,127,15,40,1,1,2,1.26,1.0,1.0,0.017788616940379143,0.012381153181195259
autoPrice.csv,159,127,15,50,1,1,1,0.63,0.972027972027972,1.0,0.06073308736085892,0.015753477811813354
autoPrice.csv,159,127,15,60,1,1,2,1.26,0.986013986013986,1.0,0.09378909319639206,0.0903354361653328
autoPrice.csv,159,127,15,70,1,1,2,1.26,0.993006993006993,1.0,0.059483855962753296,0.04298461228609085
autoPrice.csv,159,127,15,80,1,1,3,1.89,0.993006993006993,0.9375,0.06607658416032791,0.1583562195301056
autoPrice.csv,159,127,15,90,1,1,1,0.63,0.986013986013986,0.875,0.2859099209308624,0.4618787169456482
crx.csv,690,552,15,0,1,1,1,0.14,0.8824476650563607,0.9130434782608695,0.3193310499191284,0.30960404872894287
crx.csv,690,552,15,10,1,1,3,0.43,0.8792270531400966,0.8405797101449275,0.3154483735561371,0.3646691143512726
crx.csv,690,552,15,20,1,1,6,0.87,0.8776167471819646,0.7681159420289855,0.40884193778038025,0.5981147289276123
crx.csv,690,552,15,30,1,1,2,0.29,0.8776167471819646,0.7971014492753623,0.3092462122440338,0.4650479257106781
crx.csv,690,552,15,40,1,1,6,0.87,0.8695652173913043,0.8985507246376812,0.3208931088447571,0.2529209554195404
crx.csv,690,552,15,50,1,1,2,0.29,0.8856682769726248,0.7971014492753623,0.34147733449935913,0.47307339310646057
