Dataset,Row,N_Sample,Col,Seed,Mismatch,FlipTry,Flipped,Flip_Percentage,Tr_Acc,Val_Acc,Tr_loss,Val_loss
AP_Ovary_Kidney.csv,458,366,10935,40,1,1,9,1.97,0.9805825242718447,0.9565217391304348,0.028741825371980667,0.10298652201890945
AP_Ovary_Kidney.csv,458,366,10935,50,1,1,1,0.22,0.9805825242718447,0.9565217391304348,0.018055260181427002,0.2455068677663803
AP_Ovary_Kidney.csv,458,366,10935,60,1,1,10,2.18,0.9975728155339806,0.9782608695652174,0.013985778205096722,0.09734617173671722
AP_Ovary_Kidney.csv,458,366,10935,70,1,1,13,2.84,0.9975728155339806,1.0,0.010456779971718788,0.004339117091149092
AP_Ovary_Kidney.csv,458,366,10935,80,1,1,9,1.97,0.9757281553398058,1.0,0.0363689623773098,0.012444579042494297
AP_Ovary_Kidney.csv,458,366,10935,90,1,1,4,0.87,0.9951456310679612,0.9782608695652174,0.01667586900293827,0.06924509257078171
fri_c4_250_25.csv,250,200,25,0,1,1,5,2.00,0.5555555555555556,0.44,0.6849667429924011,0.7023520469665527
fri_c4_250_25.csv,250,200,25,10,1,1,4,1.60,0.5288888888888889,0.48,0.6899622678756714,0.6909210681915283
fri_c4_250_25.csv,250,200,25,20,1,1,10,4.00,0.4444444444444444,0.6,0.6995269656181335,0.6833726763725281
fri_c4_250_25.csv,250,200,25,30,1,1,11,4.40,0.7244444444444444,0.44,0.5891316533088684,0.6514633297920227
fri_c4_250_25.csv,250,200,25,40,1,1,14,5.60,0.6755555555555556,0.6,0.6455371379852295,0.6953405737876892
fri_c4_250_25.csv,250,200,25,50,1,1,3,1.20,0.7466666666666667,0.68,0.5607908368110657,0.5603249073028564
fri_c4_250_25.csv,250,200,25,60,1,1,2,0.80,0.7644444444444445,0.72,0.5646263360977173,0.6490456461906433
fri_c4_250_25.csv,250,200,25,70,1,1,3,1.20,0.7466666666666667,0.76,0.521729588508606,0.4953547716140747
fri_c4_250_25.csv,250,200,25,80,1,1,3,1.20,0.6755555555555556,0.6,0.6117434501647949,0.6627380847930908
fri_c4_250_25.csv,250,200,25,90,1,1,2,0.80,0.4488888888888889,0.56,0.6986610293388367,0.6870909333229065
fri_c2_250_5.csv,250,200,5,0,1,1,11,4.40,0.5333333333333333,0.76,0.6741785407066345,0.6011151075363159
fri_c2_250_5.csv,250,200,5,10,1,1,8,3.20,0.5777777777777777,0.4,0.6830982565879822,0.6997023820877075
fri_c2_250_5.csv,250,200,5,20,1,1,2,0.80,0.8177777777777778,0.84,0.5011357069015503,0.5170243978500366
fri_c2_250_5.csv,250,200,5,30,1,1,1,0.40,0.7111111111111111,0.76,0.637344241142273,0.6364577412605286
fri_c2_250_5.csv,250,200,5,50,1,1,10,4.00,0.8088888888888889,0.88,0.541935920715332,0.4609178900718689
fri_c2_250_5.csv,250,200,5,60,1,1,1,0.40,0.84,0.84,0.49838942289352417,0.5139729976654053
fri_c2_250_5.csv,250,200,5,70,1,1,3,1.20,0.7511111111111111,0.56,0.5708943605422974,0.6319065690040588
fri_c2_250_5.csv,250,200,5,80,1,1,1,0.40,0.7777777777777778,0.8,0.551108181476593,0.5486836433410645
fri_c2_250_5.csv,250,200,5,90,1,1,1,0.40,0.8,0.92,0.5347727537155151,0.47173720598220825
kc1-top5.csv,145,116,94,20,1,1,2,1.38,0.9384615384615385,1.0,0.0956105887889862,0.02799200266599655
kc1-top5.csv,145,116,94,40,1,1,3,2.07,0.9461538461538461,0.9333333333333333,0.08584070950746536,0.1822805553674698
kc1-top5.csv,145,116,94,50,1,1,1,0.69,0.9692307692307692,0.8,0.14460471272468567,0.3839154839515686
kc1-top5.csv,145,116,94,60,1,1,1,0.69,0.9615384615384616,1.0,0.1109587773680687,0.04229113832116127
kc1-top5.csv,145,116,94,70,1,1,6,4.14,0.9461538461538461,0.9333333333333333,0.09251503646373749,0.1552233099937439
kc1-top5.csv,145,116,94,80,1,1,1,0.69,0.9384615384615385,1.0,0.09018248319625854,0.011232078075408936
kc1-top5.csv,145,116,94,90,1,1,4,2.76,0.9461538461538461,0.9333333333333333,0.13645994663238525,0.19810061156749725
breast.csv,699,559,10,10,1,1,2,0.29,0.9697933227344993,0.9714285714285714,0.0918888971209526,0.07730266451835632
breast.csv,699,559,10,40,1,1,1,0.14,0.9682034976152624,0.9571428571428572,0.13896344602108002,0.20481617748737335
breast.csv,699,559,10,50,1,1,1,0.14,0.9682034976152624,0.9714285714285714,0.12548430263996124,0.09049240499734879
breast.csv,699,559,10,60,1,1,7,1.00,0.9666136724960255,0.9714285714285714,0.10311685502529144,0.06951041519641876
breast.csv,699,559,10,90,1,1,3,0.43,0.9745627980922098,0.9571428571428572,0.10673096030950546,0.12065233290195465
strikes.csv,625,500,6,0,1,1,2,0.32,0.7259786476868327,0.6190476190476191,0.6044732332229614,0.6581225991249084
strikes.csv,625,500,6,10,1,1,14,2.24,0.7473309608540926,0.7142857142857143,0.5810747742652893,0.5777539014816284
strikes.csv,625,500,6,20,1,1,17,2.72,0.7669039145907474,0.7619047619047619,0.5580911636352539,0.5853999257087708
strikes.csv,625,500,6,30,1,1,2,0.32,0.7330960854092526,0.8253968253968254,0.5766209959983826,0.548270583152771
strikes.csv,625,500,6,40,1,1,10,1.60,0.6690391459074733,0.6349206349206349,0.5939308404922485,0.6608157753944397
strikes.csv,625,500,6,50,1,1,6,0.96,0.6548042704626335,0.746031746031746,0.5979206562042236,0.5551930069923401
strikes.csv,625,500,6,60,1,1,5,0.80,0.49110320284697506,0.6031746031746031,0.690216600894928,0.6812908053398132
strikes.csv,625,500,6,70,1,1,5,0.80,0.7526690391459074,0.6190476190476191,0.4992380440235138,0.5385377407073975
strikes.csv,625,500,6,80,1,1,4,0.64,0.7402135231316725,0.7301587301587301,0.5321277379989624,0.5090236067771912
strikes.csv,625,500,6,90,1,1,1,0.16,0.6903914590747331,0.7301587301587301,0.5723981261253357,0.5241200923919678
arsenic-male-bladder.csv,559,447,4,0,1,1,17,3.04,0.9781312127236581,0.9464285714285714,0.09174112975597382,0.15942180156707764
arsenic-male-bladder.csv,559,447,4,10,1,1,1,0.18,0.9602385685884692,0.9285714285714286,0.1339104175567627,0.17411020398139954
arsenic-male-bladder.csv,559,447,4,30,1,1,1,0.18,0.9542743538767395,0.9821428571428571,0.1305076628923416,0.05024447664618492
arsenic-male-bladder.csv,559,447,4,40,1,1,2,0.36,0.9562624254473161,0.9642857142857143,0.14676137268543243,0.12101386487483978
arsenic-male-bladder.csv,559,447,4,50,1,1,10,1.79,0.952286282306163,1.0,0.12579357624053955,0.021934038028120995
arsenic-male-bladder.csv,559,447,4,60,1,1,12,2.15,0.9781312127236581,0.9642857142857143,0.09996584057807922,0.14645126461982727
arsenic-male-bladder.csv,559,447,4,70,1,1,7,1.25,0.9721669980119284,0.9821428571428571,0.1133376881480217,0.0921437218785286
arsenic-male-bladder.csv,559,447,4,80,1,1,6,1.07,0.9562624254473161,0.9642857142857143,0.12000078707933426,0.09421024471521378
fri_c0_500_50.csv,500,400,50,0,1,1,1,0.20,0.9155555555555556,0.82,0.28651347756385803,0.4592127501964569
fri_c0_500_50.csv,500,400,50,10,1,1,2,0.40,0.9266666666666666,0.74,0.35508573055267334,0.6103746891021729
fri_c0_500_50.csv,500,400,50,40,1,1,5,1.00,0.9177777777777778,0.72,0.2529461979866028,0.5386813879013062
fri_c0_500_50.csv,500,400,50,50,1,1,1,0.20,0.9111111111111111,0.8,0.25270652770996094,0.4703938663005829
fri_c0_500_50.csv,500,400,50,60,1,1,4,0.80,0.9222222222222223,0.88,0.2571837902069092,0.25665202736854553
fri_c0_500_50.csv,500,400,50,70,1,1,2,0.40,0.8977777777777778,0.76,0.3161699175834656,0.5258623957633972
fri_c0_500_50.csv,500,400,50,90,1,1,3,0.60,0.9311111111111111,0.82,0.23605431616306305,0.39482784271240234
AP_Omentum_Lung.csv,203,162,10935,0,1,1,4,1.97,1.0,0.9523809523809523,0.02156768925487995,0.05294099822640419
AP_Omentum_Lung.csv,203,162,10935,10,1,1,1,0.49,0.978021978021978,1.0,0.025329463183879852,0.024295488372445107
AP_Omentum_Lung.csv,203,162,10935,30,1,1,9,4.43,0.9725274725274725,0.9523809523809523,0.0604083389043808,0.1881006360054016
AP_Omentum_Lung.csv,203,162,10935,40,1,1,1,0.49,0.9835164835164835,0.7619047619047619,0.2609632611274719,0.7820695042610168
AP_Omentum_Lung.csv,203,162,10935,50,1,1,3,1.48,0.9835164835164835,0.9047619047619048,0.08056293427944183,0.15368252992630005
AP_Omentum_Lung.csv,203,162,10935,60,1,1,31,15.27,0.989010989010989,0.8571428571428571,0.09176831692457199,0.23473966121673584
AP_Omentum_Lung.csv,203,162,10935,90,1,1,4,1.97,0.989010989010989,0.9523809523809523,0.05345528572797775,0.6268530488014221
AP_Prostate_Lung.csv,195,156,10935,0,1,1,1,0.51,1.0,0.95,0.10693252831697464,0.19138741493225098
AP_Prostate_Lung.csv,195,156,10935,10,1,1,25,12.82,0.9942857142857143,1.0,0.06656195223331451,0.04146290197968483
AP_Prostate_Lung.csv,195,156,10935,20,1,1,13,6.67,1.0,1.0,0.0019744765013456345,0.000539216329343617
AP_Prostate_Lung.csv,195,156,10935,30,1,1,1,0.51,1.0,1.0,0.039942145347595215,0.08577226102352142
AP_Prostate_Lung.csv,195,156,10935,40,1,1,13,6.67,1.0,1.0,0.0026337166782468557,0.002039158483967185
AP_Prostate_Lung.csv,195,156,10935,50,1,1,1,0.51,0.9771428571428571,1.0,0.02366776578128338,0.008089510723948479
AP_Prostate_Lung.csv,195,156,10935,60,1,1,13,6.67,0.9714285714285714,0.95,0.1361209601163864,0.12950238585472107
AP_Prostate_Lung.csv,195,156,10935,70,1,1,1,0.51,0.9942857142857143,1.0,0.014244557358324528,0.058006953448057175
AP_Prostate_Lung.csv,195,156,10935,80,1,1,11,5.64,0.9942857142857143,0.95,0.13289813697338104,0.14971312880516052
AP_Prostate_Lung.csv,195,156,10935,90,1,1,2,1.03,1.0,1.0,0.0077125392854213715,0.008383732289075851
AP_Endometrium_Breast.csv,405,324,10935,0,1,1,1,0.25,1.0,1.0,0.004199030343443155,0.0008477697847411036
AP_Endometrium_Breast.csv,405,324,10935,10,1,1,17,4.20,1.0,1.0,0.02232450246810913,0.027160577476024628
AP_Endometrium_Breast.csv,405,324,10935,20,1,1,6,1.48,0.978021978021978,0.975609756097561,0.11653567850589752,0.07270719110965729
AP_Endometrium_Breast.csv,405,324,10935,30,1,1,27,6.67,1.0,1.0,0.007603816222399473,0.01692880503833294
AP_Endometrium_Breast.csv,405,324,10935,40,1,1,1,0.25,1.0,0.975609756097561,0.031246505677700043,0.045463912189006805
AP_Endometrium_Breast.csv,405,324,10935,50,1,1,8,1.98,0.9972527472527473,0.926829268292683,0.10391833633184433,0.18230244517326355
AP_Endometrium_Breast.csv,405,324,10935,60,1,1,4,0.99,1.0,0.9024390243902439,0.012322152964770794,0.13156762719154358
AP_Endometrium_Breast.csv,405,324,10935,70,1,1,28,6.91,0.9972527472527473,0.975609756097561,0.014910630881786346,0.12305941432714462
AP_Endometrium_Breast.csv,405,324,10935,80,1,1,39,9.63,1.0,1.0,0.017165973782539368,0.015626996755599976
AP_Endometrium_Breast.csv,405,324,10935,90,1,1,9,2.22,1.0,1.0,0.0038145158905535936,0.003994384314864874
fri_c0_250_50.csv,250,200,50,0,1,1,1,0.40,0.9155555555555556,0.76,0.2901047170162201,0.48435890674591064
fri_c0_250_50.csv,250,200,50,10,1,1,12,4.80,0.9066666666666666,0.64,0.36419233679771423,0.5656476616859436
fri_c0_250_50.csv,250,200,50,20,1,1,5,2.00,0.8888888888888888,0.72,0.389356791973114,0.5912899971008301
fri_c0_250_50.csv,250,200,50,30,1,1,1,0.40,0.9288888888888889,0.76,0.22955839335918427,0.45427843928337097
fri_c0_250_50.csv,250,200,50,40,1,1,5,2.00,0.9377777777777778,0.76,0.2869892418384552,0.5083670616149902
fri_c0_250_50.csv,250,200,50,50,1,1,2,0.80,0.9644444444444444,0.84,0.2337174415588379,0.33182603120803833
fri_c0_250_50.csv,250,200,50,60,1,1,1,0.40,0.9111111111111111,0.8,0.3296831548213959,0.4850286543369293
fri_c0_250_50.csv,250,200,50,70,1,1,2,0.80,0.9822222222222222,0.84,0.19619816541671753,0.4082024097442627
fri_c0_250_50.csv,250,200,50,80,1,1,8,3.20,0.5066666666666667,0.56,0.6913854479789734,0.6883509755134583
fri_c0_250_50.csv,250,200,50,90,1,1,1,0.40,0.9733333333333334,0.8,0.19379277527332306,0.3830997943878174
monk3.csv,554,443,6,0,1,1,7,1.26,0.9317269076305221,0.8392857142857143,0.2520276606082916,0.2957285940647125
monk3.csv,554,443,6,10,1,1,4,0.72,0.8875502008032129,0.875,0.3386693000793457,0.33234265446662903
monk3.csv,554,443,6,20,1,1,3,0.54,0.8895582329317269,0.9107142857142857,0.27165687084198,0.24575337767601013
monk3.csv,554,443,6,40,1,1,5,0.90,0.891566265060241,0.8928571428571429,0.34752941131591797,0.5402207374572754
monk3.csv,554,443,6,60,1,1,7,1.26,0.9919678714859438,0.9642857142857143,0.13332992792129517,0.14589111506938934
monk3.csv,554,443,6,80,1,1,9,1.62,0.9598393574297188,1.0,0.23410652577877045,0.21442873775959015
house_votes_84.csv,435,348,16,0,1,1,3,0.69,0.9744245524296675,0.9318181818181818,0.06075344607234001,0.11135495454072952
house_votes_84.csv,435,348,16,10,1,1,3,0.69,0.9846547314578005,0.9318181818181818,0.11811856925487518,0.18291078507900238
house_votes_84.csv,435,348,16,20,1,1,8,1.84,0.9769820971867008,0.9090909090909091,0.06746231764554977,0.2520029544830322
house_votes_84.csv,435,348,16,30,1,1,1,0.23,0.9744245524296675,0.9318181818181818,0.12303933501243591,0.1602839082479477
house_votes_84.csv,435,348,16,40,1,1,4,0.92,0.9718670076726342,0.9545454545454546,0.07683896273374557,0.10965213179588318
house_votes_84.csv,435,348,16,50,1,1,1,0.23,0.9616368286445013,0.8863636363636364,0.25702160596847534,0.3356960415840149
house_votes_84.csv,435,348,16,60,1,1,2,0.46,0.9769820971867008,0.9545454545454546,0.08301474153995514,0.07642794400453568
house_votes_84.csv,435,348,16,70,1,1,1,0.23,0.9462915601023018,0.9318181818181818,0.16664455831050873,0.26013338565826416
