GurobiEdit,1,0.2120,93.18
GurobiEdit,2,0.2116,93.12
GurobiEdit,3,0.2127,93.15
GurobiEdit,4,0.2114,93.14
GurobiEdit,5,0.2131,93.12
GurobiEdit,6,0.2108,93.17
GurobiEdit,7,0.2121,93.20
GurobiEdit,8,0.2091,93.35
GurobiEdit,9,0.2083,93.32
GurobiEdit,10,0.2113,93.02
GurobiEdit,11,0.2102,93.18
GurobiEdit,12,0.2096,93.13
GurobiEdit,13,0.2075,93.23
GurobiEdit,14,0.2061,93.12
GurobiEdit,15,0.2040,93.36
GurobiEdit,16,0.1995,93.30
GurobiEdit,17,0.1954,93.70
GurobiEdit,18,0.1949,93.53
GurobiEdit,19,0.1882,93.89
GurobiEdit,20,0.1849,93.90
GurobiEdit,21,0.1824,93.95
GurobiEdit,22,0.1787,94.08
GurobiEdit,23,0.1777,94.09
GurobiEdit,24,0.1713,94.26
GurobiEdit,25,0.1706,94.24
GurobiEdit,26,0.1722,94.18
GurobiEdit,27,0.1729,94.12
GurobiEdit,28,0.1716,94.20
GurobiEdit,29,0.1707,94.11
GurobiEdit,30,0.1741,94.10
GurobiEdit,31,0.1773,93.94
GurobiEdit,32,0.1792,93.71
GurobiEdit,33,0.1835,93.44
GurobiEdit,34,0.1888,93.37
GurobiEdit,35,0.1888,93.42
GurobiEdit_Test,-1,127.58590260148048,78.39
