GurobiEdit,1,0.0096,99.67
GurobiEdit,2,0.0089,99.69
GurobiEdit,3,0.0066,99.78
GurobiEdit,4,0.0042,99.91
GurobiEdit,5,0.0032,99.96
GurobiEdit,6,0.0029,99.97
GurobiEdit,7,0.0028,99.98
GurobiEdit,8,0.0027,99.98
GurobiEdit,9,0.0027,99.98
GurobiEdit,10,0.0027,99.98
GurobiEdit,11,0.0027,99.98
GurobiEdit,12,0.0028,99.98
GurobiEdit,13,0.0029,99.97
GurobiEdit,14,0.0029,99.97
GurobiEdit,15,0.0030,99.98
GurobiEdit,16,0.0031,99.97
GurobiEdit,17,0.0033,99.96
GurobiEdit,18,0.0034,99.95
GurobiEdit_Test,-1,9.262381944261278,98.54
