GurobiEdit,1,0.1223,96.73
GurobiEdit,2,0.1219,96.76
GurobiEdit,3,0.1214,96.79
GurobiEdit,4,0.1198,96.93
GurobiEdit,5,0.1182,97.01
GurobiEdit,6,0.1180,97.02
GurobiEdit,7,0.1185,96.94
GurobiEdit,8,0.1169,97.02
GurobiEdit,9,0.1172,96.97
GurobiEdit,10,0.1167,97.00
GurobiEdit,11,0.1158,97.02
GurobiEdit,12,0.1166,96.96
GurobiEdit,13,0.1148,97.03
GurobiEdit,14,0.1128,97.15
GurobiEdit,15,0.1113,97.18
GurobiEdit,16,0.1100,97.07
GurobiEdit,17,0.1071,97.20
GurobiEdit,18,0.1065,97.23
GurobiEdit,19,0.1049,97.27
GurobiEdit,20,0.1040,97.27
GurobiEdit,21,0.1020,97.32
GurobiEdit,22,0.1031,97.20
GurobiEdit,23,0.1021,97.22
GurobiEdit,24,0.1003,97.32
GurobiEdit,25,0.1035,97.16
GurobiEdit,26,0.1023,97.18
GurobiEdit,27,0.1036,97.16
GurobiEdit,28,0.1054,97.01
GurobiEdit,29,0.1067,96.98
GurobiEdit,30,0.1077,96.90
GurobiEdit,31,0.1090,96.89
GurobiEdit,32,0.1123,96.77
GurobiEdit,33,0.1141,96.73
GurobiEdit,34,0.1149,96.69
GurobiEdit_Test,-1,92.99605972319841,93.43
